goal,target,indicator,country_code,country,year,source,beach_litter_in_ocean_percent
14,14.1,14.1.1,254,french guiana,2021,center for ocean-atmospheric prediction studies (coaps),29.85
14,14.1,14.1.1,266,gabon,2017,center for ocean-atmospheric prediction studies (coaps),0.59
14,14.1,14.1.1,266,gabon,2018,center for ocean-atmospheric prediction studies (coaps),0.42
14,14.1,14.1.1,266,gabon,2019,center for ocean-atmospheric prediction studies (coaps),0.45
14,14.1,14.1.1,266,gabon,2020,center for ocean-atmospheric prediction studies (coaps),0.62
14,14.1,14.1.1,266,gabon,2021,center for ocean-atmospheric prediction studies (coaps),0.73
14,14.1,14.1.1,270,gambia,2017,center for ocean-atmospheric prediction studies (coaps),27.57
14,14.1,14.1.1,270,gambia,2018,center for ocean-atmospheric prediction studies (coaps),22.03
14,14.1,14.1.1,270,gambia,2019,center for ocean-atmospheric prediction studies (coaps),19.69
14,14.1,14.1.1,270,gambia,2020,center for ocean-atmospheric prediction studies (coaps),17.4
14,14.1,14.1.1,270,gambia,2021,center for ocean-atmospheric prediction studies (coaps),12.43
14,14.1,14.1.1,268,georgia,2017,center for ocean-atmospheric prediction studies (coaps),60.72
14,14.1,14.1.1,268,georgia,2018,center for ocean-atmospheric prediction studies (coaps),49.46
14,14.1,14.1.1,268,georgia,2019,center for ocean-atmospheric prediction studies (coaps),51.21
14,14.1,14.1.1,268,georgia,2020,center for ocean-atmospheric prediction studies (coaps),48.04
14,14.1,14.1.1,268,georgia,2021,center for ocean-atmospheric prediction studies (coaps),51.86
14,14.1,14.1.1,276,germany,2017,center for ocean-atmospheric prediction studies (coaps),9.91
14,14.1,14.1.1,276,germany,2018,center for ocean-atmospheric prediction studies (coaps),24.26
14,14.1,14.1.1,276,germany,2019,center for ocean-atmospheric prediction studies (coaps),18.11
14,14.1,14.1.1,276,germany,2020,center for ocean-atmospheric prediction studies (coaps),13.09
14,14.1,14.1.1,276,germany,2021,center for ocean-atmospheric prediction studies (coaps),14.6
14,14.1,14.1.1,288,ghana,2017,center for ocean-atmospheric prediction studies (coaps),1.6
14,14.1,14.1.1,288,ghana,2018,center for ocean-atmospheric prediction studies (coaps),2.03
14,14.1,14.1.1,288,ghana,2019,center for ocean-atmospheric prediction studies (coaps),1.02
14,14.1,14.1.1,288,ghana,2020,center for ocean-atmospheric prediction studies (coaps),2.51
14,14.1,14.1.1,288,ghana,2021,center for ocean-atmospheric prediction studies (coaps),0.27
14,14.1,14.1.1,292,gibraltar,2017,center for ocean-atmospheric prediction studies (coaps),40.82
14,14.1,14.1.1,292,gibraltar,2018,center for ocean-atmospheric prediction studies (coaps),48.08
14,14.1,14.1.1,292,gibraltar,2019,center for ocean-atmospheric prediction studies (coaps),40.74
14,14.1,14.1.1,292,gibraltar,2020,center for ocean-atmospheric prediction studies (coaps),45.45
14,14.1,14.1.1,292,gibraltar,2021,center for ocean-atmospheric prediction studies (coaps),30.36
14,14.1,14.1.1,300,greece,2017,center for ocean-atmospheric prediction studies (coaps),18.33
14,14.1,14.1.1,300,greece,2018,center for ocean-atmospheric prediction studies (coaps),21.75
14,14.1,14.1.1,300,greece,2019,center for ocean-atmospheric prediction studies (coaps),27.38
14,14.1,14.1.1,300,greece,2020,center for ocean-atmospheric prediction studies (coaps),20.76
14,14.1,14.1.1,300,greece,2021,center for ocean-atmospheric prediction studies (coaps),21.98
14,14.1,14.1.1,308,grenada,2017,center for ocean-atmospheric prediction studies (coaps),36.85
14,14.1,14.1.1,308,grenada,2018,center for ocean-atmospheric prediction studies (coaps),39.41
14,14.1,14.1.1,308,grenada,2019,center for ocean-atmospheric prediction studies (coaps),39.56
14,14.1,14.1.1,308,grenada,2020,center for ocean-atmospheric prediction studies (coaps),39.89
14,14.1,14.1.1,308,grenada,2021,center for ocean-atmospheric prediction studies (coaps),38.09
14,14.1,14.1.1,312,guadeloupe,2017,center for ocean-atmospheric prediction studies (coaps),42.86
14,14.1,14.1.1,312,guadeloupe,2018,center for ocean-atmospheric prediction studies (coaps),40.91
14,14.1,14.1.1,312,guadeloupe,2019,center for ocean-atmospheric prediction studies (coaps),40.0
14,14.1,14.1.1,312,guadeloupe,2020,center for ocean-atmospheric prediction studies (coaps),50.0
14,14.1,14.1.1,312,guadeloupe,2021,center for ocean-atmospheric prediction studies (coaps),55.32
14,14.1,14.1.1,320,guatemala,2017,center for ocean-atmospheric prediction studies (coaps),42.7
14,14.1,14.1.1,320,guatemala,2018,center for ocean-atmospheric prediction studies (coaps),46.51
14,14.1,14.1.1,320,guatemala,2019,center for ocean-atmospheric prediction studies (coaps),52.4
14,14.1,14.1.1,320,guatemala,2020,center for ocean-atmospheric prediction studies (coaps),49.27
14,14.1,14.1.1,320,guatemala,2021,center for ocean-atmospheric prediction studies (coaps),47.53
14,14.1,14.1.1,324,guinea,2017,center for ocean-atmospheric prediction studies (coaps),0.33
14,14.1,14.1.1,324,guinea,2018,center for ocean-atmospheric prediction studies (coaps),0.23
14,14.1,14.1.1,324,guinea,2019,center for ocean-atmospheric prediction studies (coaps),0.68
14,14.1,14.1.1,324,guinea,2020,center for ocean-atmospheric prediction studies (coaps),0.15
14,14.1,14.1.1,324,guinea,2021,center for ocean-atmospheric prediction studies (coaps),0.12
14,14.1,14.1.1,624,guinea-bissau,2017,center for ocean-atmospheric prediction studies (coaps),11.09
14,14.1,14.1.1,624,guinea-bissau,2018,center for ocean-atmospheric prediction studies (coaps),4.81
14,14.1,14.1.1,624,guinea-bissau,2019,center for ocean-atmospheric prediction studies (coaps),5.54
14,14.1,14.1.1,624,guinea-bissau,2020,center for ocean-atmospheric prediction studies (coaps),4.06
14,14.1,14.1.1,624,guinea-bissau,2021,center for ocean-atmospheric prediction studies (coaps),1.75
14,14.1,14.1.1,328,guyana,2017,center for ocean-atmospheric prediction studies (coaps),10.94
14,14.1,14.1.1,328,guyana,2018,center for ocean-atmospheric prediction studies (coaps),6.38
14,14.1,14.1.1,328,guyana,2019,center for ocean-atmospheric prediction studies (coaps),10.7
14,14.1,14.1.1,328,guyana,2020,center for ocean-atmospheric prediction studies (coaps),20.3
14,14.1,14.1.1,328,guyana,2021,center for ocean-atmospheric prediction studies (coaps),17.0
14,14.1,14.1.1,332,haiti,2017,center for ocean-atmospheric prediction studies (coaps),41.55
14,14.1,14.1.1,332,haiti,2018,center for ocean-atmospheric prediction studies (coaps),41.7
14,14.1,14.1.1,332,haiti,2019,center for ocean-atmospheric prediction studies (coaps),38.39
14,14.1,14.1.1,332,haiti,2020,center for ocean-atmospheric prediction studies (coaps),41.68
14,14.1,14.1.1,332,haiti,2021,center for ocean-atmospheric prediction studies (coaps),40.93
14,14.1,14.1.1,340,honduras,2017,center for ocean-atmospheric prediction studies (coaps),3.4
14,14.1,14.1.1,340,honduras,2018,center for ocean-atmospheric prediction studies (coaps),5.99
14,14.1,14.1.1,340,honduras,2019,center for ocean-atmospheric prediction studies (coaps),4.99
14,14.1,14.1.1,340,honduras,2020,center for ocean-atmospheric prediction studies (coaps),2.05
14,14.1,14.1.1,340,honduras,2021,center for ocean-atmospheric prediction studies (coaps),4.75
14,14.1,14.1.1,352,iceland,2017,center for ocean-atmospheric prediction studies (coaps),75.0
14,14.1,14.1.1,352,iceland,2018,center for ocean-atmospheric prediction studies (coaps),63.16
14,14.1,14.1.1,352,iceland,2019,center for ocean-atmospheric prediction studies (coaps),61.54
14,14.1,14.1.1,352,iceland,2020,center for ocean-atmospheric prediction studies (coaps),52.5
14,14.1,14.1.1,352,iceland,2021,center for ocean-atmospheric prediction studies (coaps),58.54
14,14.1,14.1.1,356,india,2017,center for ocean-atmospheric prediction studies (coaps),38.68
14,14.1,14.1.1,356,india,2018,center for ocean-atmospheric prediction studies (coaps),36.8
14,14.1,14.1.1,356,india,2019,center for ocean-atmospheric prediction studies (coaps),36.48
14,14.1,14.1.1,356,india,2020,center for ocean-atmospheric prediction studies (coaps),36.67
14,14.1,14.1.1,356,india,2021,center for ocean-atmospheric prediction studies (coaps),33.99
14,14.1,14.1.1,360,indonesia,2017,center for ocean-atmospheric prediction studies (coaps),40.08
14,14.1,14.1.1,360,indonesia,2018,center for ocean-atmospheric prediction studies (coaps),37.43
14,14.1,14.1.1,360,indonesia,2019,center for ocean-atmospheric prediction studies (coaps),35.33
14,14.1,14.1.1,360,indonesia,2020,center for ocean-atmospheric prediction studies (coaps),45.96
14,14.1,14.1.1,360,indonesia,2021,center for ocean-atmospheric prediction studies (coaps),45.04
14,14.1,14.1.1,364,iran (islamic republic of),2017,center for ocean-atmospheric prediction studies (coaps),11.12
14,14.1,14.1.1,364,iran (islamic republic of),2018,center for ocean-atmospheric prediction studies (coaps),10.67
14,14.1,14.1.1,364,iran (islamic republic of),2019,center for ocean-atmospheric prediction studies (coaps),9.85
14,14.1,14.1.1,364,iran (islamic republic of),2020,center for ocean-atmospheric prediction studies (coaps),8.86
14,14.1,14.1.1,364,iran (islamic republic of),2021,center for ocean-atmospheric prediction studies (coaps),10.11
14,14.1,14.1.1,372,ireland,2017,center for ocean-atmospheric prediction studies (coaps),8.43
14,14.1,14.1.1,372,ireland,2018,center for ocean-atmospheric prediction studies (coaps),11.29
14,14.1,14.1.1,372,ireland,2019,center for ocean-atmospheric prediction studies (coaps),21.0
14,14.1,14.1.1,372,ireland,2020,center for ocean-atmospheric prediction studies (coaps),15.89
14,14.1,14.1.1,372,ireland,2021,center for ocean-atmospheric prediction studies (coaps),25.15
14,14.1,14.1.1,376,israel,2017,center for ocean-atmospheric prediction studies (coaps),18.43
14,14.1,14.1.1,376,israel,2018,center for ocean-atmospheric prediction studies (coaps),26.98
14,14.1,14.1.1,376,israel,2019,center for ocean-atmospheric prediction studies (coaps),26.26
14,14.1,14.1.1,376,israel,2020,center for ocean-atmospheric prediction studies (coaps),22.48
14,14.1,14.1.1,376,israel,2021,center for ocean-atmospheric prediction studies (coaps),23.02
14,14.1,14.1.1,380,italy,2017,center for ocean-atmospheric prediction studies (coaps),34.09
14,14.1,14.1.1,380,italy,2018,center for ocean-atmospheric prediction studies (coaps),38.31
14,14.1,14.1.1,380,italy,2019,center for ocean-atmospheric prediction studies (coaps),37.25
14,14.1,14.1.1,380,italy,2020,center for ocean-atmospheric prediction studies (coaps),29.92
14,14.1,14.1.1,380,italy,2021,center for ocean-atmospheric prediction studies (coaps),31.95
14,14.1,14.1.1,388,jamaica,2017,center for ocean-atmospheric prediction studies (coaps),49.17
14,14.1,14.1.1,388,jamaica,2018,center for ocean-atmospheric prediction studies (coaps),50.65
14,14.1,14.1.1,388,jamaica,2019,center for ocean-atmospheric prediction studies (coaps),49.32
14,14.1,14.1.1,388,jamaica,2020,center for ocean-atmospheric prediction studies (coaps),50.07
14,14.1,14.1.1,388,jamaica,2021,center for ocean-atmospheric prediction studies (coaps),49.65
14,14.1,14.1.1,392,japan,2017,center for ocean-atmospheric prediction studies (coaps),80.74
14,14.1,14.1.1,392,japan,2018,center for ocean-atmospheric prediction studies (coaps),81.91
14,14.1,14.1.1,392,japan,2019,center for ocean-atmospheric prediction studies (coaps),82.08
14,14.1,14.1.1,392,japan,2020,center for ocean-atmospheric prediction studies (coaps),83.28
14,14.1,14.1.1,392,japan,2021,center for ocean-atmospheric prediction studies (coaps),84.43
14,14.1,14.1.1,404,kenya,2017,center for ocean-atmospheric prediction studies (coaps),48.07
14,14.1,14.1.1,404,kenya,2018,center for ocean-atmospheric prediction studies (coaps),47.61
14,14.1,14.1.1,404,kenya,2019,center for ocean-atmospheric prediction studies (coaps),47.64
14,14.1,14.1.1,404,kenya,2020,center for ocean-atmospheric prediction studies (coaps),52.51
14,14.1,14.1.1,404,kenya,2021,center for ocean-atmospheric prediction studies (coaps),49.48
14,14.1,14.1.1,296,kiribati,2017,center for ocean-atmospheric prediction studies (coaps),52.94
14,14.1,14.1.1,296,kiribati,2018,center for ocean-atmospheric prediction studies (coaps),55.56
14,14.1,14.1.1,296,kiribati,2019,center for ocean-atmospheric prediction studies (coaps),56.76
14,14.1,14.1.1,296,kiribati,2020,center for ocean-atmospheric prediction studies (coaps),57.89
14,14.1,14.1.1,296,kiribati,2021,center for ocean-atmospheric prediction studies (coaps),53.85
14,14.1,14.1.1,414,kuwait,2017,center for ocean-atmospheric prediction studies (coaps),9.95
14,14.1,14.1.1,414,kuwait,2018,center for ocean-atmospheric prediction studies (coaps),8.14
14,14.1,14.1.1,414,kuwait,2019,center for ocean-atmospheric prediction studies (coaps),9.56
14,14.1,14.1.1,414,kuwait,2020,center for ocean-atmospheric prediction studies (coaps),9.68
14,14.1,14.1.1,414,kuwait,2021,center for ocean-atmospheric prediction studies (coaps),11.27
14,14.1,14.1.1,419,latin america and the caribbean,2017,center for ocean-atmospheric prediction studies (coaps),38.13
14,14.1,14.1.1,419,latin america and the caribbean,2018,center for ocean-atmospheric prediction studies (coaps),38.21
14,14.1,14.1.1,419,latin america and the caribbean,2019,center for ocean-atmospheric prediction studies (coaps),37.01
14,14.1,14.1.1,419,latin america and the caribbean,2020,center for ocean-atmospheric prediction studies (coaps),37.65
14,14.1,14.1.1,419,latin america and the caribbean,2021,center for ocean-atmospheric prediction studies (coaps),37.58
14,14.1,14.1.1,419,latin america and the caribbean,2022,center for ocean-atmospheric prediction studies (coaps),33.06
14,14.1,14.1.1,428,latvia,2017,center for ocean-atmospheric prediction studies (coaps),0.51
14,14.1,14.1.1,428,latvia,2018,center for ocean-atmospheric prediction studies (coaps),11.22
14,14.1,14.1.1,428,latvia,2019,center for ocean-atmospheric prediction studies (coaps),0.94
14,14.1,14.1.1,428,latvia,2020,center for ocean-atmospheric prediction studies (coaps),2.74
14,14.1,14.1.1,428,latvia,2021,center for ocean-atmospheric prediction studies (coaps),11.16
14,14.1,14.1.1,199,least developed countries (ldcs),2017,center for ocean-atmospheric prediction studies (coaps),18.59
14,14.1,14.1.1,199,least developed countries (ldcs),2018,center for ocean-atmospheric prediction studies (coaps),18.55
14,14.1,14.1.1,199,least developed countries (ldcs),2019,center for ocean-atmospheric prediction studies (coaps),17.27
14,14.1,14.1.1,199,least developed countries (ldcs),2020,center for ocean-atmospheric prediction studies (coaps),18.54
14,14.1,14.1.1,199,least developed countries (ldcs),2021,center for ocean-atmospheric prediction studies (coaps),16.96
14,14.1,14.1.1,199,least developed countries (ldcs),2022,center for ocean-atmospheric prediction studies (coaps),27.58
14,14.1,14.1.1,422,lebanon,2017,center for ocean-atmospheric prediction studies (coaps),22.16
14,14.1,14.1.1,422,lebanon,2018,center for ocean-atmospheric prediction studies (coaps),28.35
14,14.1,14.1.1,422,lebanon,2019,center for ocean-atmospheric prediction studies (coaps),29.54
14,14.1,14.1.1,422,lebanon,2020,center for ocean-atmospheric prediction studies (coaps),24.42
14,14.1,14.1.1,422,lebanon,2021,center for ocean-atmospheric prediction studies (coaps),24.2
14,14.1,14.1.1,430,liberia,2017,center for ocean-atmospheric prediction studies (coaps),0.31
14,14.1,14.1.1,430,liberia,2018,center for ocean-atmospheric prediction studies (coaps),1.21
14,14.1,14.1.1,430,liberia,2019,center for ocean-atmospheric prediction studies (coaps),0.91
14,14.1,14.1.1,430,liberia,2020,center for ocean-atmospheric prediction studies (coaps),0.16
14,14.1,14.1.1,430,liberia,2021,center for ocean-atmospheric prediction studies (coaps),0.38
14,14.1,14.1.1,434,libya,2017,center for ocean-atmospheric prediction studies (coaps),21.01
14,14.1,14.1.1,434,libya,2018,center for ocean-atmospheric prediction studies (coaps),26.14
14,14.1,14.1.1,434,libya,2019,center for ocean-atmospheric prediction studies (coaps),27.81
14,14.1,14.1.1,434,libya,2020,center for ocean-atmospheric prediction studies (coaps),21.75
14,14.1,14.1.1,434,libya,2021,center for ocean-atmospheric prediction studies (coaps),25.1
14,14.1,14.1.1,440,lithuania,2017,center for ocean-atmospheric prediction studies (coaps),1.41
14,14.1,14.1.1,440,lithuania,2018,center for ocean-atmospheric prediction studies (coaps),18.67
14,14.1,14.1.1,440,lithuania,2019,center for ocean-atmospheric prediction studies (coaps),6.49
14,14.1,14.1.1,440,lithuania,2020,center for ocean-atmospheric prediction studies (coaps),8.75
14,14.1,14.1.1,440,lithuania,2021,center for ocean-atmospheric prediction studies (coaps),13.58
14,14.1,14.1.1,450,madagascar,2017,center for ocean-atmospheric prediction studies (coaps),44.02
14,14.1,14.1.1,450,madagascar,2018,center for ocean-atmospheric prediction studies (coaps),43.32
14,14.1,14.1.1,450,madagascar,2019,center for ocean-atmospheric prediction studies (coaps),44.67
14,14.1,14.1.1,450,madagascar,2020,center for ocean-atmospheric prediction studies (coaps),43.27
14,14.1,14.1.1,450,madagascar,2021,center for ocean-atmospheric prediction studies (coaps),43.45
14,14.1,14.1.1,458,malaysia,2017,center for ocean-atmospheric prediction studies (coaps),41.5
14,14.1,14.1.1,458,malaysia,2018,center for ocean-atmospheric prediction studies (coaps),38.99
14,14.1,14.1.1,458,malaysia,2019,center for ocean-atmospheric prediction studies (coaps),39.09
14,14.1,14.1.1,458,malaysia,2020,center for ocean-atmospheric prediction studies (coaps),41.46
14,14.1,14.1.1,458,malaysia,2021,center for ocean-atmospheric prediction studies (coaps),40.9
14,14.1,14.1.1,462,maldives,2017,center for ocean-atmospheric prediction studies (coaps),49.5
14,14.1,14.1.1,462,maldives,2018,center for ocean-atmospheric prediction studies (coaps),48.82
14,14.1,14.1.1,462,maldives,2019,center for ocean-atmospheric prediction studies (coaps),53.42
14,14.1,14.1.1,462,maldives,2020,center for ocean-atmospheric prediction studies (coaps),57.78
14,14.1,14.1.1,462,maldives,2021,center for ocean-atmospheric prediction studies (coaps),50.0
14,14.1,14.1.1,470,malta,2017,center for ocean-atmospheric prediction studies (coaps),30.71
14,14.1,14.1.1,470,malta,2018,center for ocean-atmospheric prediction studies (coaps),38.78
14,14.1,14.1.1,470,malta,2019,center for ocean-atmospheric prediction studies (coaps),29.61
14,14.1,14.1.1,470,malta,2020,center for ocean-atmospheric prediction studies (coaps),29.49
14,14.1,14.1.1,470,malta,2021,center for ocean-atmospheric prediction studies (coaps),33.75
14,14.1,14.1.1,474,martinique,2017,center for ocean-atmospheric prediction studies (coaps),36.0
14,14.1,14.1.1,474,martinique,2018,center for ocean-atmospheric prediction studies (coaps),34.62
14,14.1,14.1.1,474,martinique,2019,center for ocean-atmospheric prediction studies (coaps),38.89
14,14.1,14.1.1,474,martinique,2020,center for ocean-atmospheric prediction studies (coaps),45.45
14,14.1,14.1.1,474,martinique,2021,center for ocean-atmospheric prediction studies (coaps),44.64
14,14.1,14.1.1,478,mauritania,2017,center for ocean-atmospheric prediction studies (coaps),34.35
14,14.1,14.1.1,478,mauritania,2018,center for ocean-atmospheric prediction studies (coaps),32.16
14,14.1,14.1.1,478,mauritania,2019,center for ocean-atmospheric prediction studies (coaps),30.25
14,14.1,14.1.1,478,mauritania,2020,center for ocean-atmospheric prediction studies (coaps),31.43
14,14.1,14.1.1,478,mauritania,2021,center for ocean-atmospheric prediction studies (coaps),29.99
14,14.1,14.1.1,480,mauritius,2017,center for ocean-atmospheric prediction studies (coaps),65.03
14,14.1,14.1.1,480,mauritius,2018,center for ocean-atmospheric prediction studies (coaps),67.33
14,14.1,14.1.1,480,mauritius,2019,center for ocean-atmospheric prediction studies (coaps),65.81
14,14.1,14.1.1,480,mauritius,2020,center for ocean-atmospheric prediction studies (coaps),63.52
14,14.1,14.1.1,480,mauritius,2021,center for ocean-atmospheric prediction studies (coaps),65.03
14,14.1,14.1.1,54,melanesia,2017,center for ocean-atmospheric prediction studies (coaps),23.03
14,14.1,14.1.1,54,melanesia,2018,center for ocean-atmospheric prediction studies (coaps),23.26
14,14.1,14.1.1,54,melanesia,2019,center for ocean-atmospheric prediction studies (coaps),18.72
14,14.1,14.1.1,54,melanesia,2020,center for ocean-atmospheric prediction studies (coaps),17.19
14,14.1,14.1.1,54,melanesia,2021,center for ocean-atmospheric prediction studies (coaps),20.25
14,14.1,14.1.1,54,melanesia,2022,center for ocean-atmospheric prediction studies (coaps),21.97
14,14.1,14.1.1,484,mexico,2017,center for ocean-atmospheric prediction studies (coaps),39.7
14,14.1,14.1.1,484,mexico,2018,center for ocean-atmospheric prediction studies (coaps),41.77
14,14.1,14.1.1,484,mexico,2019,center for ocean-atmospheric prediction studies (coaps),40.62
14,14.1,14.1.1,484,mexico,2020,center for ocean-atmospheric prediction studies (coaps),37.56
14,14.1,14.1.1,484,mexico,2021,center for ocean-atmospheric prediction studies (coaps),35.59
14,14.1,14.1.1,57,micronesia,2017,center for ocean-atmospheric prediction studies (coaps),51.79
14,14.1,14.1.1,57,micronesia,2018,center for ocean-atmospheric prediction studies (coaps),52.33
14,14.1,14.1.1,57,micronesia,2019,center for ocean-atmospheric prediction studies (coaps),52.38
14,14.1,14.1.1,57,micronesia,2020,center for ocean-atmospheric prediction studies (coaps),49.04
14,14.1,14.1.1,57,micronesia,2021,center for ocean-atmospheric prediction studies (coaps),49.41
14,14.1,14.1.1,57,micronesia,2022,center for ocean-atmospheric prediction studies (coaps),46.72
14,14.1,14.1.1,583,micronesia (federated states of),2017,center for ocean-atmospheric prediction studies (coaps),53.02
14,14.1,14.1.1,583,micronesia (federated states of),2018,center for ocean-atmospheric prediction studies (coaps),49.24
14,14.1,14.1.1,583,micronesia (federated states of),2019,center for ocean-atmospheric prediction studies (coaps),51.03
14,14.1,14.1.1,583,micronesia (federated states of),2020,center for ocean-atmospheric prediction studies (coaps),48.57
14,14.1,14.1.1,583,micronesia (federated states of),2021,center for ocean-atmospheric prediction studies (coaps),49.16
14,14.1,14.1.1,17,middle africa,2017,center for ocean-atmospheric prediction studies (coaps),3.04
14,14.1,14.1.1,17,middle africa,2018,center for ocean-atmospheric prediction studies (coaps),4.16
14,14.1,14.1.1,17,middle africa,2019,center for ocean-atmospheric prediction studies (coaps),2.93
14,14.1,14.1.1,17,middle africa,2020,center for ocean-atmospheric prediction studies (coaps),2.54
14,14.1,14.1.1,17,middle africa,2021,center for ocean-atmospheric prediction studies (coaps),1.72
14,14.1,14.1.1,17,middle africa,2022,center for ocean-atmospheric prediction studies (coaps),1.84
14,14.1,14.1.1,499,montenegro,2017,center for ocean-atmospheric prediction studies (coaps),41.68
14,14.1,14.1.1,499,montenegro,2018,center for ocean-atmospheric prediction studies (coaps),38.35
14,14.1,14.1.1,499,montenegro,2019,center for ocean-atmospheric prediction studies (coaps),39.28
14,14.1,14.1.1,499,montenegro,2020,center for ocean-atmospheric prediction studies (coaps),36.9
14,14.1,14.1.1,499,montenegro,2021,center for ocean-atmospheric prediction studies (coaps),37.1
14,14.1,14.1.1,504,morocco,2017,center for ocean-atmospheric prediction studies (coaps),57.83
14,14.1,14.1.1,504,morocco,2018,center for ocean-atmospheric prediction studies (coaps),57.32
14,14.1,14.1.1,504,morocco,2019,center for ocean-atmospheric prediction studies (coaps),52.63
14,14.1,14.1.1,504,morocco,2020,center for ocean-atmospheric prediction studies (coaps),55.79
14,14.1,14.1.1,504,morocco,2021,center for ocean-atmospheric prediction studies (coaps),54.37
14,14.1,14.1.1,508,mozambique,2017,center for ocean-atmospheric prediction studies (coaps),35.39
14,14.1,14.1.1,508,mozambique,2018,center for ocean-atmospheric prediction studies (coaps),36.6
14,14.1,14.1.1,508,mozambique,2019,center for ocean-atmospheric prediction studies (coaps),35.62
14,14.1,14.1.1,508,mozambique,2020,center for ocean-atmospheric prediction studies (coaps),36.67
14,14.1,14.1.1,508,mozambique,2021,center for ocean-atmospheric prediction studies (coaps),37.56
14,14.1,14.1.1,104,myanmar,2017,center for ocean-atmospheric prediction studies (coaps),37.93
14,14.1,14.1.1,104,myanmar,2018,center for ocean-atmospheric prediction studies (coaps),36.05
14,14.1,14.1.1,104,myanmar,2019,center for ocean-atmospheric prediction studies (coaps),35.61
14,14.1,14.1.1,104,myanmar,2020,center for ocean-atmospheric prediction studies (coaps),35.55
14,14.1,14.1.1,104,myanmar,2021,center for ocean-atmospheric prediction studies (coaps),32.65
14,14.1,14.1.1,516,namibia,2017,center for ocean-atmospheric prediction studies (coaps),29.18
14,14.1,14.1.1,516,namibia,2018,center for ocean-atmospheric prediction studies (coaps),23.08
14,14.1,14.1.1,516,namibia,2019,center for ocean-atmospheric prediction studies (coaps),24.41
14,14.1,14.1.1,516,namibia,2020,center for ocean-atmospheric prediction studies (coaps),22.77
14,14.1,14.1.1,516,namibia,2021,center for ocean-atmospheric prediction studies (coaps),19.11
14,14.1,14.1.1,528,netherlands (kingdom of the),2017,center for ocean-atmospheric prediction studies (coaps),12.53
14,14.1,14.1.1,528,netherlands (kingdom of the),2018,center for ocean-atmospheric prediction studies (coaps),30.72
14,14.1,14.1.1,528,netherlands (kingdom of the),2019,center for ocean-atmospheric prediction studies (coaps),29.29
14,14.1,14.1.1,528,netherlands (kingdom of the),2020,center for ocean-atmospheric prediction studies (coaps),23.01
14,14.1,14.1.1,528,netherlands (kingdom of the),2021,center for ocean-atmospheric prediction studies (coaps),21.71
14,14.1,14.1.1,554,new zealand,2017,center for ocean-atmospheric prediction studies (coaps),73.24
14,14.1,14.1.1,554,new zealand,2018,center for ocean-atmospheric prediction studies (coaps),75.56
14,14.1,14.1.1,554,new zealand,2019,center for ocean-atmospheric prediction studies (coaps),76.41
14,14.1,14.1.1,554,new zealand,2020,center for ocean-atmospheric prediction studies (coaps),78.95
14,14.1,14.1.1,554,new zealand,2021,center for ocean-atmospheric prediction studies (coaps),82.51
14,14.1,14.1.1,558,nicaragua,2017,center for ocean-atmospheric prediction studies (coaps),58.43
14,14.1,14.1.1,558,nicaragua,2018,center for ocean-atmospheric prediction studies (coaps),58.47
14,14.1,14.1.1,558,nicaragua,2019,center for ocean-atmospheric prediction studies (coaps),60.72
14,14.1,14.1.1,558,nicaragua,2020,center for ocean-atmospheric prediction studies (coaps),56.1
14,14.1,14.1.1,558,nicaragua,2021,center for ocean-atmospheric prediction studies (coaps),53.04
14,14.1,14.1.1,566,nigeria,2017,center for ocean-atmospheric prediction studies (coaps),1.55
14,14.1,14.1.1,566,nigeria,2018,center for ocean-atmospheric prediction studies (coaps),1.56
14,14.1,14.1.1,566,nigeria,2019,center for ocean-atmospheric prediction studies (coaps),1.14
14,14.1,14.1.1,566,nigeria,2020,center for ocean-atmospheric prediction studies (coaps),1.12
14,14.1,14.1.1,566,nigeria,2021,center for ocean-atmospheric prediction studies (coaps),2.08
14,14.1,14.1.1,15,northern africa,2017,center for ocean-atmospheric prediction studies (coaps),24.31
14,14.1,14.1.1,15,northern africa,2018,center for ocean-atmospheric prediction studies (coaps),28.5
14,14.1,14.1.1,15,northern africa,2019,center for ocean-atmospheric prediction studies (coaps),27.57
14,14.1,14.1.1,15,northern africa,2020,center for ocean-atmospheric prediction studies (coaps),25.06
14,14.1,14.1.1,15,northern africa,2021,center for ocean-atmospheric prediction studies (coaps),25.01
14,14.1,14.1.1,15,northern africa,2022,center for ocean-atmospheric prediction studies (coaps),25.1
14,14.1,14.1.1,747,northern africa and western asia,2017,center for ocean-atmospheric prediction studies (coaps),21.4
14,14.1,14.1.1,747,northern africa and western asia,2018,center for ocean-atmospheric prediction studies (coaps),23.47
14,14.1,14.1.1,747,northern africa and western asia,2019,center for ocean-atmospheric prediction studies (coaps),23.06
14,14.1,14.1.1,747,northern africa and western asia,2020,center for ocean-atmospheric prediction studies (coaps),20.95
14,14.1,14.1.1,747,northern africa and western asia,2021,center for ocean-atmospheric prediction studies (coaps),20.95
14,14.1,14.1.1,747,northern africa and western asia,2022,center for ocean-atmospheric prediction studies (coaps),24.72
14,14.1,14.1.1,21,northern america,2017,center for ocean-atmospheric prediction studies (coaps),53.35
14,14.1,14.1.1,21,northern america,2018,center for ocean-atmospheric prediction studies (coaps),49.57
14,14.1,14.1.1,21,northern america,2019,center for ocean-atmospheric prediction studies (coaps),51.64
