goal,target,indicator,country_code,country,year,source,beach_litter_in_beach_value
14,14.1,14.1.1,180,democratic republic of the congo,2017,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,180,democratic republic of the congo,2017,center for ocean-atmospheric prediction studies (coaps),6.0
14,14.1,14.1.1,180,democratic republic of the congo,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2017,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,180,democratic republic of the congo,2017,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,180,democratic republic of the congo,2017,center for ocean-atmospheric prediction studies (coaps),38.0
14,14.1,14.1.1,180,democratic republic of the congo,2017,center for ocean-atmospheric prediction studies (coaps),16.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),24.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),33.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),26.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),43.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),142.0
14,14.1,14.1.1,180,democratic republic of the congo,2018,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),149.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),38.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),35.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,180,democratic republic of the congo,2019,center for ocean-atmospheric prediction studies (coaps),35.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),36.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),21.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),50.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),34.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,180,democratic republic of the congo,2020,center for ocean-atmospheric prediction studies (coaps),154.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),161.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),37.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),55.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),18.0
14,14.1,14.1.1,180,democratic republic of the congo,2021,center for ocean-atmospheric prediction studies (coaps),40.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),45.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),15.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),64.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),29.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,180,democratic republic of the congo,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),13.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),141.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),11.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),19.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),81.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,208,denmark,2017,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),24.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),55.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),121.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),19.0
14,14.1,14.1.1,208,denmark,2018,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),14.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),125.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),15.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),8.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),56.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2019,center for ocean-atmospheric prediction studies (coaps),19.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),14.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),67.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),144.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),12.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2020,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),11.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),8.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),140.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),60.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),6.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),16.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),28.0
14,14.1,14.1.1,208,denmark,2021,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),12.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),68.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),8.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),14.0
14,14.1,14.1.1,208,denmark,2022,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),2827.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),445.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),179.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),22.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),538.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),16.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),163.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),44.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),129.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),15.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),12.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),1191.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),18.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),15.0
14,14.1,14.1.1,262,djibouti,2017,center for ocean-atmospheric prediction studies (coaps),28.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),44.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),20.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),29.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),9.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),6.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),1213.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),13.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),156.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),50.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),14.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),142.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),37.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),183.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),3101.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),510.0
14,14.1,14.1.1,262,djibouti,2018,center for ocean-atmospheric prediction studies (coaps),659.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),983.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),453.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),3401.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),171.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),30.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),123.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),16.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),170.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),54.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),8.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),1259.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),9.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),8.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),34.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),21.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2019,center for ocean-atmospheric prediction studies (coaps),39.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),48.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),16.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),30.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),19.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),1298.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),12.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),5.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),36.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),153.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),9.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),26.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),109.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),163.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),3079.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),441.0
14,14.1,14.1.1,262,djibouti,2020,center for ocean-atmospheric prediction studies (coaps),700.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),616.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),584.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),3352.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),167.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),111.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),0.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),2.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),24.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),20.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),58.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),202.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),8.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),1399.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),22.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),3.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),7.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),28.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),35.0
14,14.1,14.1.1,262,djibouti,2021,center for ocean-atmospheric prediction studies (coaps),55.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),21.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),60.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),6.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),32.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),4.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),25.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),1526.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),156.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),111.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),1.0
14,14.1,14.1.1,262,djibouti,2022,center for ocean-atmospheric prediction studies (coaps),12.0
