goal,target,indicator,country_code,country,year,source,beach_litter_in_beach_percent
14,14.1,14.1.1,266,gabon,2018,center for ocean-atmospheric prediction studies (coaps),99.58
14,14.1,14.1.1,266,gabon,2019,center for ocean-atmospheric prediction studies (coaps),99.59
14,14.1,14.1.1,266,gabon,2020,center for ocean-atmospheric prediction studies (coaps),99.38
14,14.1,14.1.1,266,gabon,2021,center for ocean-atmospheric prediction studies (coaps),99.27
14,14.1,14.1.1,270,gambia,2017,center for ocean-atmospheric prediction studies (coaps),72.43
14,14.1,14.1.1,270,gambia,2018,center for ocean-atmospheric prediction studies (coaps),77.97
14,14.1,14.1.1,270,gambia,2019,center for ocean-atmospheric prediction studies (coaps),80.31
14,14.1,14.1.1,270,gambia,2020,center for ocean-atmospheric prediction studies (coaps),82.6
14,14.1,14.1.1,270,gambia,2021,center for ocean-atmospheric prediction studies (coaps),87.57
14,14.1,14.1.1,268,georgia,2017,center for ocean-atmospheric prediction studies (coaps),39.28
14,14.1,14.1.1,268,georgia,2018,center for ocean-atmospheric prediction studies (coaps),50.42
14,14.1,14.1.1,268,georgia,2019,center for ocean-atmospheric prediction studies (coaps),48.79
14,14.1,14.1.1,268,georgia,2020,center for ocean-atmospheric prediction studies (coaps),51.96
14,14.1,14.1.1,268,georgia,2021,center for ocean-atmospheric prediction studies (coaps),48.03
14,14.1,14.1.1,276,germany,2017,center for ocean-atmospheric prediction studies (coaps),90.09
14,14.1,14.1.1,276,germany,2018,center for ocean-atmospheric prediction studies (coaps),75.78
14,14.1,14.1.1,276,germany,2019,center for ocean-atmospheric prediction studies (coaps),81.89
14,14.1,14.1.1,276,germany,2020,center for ocean-atmospheric prediction studies (coaps),86.87
14,14.1,14.1.1,276,germany,2021,center for ocean-atmospheric prediction studies (coaps),85.4
14,14.1,14.1.1,288,ghana,2017,center for ocean-atmospheric prediction studies (coaps),98.4
14,14.1,14.1.1,288,ghana,2018,center for ocean-atmospheric prediction studies (coaps),97.97
14,14.1,14.1.1,288,ghana,2019,center for ocean-atmospheric prediction studies (coaps),98.98
14,14.1,14.1.1,288,ghana,2020,center for ocean-atmospheric prediction studies (coaps),97.49
14,14.1,14.1.1,288,ghana,2021,center for ocean-atmospheric prediction studies (coaps),99.73
14,14.1,14.1.1,292,gibraltar,2017,center for ocean-atmospheric prediction studies (coaps),61.22
14,14.1,14.1.1,292,gibraltar,2018,center for ocean-atmospheric prediction studies (coaps),51.92
14,14.1,14.1.1,292,gibraltar,2019,center for ocean-atmospheric prediction studies (coaps),59.26
14,14.1,14.1.1,292,gibraltar,2020,center for ocean-atmospheric prediction studies (coaps),54.55
14,14.1,14.1.1,292,gibraltar,2021,center for ocean-atmospheric prediction studies (coaps),69.64
14,14.1,14.1.1,300,greece,2017,center for ocean-atmospheric prediction studies (coaps),81.67
14,14.1,14.1.1,300,greece,2018,center for ocean-atmospheric prediction studies (coaps),78.25
14,14.1,14.1.1,300,greece,2019,center for ocean-atmospheric prediction studies (coaps),72.62
14,14.1,14.1.1,300,greece,2020,center for ocean-atmospheric prediction studies (coaps),79.24
14,14.1,14.1.1,300,greece,2021,center for ocean-atmospheric prediction studies (coaps),78.03
14,14.1,14.1.1,308,grenada,2017,center for ocean-atmospheric prediction studies (coaps),63.15
14,14.1,14.1.1,308,grenada,2018,center for ocean-atmospheric prediction studies (coaps),60.59
14,14.1,14.1.1,308,grenada,2019,center for ocean-atmospheric prediction studies (coaps),60.44
14,14.1,14.1.1,308,grenada,2020,center for ocean-atmospheric prediction studies (coaps),60.11
14,14.1,14.1.1,308,grenada,2021,center for ocean-atmospheric prediction studies (coaps),61.91
14,14.1,14.1.1,312,guadeloupe,2017,center for ocean-atmospheric prediction studies (coaps),57.14
14,14.1,14.1.1,312,guadeloupe,2018,center for ocean-atmospheric prediction studies (coaps),59.09
14,14.1,14.1.1,312,guadeloupe,2019,center for ocean-atmospheric prediction studies (coaps),60.0
14,14.1,14.1.1,312,guadeloupe,2020,center for ocean-atmospheric prediction studies (coaps),52.17
14,14.1,14.1.1,312,guadeloupe,2021,center for ocean-atmospheric prediction studies (coaps),46.81
14,14.1,14.1.1,320,guatemala,2017,center for ocean-atmospheric prediction studies (coaps),57.3
14,14.1,14.1.1,320,guatemala,2018,center for ocean-atmospheric prediction studies (coaps),53.49
14,14.1,14.1.1,320,guatemala,2019,center for ocean-atmospheric prediction studies (coaps),47.6
14,14.1,14.1.1,320,guatemala,2020,center for ocean-atmospheric prediction studies (coaps),50.73
14,14.1,14.1.1,320,guatemala,2021,center for ocean-atmospheric prediction studies (coaps),52.47
14,14.1,14.1.1,324,guinea,2017,center for ocean-atmospheric prediction studies (coaps),99.67
14,14.1,14.1.1,324,guinea,2018,center for ocean-atmospheric prediction studies (coaps),99.76
14,14.1,14.1.1,324,guinea,2019,center for ocean-atmospheric prediction studies (coaps),99.32
14,14.1,14.1.1,324,guinea,2020,center for ocean-atmospheric prediction studies (coaps),99.85
14,14.1,14.1.1,324,guinea,2021,center for ocean-atmospheric prediction studies (coaps),99.88
14,14.1,14.1.1,624,guinea-bissau,2017,center for ocean-atmospheric prediction studies (coaps),88.91
14,14.1,14.1.1,624,guinea-bissau,2018,center for ocean-atmospheric prediction studies (coaps),95.19
14,14.1,14.1.1,624,guinea-bissau,2019,center for ocean-atmospheric prediction studies (coaps),94.46
14,14.1,14.1.1,624,guinea-bissau,2020,center for ocean-atmospheric prediction studies (coaps),95.94
14,14.1,14.1.1,624,guinea-bissau,2021,center for ocean-atmospheric prediction studies (coaps),98.25
14,14.1,14.1.1,328,guyana,2017,center for ocean-atmospheric prediction studies (coaps),89.06
14,14.1,14.1.1,328,guyana,2018,center for ocean-atmospheric prediction studies (coaps),93.62
14,14.1,14.1.1,328,guyana,2019,center for ocean-atmospheric prediction studies (coaps),89.3
14,14.1,14.1.1,328,guyana,2020,center for ocean-atmospheric prediction studies (coaps),79.7
14,14.1,14.1.1,328,guyana,2021,center for ocean-atmospheric prediction studies (coaps),83.0
14,14.1,14.1.1,332,haiti,2017,center for ocean-atmospheric prediction studies (coaps),58.45
14,14.1,14.1.1,332,haiti,2018,center for ocean-atmospheric prediction studies (coaps),58.3
14,14.1,14.1.1,332,haiti,2019,center for ocean-atmospheric prediction studies (coaps),61.61
14,14.1,14.1.1,332,haiti,2020,center for ocean-atmospheric prediction studies (coaps),58.32
14,14.1,14.1.1,332,haiti,2021,center for ocean-atmospheric prediction studies (coaps),59.07
14,14.1,14.1.1,340,honduras,2017,center for ocean-atmospheric prediction studies (coaps),96.6
14,14.1,14.1.1,340,honduras,2018,center for ocean-atmospheric prediction studies (coaps),94.01
14,14.1,14.1.1,340,honduras,2019,center for ocean-atmospheric prediction studies (coaps),95.01
14,14.1,14.1.1,340,honduras,2020,center for ocean-atmospheric prediction studies (coaps),97.95
14,14.1,14.1.1,340,honduras,2021,center for ocean-atmospheric prediction studies (coaps),95.25
14,14.1,14.1.1,352,iceland,2017,center for ocean-atmospheric prediction studies (coaps),25.0
14,14.1,14.1.1,352,iceland,2018,center for ocean-atmospheric prediction studies (coaps),36.84
14,14.1,14.1.1,352,iceland,2019,center for ocean-atmospheric prediction studies (coaps),38.46
14,14.1,14.1.1,352,iceland,2020,center for ocean-atmospheric prediction studies (coaps),47.5
14,14.1,14.1.1,352,iceland,2021,center for ocean-atmospheric prediction studies (coaps),39.02
14,14.1,14.1.1,356,india,2017,center for ocean-atmospheric prediction studies (coaps),61.32
14,14.1,14.1.1,356,india,2018,center for ocean-atmospheric prediction studies (coaps),63.2
14,14.1,14.1.1,356,india,2019,center for ocean-atmospheric prediction studies (coaps),63.52
14,14.1,14.1.1,356,india,2020,center for ocean-atmospheric prediction studies (coaps),63.33
14,14.1,14.1.1,356,india,2021,center for ocean-atmospheric prediction studies (coaps),66.01
14,14.1,14.1.1,360,indonesia,2017,center for ocean-atmospheric prediction studies (coaps),59.92
14,14.1,14.1.1,360,indonesia,2018,center for ocean-atmospheric prediction studies (coaps),62.57
14,14.1,14.1.1,360,indonesia,2019,center for ocean-atmospheric prediction studies (coaps),64.67
14,14.1,14.1.1,360,indonesia,2020,center for ocean-atmospheric prediction studies (coaps),54.04
14,14.1,14.1.1,360,indonesia,2021,center for ocean-atmospheric prediction studies (coaps),54.96
14,14.1,14.1.1,364,iran (islamic republic of),2017,center for ocean-atmospheric prediction studies (coaps),88.88
14,14.1,14.1.1,364,iran (islamic republic of),2018,center for ocean-atmospheric prediction studies (coaps),89.33
14,14.1,14.1.1,364,iran (islamic republic of),2019,center for ocean-atmospheric prediction studies (coaps),90.15
14,14.1,14.1.1,364,iran (islamic republic of),2020,center for ocean-atmospheric prediction studies (coaps),91.15
14,14.1,14.1.1,364,iran (islamic republic of),2021,center for ocean-atmospheric prediction studies (coaps),89.89
14,14.1,14.1.1,372,ireland,2017,center for ocean-atmospheric prediction studies (coaps),91.57
14,14.1,14.1.1,372,ireland,2018,center for ocean-atmospheric prediction studies (coaps),88.87
14,14.1,14.1.1,372,ireland,2019,center for ocean-atmospheric prediction studies (coaps),79.0
14,14.1,14.1.1,372,ireland,2020,center for ocean-atmospheric prediction studies (coaps),84.11
14,14.1,14.1.1,372,ireland,2021,center for ocean-atmospheric prediction studies (coaps),74.85
14,14.1,14.1.1,376,israel,2017,center for ocean-atmospheric prediction studies (coaps),81.54
14,14.1,14.1.1,376,israel,2018,center for ocean-atmospheric prediction studies (coaps),73.02
14,14.1,14.1.1,376,israel,2019,center for ocean-atmospheric prediction studies (coaps),73.77
14,14.1,14.1.1,376,israel,2020,center for ocean-atmospheric prediction studies (coaps),77.52
14,14.1,14.1.1,376,israel,2021,center for ocean-atmospheric prediction studies (coaps),76.98
14,14.1,14.1.1,380,italy,2017,center for ocean-atmospheric prediction studies (coaps),65.91
14,14.1,14.1.1,380,italy,2018,center for ocean-atmospheric prediction studies (coaps),61.69
14,14.1,14.1.1,380,italy,2019,center for ocean-atmospheric prediction studies (coaps),62.75
14,14.1,14.1.1,380,italy,2020,center for ocean-atmospheric prediction studies (coaps),70.08
14,14.1,14.1.1,380,italy,2021,center for ocean-atmospheric prediction studies (coaps),68.05
14,14.1,14.1.1,388,jamaica,2017,center for ocean-atmospheric prediction studies (coaps),50.83
14,14.1,14.1.1,388,jamaica,2018,center for ocean-atmospheric prediction studies (coaps),49.35
14,14.1,14.1.1,388,jamaica,2019,center for ocean-atmospheric prediction studies (coaps),50.68
14,14.1,14.1.1,388,jamaica,2020,center for ocean-atmospheric prediction studies (coaps),49.93
14,14.1,14.1.1,388,jamaica,2021,center for ocean-atmospheric prediction studies (coaps),50.35
14,14.1,14.1.1,392,japan,2017,center for ocean-atmospheric prediction studies (coaps),19.26
14,14.1,14.1.1,392,japan,2018,center for ocean-atmospheric prediction studies (coaps),18.09
14,14.1,14.1.1,392,japan,2019,center for ocean-atmospheric prediction studies (coaps),17.92
14,14.1,14.1.1,392,japan,2020,center for ocean-atmospheric prediction studies (coaps),16.72
14,14.1,14.1.1,392,japan,2021,center for ocean-atmospheric prediction studies (coaps),15.57
14,14.1,14.1.1,404,kenya,2017,center for ocean-atmospheric prediction studies (coaps),51.93
14,14.1,14.1.1,404,kenya,2018,center for ocean-atmospheric prediction studies (coaps),52.39
14,14.1,14.1.1,404,kenya,2019,center for ocean-atmospheric prediction studies (coaps),52.37
14,14.1,14.1.1,404,kenya,2020,center for ocean-atmospheric prediction studies (coaps),47.49
14,14.1,14.1.1,404,kenya,2021,center for ocean-atmospheric prediction studies (coaps),50.53
14,14.1,14.1.1,296,kiribati,2017,center for ocean-atmospheric prediction studies (coaps),47.06
14,14.1,14.1.1,296,kiribati,2018,center for ocean-atmospheric prediction studies (coaps),44.44
14,14.1,14.1.1,296,kiribati,2019,center for ocean-atmospheric prediction studies (coaps),43.24
14,14.1,14.1.1,296,kiribati,2020,center for ocean-atmospheric prediction studies (coaps),42.11
14,14.1,14.1.1,296,kiribati,2021,center for ocean-atmospheric prediction studies (coaps),46.15
14,14.1,14.1.1,414,kuwait,2017,center for ocean-atmospheric prediction studies (coaps),90.05
14,14.1,14.1.1,414,kuwait,2018,center for ocean-atmospheric prediction studies (coaps),91.86
14,14.1,14.1.1,414,kuwait,2019,center for ocean-atmospheric prediction studies (coaps),90.44
14,14.1,14.1.1,414,kuwait,2020,center for ocean-atmospheric prediction studies (coaps),90.32
14,14.1,14.1.1,414,kuwait,2021,center for ocean-atmospheric prediction studies (coaps),88.73
14,14.1,14.1.1,419,latin america and the caribbean,2017,center for ocean-atmospheric prediction studies (coaps),61.87
14,14.1,14.1.1,419,latin america and the caribbean,2018,center for ocean-atmospheric prediction studies (coaps),61.79
14,14.1,14.1.1,419,latin america and the caribbean,2019,center for ocean-atmospheric prediction studies (coaps),62.99
14,14.1,14.1.1,419,latin america and the caribbean,2020,center for ocean-atmospheric prediction studies (coaps),62.36
14,14.1,14.1.1,419,latin america and the caribbean,2021,center for ocean-atmospheric prediction studies (coaps),62.42
14,14.1,14.1.1,419,latin america and the caribbean,2022,center for ocean-atmospheric prediction studies (coaps),66.94
14,14.1,14.1.1,428,latvia,2017,center for ocean-atmospheric prediction studies (coaps),100.0
14,14.1,14.1.1,428,latvia,2018,center for ocean-atmospheric prediction studies (coaps),89.27
14,14.1,14.1.1,428,latvia,2019,center for ocean-atmospheric prediction studies (coaps),99.06
14,14.1,14.1.1,428,latvia,2020,center for ocean-atmospheric prediction studies (coaps),97.26
14,14.1,14.1.1,428,latvia,2021,center for ocean-atmospheric prediction studies (coaps),88.84
14,14.1,14.1.1,199,least developed countries (ldcs),2017,center for ocean-atmospheric prediction studies (coaps),81.41
14,14.1,14.1.1,199,least developed countries (ldcs),2018,center for ocean-atmospheric prediction studies (coaps),81.44
14,14.1,14.1.1,199,least developed countries (ldcs),2019,center for ocean-atmospheric prediction studies (coaps),82.73
14,14.1,14.1.1,199,least developed countries (ldcs),2020,center for ocean-atmospheric prediction studies (coaps),81.46
14,14.1,14.1.1,199,least developed countries (ldcs),2021,center for ocean-atmospheric prediction studies (coaps),83.04
14,14.1,14.1.1,199,least developed countries (ldcs),2022,center for ocean-atmospheric prediction studies (coaps),72.42
14,14.1,14.1.1,422,lebanon,2017,center for ocean-atmospheric prediction studies (coaps),77.84
14,14.1,14.1.1,422,lebanon,2018,center for ocean-atmospheric prediction studies (coaps),71.65
14,14.1,14.1.1,422,lebanon,2019,center for ocean-atmospheric prediction studies (coaps),70.46
14,14.1,14.1.1,422,lebanon,2020,center for ocean-atmospheric prediction studies (coaps),75.58
14,14.1,14.1.1,422,lebanon,2021,center for ocean-atmospheric prediction studies (coaps),75.8
14,14.1,14.1.1,430,liberia,2017,center for ocean-atmospheric prediction studies (coaps),99.69
14,14.1,14.1.1,430,liberia,2018,center for ocean-atmospheric prediction studies (coaps),98.79
14,14.1,14.1.1,430,liberia,2019,center for ocean-atmospheric prediction studies (coaps),99.09
14,14.1,14.1.1,430,liberia,2020,center for ocean-atmospheric prediction studies (coaps),99.84
14,14.1,14.1.1,430,liberia,2021,center for ocean-atmospheric prediction studies (coaps),99.62
14,14.1,14.1.1,434,libya,2017,center for ocean-atmospheric prediction studies (coaps),78.99
14,14.1,14.1.1,434,libya,2018,center for ocean-atmospheric prediction studies (coaps),73.86
14,14.1,14.1.1,434,libya,2019,center for ocean-atmospheric prediction studies (coaps),72.19
14,14.1,14.1.1,434,libya,2020,center for ocean-atmospheric prediction studies (coaps),78.25
14,14.1,14.1.1,434,libya,2021,center for ocean-atmospheric prediction studies (coaps),74.9
14,14.1,14.1.1,440,lithuania,2017,center for ocean-atmospheric prediction studies (coaps),98.59
14,14.1,14.1.1,440,lithuania,2018,center for ocean-atmospheric prediction studies (coaps),81.33
14,14.1,14.1.1,440,lithuania,2019,center for ocean-atmospheric prediction studies (coaps),93.51
14,14.1,14.1.1,440,lithuania,2020,center for ocean-atmospheric prediction studies (coaps),90.0
14,14.1,14.1.1,440,lithuania,2021,center for ocean-atmospheric prediction studies (coaps),86.42
14,14.1,14.1.1,450,madagascar,2017,center for ocean-atmospheric prediction studies (coaps),56.01
14,14.1,14.1.1,450,madagascar,2018,center for ocean-atmospheric prediction studies (coaps),56.68
14,14.1,14.1.1,450,madagascar,2019,center for ocean-atmospheric prediction studies (coaps),55.33
14,14.1,14.1.1,450,madagascar,2020,center for ocean-atmospheric prediction studies (coaps),56.73
14,14.1,14.1.1,450,madagascar,2021,center for ocean-atmospheric prediction studies (coaps),56.55
14,14.1,14.1.1,458,malaysia,2017,center for ocean-atmospheric prediction studies (coaps),58.5
14,14.1,14.1.1,458,malaysia,2018,center for ocean-atmospheric prediction studies (coaps),61.01
14,14.1,14.1.1,458,malaysia,2019,center for ocean-atmospheric prediction studies (coaps),60.91
14,14.1,14.1.1,458,malaysia,2020,center for ocean-atmospheric prediction studies (coaps),58.54
14,14.1,14.1.1,458,malaysia,2021,center for ocean-atmospheric prediction studies (coaps),59.1
14,14.1,14.1.1,462,maldives,2017,center for ocean-atmospheric prediction studies (coaps),50.5
14,14.1,14.1.1,462,maldives,2018,center for ocean-atmospheric prediction studies (coaps),51.18
14,14.1,14.1.1,462,maldives,2019,center for ocean-atmospheric prediction studies (coaps),46.58
14,14.1,14.1.1,462,maldives,2020,center for ocean-atmospheric prediction studies (coaps),42.22
14,14.1,14.1.1,462,maldives,2021,center for ocean-atmospheric prediction studies (coaps),50.0
14,14.1,14.1.1,470,malta,2017,center for ocean-atmospheric prediction studies (coaps),69.29
14,14.1,14.1.1,470,malta,2018,center for ocean-atmospheric prediction studies (coaps),60.54
14,14.1,14.1.1,470,malta,2019,center for ocean-atmospheric prediction studies (coaps),70.39
14,14.1,14.1.1,470,malta,2020,center for ocean-atmospheric prediction studies (coaps),70.51
14,14.1,14.1.1,470,malta,2021,center for ocean-atmospheric prediction studies (coaps),66.25
14,14.1,14.1.1,474,martinique,2017,center for ocean-atmospheric prediction studies (coaps),64.0
14,14.1,14.1.1,474,martinique,2018,center for ocean-atmospheric prediction studies (coaps),65.38
14,14.1,14.1.1,474,martinique,2019,center for ocean-atmospheric prediction studies (coaps),61.11
14,14.1,14.1.1,474,martinique,2020,center for ocean-atmospheric prediction studies (coaps),54.55
14,14.1,14.1.1,474,martinique,2021,center for ocean-atmospheric prediction studies (coaps),57.14
14,14.1,14.1.1,478,mauritania,2017,center for ocean-atmospheric prediction studies (coaps),65.65
14,14.1,14.1.1,478,mauritania,2018,center for ocean-atmospheric prediction studies (coaps),67.84
14,14.1,14.1.1,478,mauritania,2019,center for ocean-atmospheric prediction studies (coaps),69.75
14,14.1,14.1.1,478,mauritania,2020,center for ocean-atmospheric prediction studies (coaps),68.57
14,14.1,14.1.1,478,mauritania,2021,center for ocean-atmospheric prediction studies (coaps),70.01
14,14.1,14.1.1,480,mauritius,2017,center for ocean-atmospheric prediction studies (coaps),34.97
14,14.1,14.1.1,480,mauritius,2018,center for ocean-atmospheric prediction studies (coaps),32.67
14,14.1,14.1.1,480,mauritius,2019,center for ocean-atmospheric prediction studies (coaps),34.19
14,14.1,14.1.1,480,mauritius,2020,center for ocean-atmospheric prediction studies (coaps),36.48
14,14.1,14.1.1,480,mauritius,2021,center for ocean-atmospheric prediction studies (coaps),34.97
14,14.1,14.1.1,54,melanesia,2017,center for ocean-atmospheric prediction studies (coaps),76.96
14,14.1,14.1.1,54,melanesia,2018,center for ocean-atmospheric prediction studies (coaps),76.73
14,14.1,14.1.1,54,melanesia,2019,center for ocean-atmospheric prediction studies (coaps),81.28
14,14.1,14.1.1,54,melanesia,2020,center for ocean-atmospheric prediction studies (coaps),82.81
14,14.1,14.1.1,54,melanesia,2021,center for ocean-atmospheric prediction studies (coaps),79.75
14,14.1,14.1.1,54,melanesia,2022,center for ocean-atmospheric prediction studies (coaps),78.02
14,14.1,14.1.1,484,mexico,2017,center for ocean-atmospheric prediction studies (coaps),60.3
14,14.1,14.1.1,484,mexico,2018,center for ocean-atmospheric prediction studies (coaps),58.23
14,14.1,14.1.1,484,mexico,2019,center for ocean-atmospheric prediction studies (coaps),59.38
14,14.1,14.1.1,484,mexico,2020,center for ocean-atmospheric prediction studies (coaps),62.44
14,14.1,14.1.1,484,mexico,2021,center for ocean-atmospheric prediction studies (coaps),64.41
14,14.1,14.1.1,57,micronesia,2017,center for ocean-atmospheric prediction studies (coaps),48.21
14,14.1,14.1.1,57,micronesia,2018,center for ocean-atmospheric prediction studies (coaps),47.99
14,14.1,14.1.1,57,micronesia,2019,center for ocean-atmospheric prediction studies (coaps),47.62
14,14.1,14.1.1,57,micronesia,2020,center for ocean-atmospheric prediction studies (coaps),51.35
14,14.1,14.1.1,57,micronesia,2021,center for ocean-atmospheric prediction studies (coaps),50.69
14,14.1,14.1.1,57,micronesia,2022,center for ocean-atmospheric prediction studies (coaps),53.28
14,14.1,14.1.1,583,micronesia (federated states of),2017,center for ocean-atmospheric prediction studies (coaps),46.98
14,14.1,14.1.1,583,micronesia (federated states of),2018,center for ocean-atmospheric prediction studies (coaps),50.76
14,14.1,14.1.1,583,micronesia (federated states of),2019,center for ocean-atmospheric prediction studies (coaps),48.97
14,14.1,14.1.1,583,micronesia (federated states of),2020,center for ocean-atmospheric prediction studies (coaps),51.71
14,14.1,14.1.1,583,micronesia (federated states of),2021,center for ocean-atmospheric prediction studies (coaps),51.12
14,14.1,14.1.1,17,middle africa,2017,center for ocean-atmospheric prediction studies (coaps),96.96
14,14.1,14.1.1,17,middle africa,2018,center for ocean-atmospheric prediction studies (coaps),95.84
14,14.1,14.1.1,17,middle africa,2019,center for ocean-atmospheric prediction studies (coaps),97.08
14,14.1,14.1.1,17,middle africa,2020,center for ocean-atmospheric prediction studies (coaps),97.46
14,14.1,14.1.1,17,middle africa,2021,center for ocean-atmospheric prediction studies (coaps),98.28
14,14.1,14.1.1,17,middle africa,2022,center for ocean-atmospheric prediction studies (coaps),98.16
14,14.1,14.1.1,499,montenegro,2017,center for ocean-atmospheric prediction studies (coaps),58.32
14,14.1,14.1.1,499,montenegro,2018,center for ocean-atmospheric prediction studies (coaps),61.65
14,14.1,14.1.1,499,montenegro,2019,center for ocean-atmospheric prediction studies (coaps),60.72
14,14.1,14.1.1,499,montenegro,2020,center for ocean-atmospheric prediction studies (coaps),63.13
14,14.1,14.1.1,499,montenegro,2021,center for ocean-atmospheric prediction studies (coaps),62.9
14,14.1,14.1.1,504,morocco,2017,center for ocean-atmospheric prediction studies (coaps),42.17
14,14.1,14.1.1,504,morocco,2018,center for ocean-atmospheric prediction studies (coaps),42.68
14,14.1,14.1.1,504,morocco,2019,center for ocean-atmospheric prediction studies (coaps),47.37
14,14.1,14.1.1,504,morocco,2020,center for ocean-atmospheric prediction studies (coaps),44.21
14,14.1,14.1.1,504,morocco,2021,center for ocean-atmospheric prediction studies (coaps),45.63
14,14.1,14.1.1,508,mozambique,2017,center for ocean-atmospheric prediction studies (coaps),64.61
14,14.1,14.1.1,508,mozambique,2018,center for ocean-atmospheric prediction studies (coaps),63.4
14,14.1,14.1.1,508,mozambique,2019,center for ocean-atmospheric prediction studies (coaps),64.38
14,14.1,14.1.1,508,mozambique,2020,center for ocean-atmospheric prediction studies (coaps),63.33
14,14.1,14.1.1,508,mozambique,2021,center for ocean-atmospheric prediction studies (coaps),62.44
14,14.1,14.1.1,104,myanmar,2017,center for ocean-atmospheric prediction studies (coaps),62.07
14,14.1,14.1.1,104,myanmar,2018,center for ocean-atmospheric prediction studies (coaps),63.95
14,14.1,14.1.1,104,myanmar,2019,center for ocean-atmospheric prediction studies (coaps),64.39
14,14.1,14.1.1,104,myanmar,2020,center for ocean-atmospheric prediction studies (coaps),64.45
14,14.1,14.1.1,104,myanmar,2021,center for ocean-atmospheric prediction studies (coaps),67.35
14,14.1,14.1.1,516,namibia,2017,center for ocean-atmospheric prediction studies (coaps),70.61
14,14.1,14.1.1,516,namibia,2018,center for ocean-atmospheric prediction studies (coaps),76.92
14,14.1,14.1.1,516,namibia,2019,center for ocean-atmospheric prediction studies (coaps),75.59
14,14.1,14.1.1,516,namibia,2020,center for ocean-atmospheric prediction studies (coaps),77.04
14,14.1,14.1.1,516,namibia,2021,center for ocean-atmospheric prediction studies (coaps),80.71
14,14.1,14.1.1,528,netherlands (kingdom of the),2017,center for ocean-atmospheric prediction studies (coaps),87.48
14,14.1,14.1.1,528,netherlands (kingdom of the),2018,center for ocean-atmospheric prediction studies (coaps),69.28
14,14.1,14.1.1,528,netherlands (kingdom of the),2019,center for ocean-atmospheric prediction studies (coaps),70.71
14,14.1,14.1.1,528,netherlands (kingdom of the),2020,center for ocean-atmospheric prediction studies (coaps),76.99
14,14.1,14.1.1,528,netherlands (kingdom of the),2021,center for ocean-atmospheric prediction studies (coaps),78.28
14,14.1,14.1.1,554,new zealand,2017,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,554,new zealand,2018,center for ocean-atmospheric prediction studies (coaps),24.44
14,14.1,14.1.1,554,new zealand,2019,center for ocean-atmospheric prediction studies (coaps),23.59
14,14.1,14.1.1,554,new zealand,2020,center for ocean-atmospheric prediction studies (coaps),21.05
14,14.1,14.1.1,554,new zealand,2021,center for ocean-atmospheric prediction studies (coaps),17.49
14,14.1,14.1.1,558,nicaragua,2017,center for ocean-atmospheric prediction studies (coaps),41.57
14,14.1,14.1.1,558,nicaragua,2018,center for ocean-atmospheric prediction studies (coaps),41.53
14,14.1,14.1.1,558,nicaragua,2019,center for ocean-atmospheric prediction studies (coaps),39.28
14,14.1,14.1.1,558,nicaragua,2020,center for ocean-atmospheric prediction studies (coaps),43.91
14,14.1,14.1.1,558,nicaragua,2021,center for ocean-atmospheric prediction studies (coaps),46.97
14,14.1,14.1.1,566,nigeria,2017,center for ocean-atmospheric prediction studies (coaps),98.45
14,14.1,14.1.1,566,nigeria,2018,center for ocean-atmospheric prediction studies (coaps),98.44
14,14.1,14.1.1,566,nigeria,2019,center for ocean-atmospheric prediction studies (coaps),98.86
14,14.1,14.1.1,566,nigeria,2020,center for ocean-atmospheric prediction studies (coaps),98.88
14,14.1,14.1.1,566,nigeria,2021,center for ocean-atmospheric prediction studies (coaps),97.92
14,14.1,14.1.1,15,northern africa,2017,center for ocean-atmospheric prediction studies (coaps),75.7
14,14.1,14.1.1,15,northern africa,2018,center for ocean-atmospheric prediction studies (coaps),71.49
14,14.1,14.1.1,15,northern africa,2019,center for ocean-atmospheric prediction studies (coaps),72.43
14,14.1,14.1.1,15,northern africa,2020,center for ocean-atmospheric prediction studies (coaps),74.94
14,14.1,14.1.1,15,northern africa,2021,center for ocean-atmospheric prediction studies (coaps),74.99
14,14.1,14.1.1,15,northern africa,2022,center for ocean-atmospheric prediction studies (coaps),74.9
14,14.1,14.1.1,747,northern africa and western asia,2017,center for ocean-atmospheric prediction studies (coaps),78.6
14,14.1,14.1.1,747,northern africa and western asia,2018,center for ocean-atmospheric prediction studies (coaps),76.53
14,14.1,14.1.1,747,northern africa and western asia,2019,center for ocean-atmospheric prediction studies (coaps),76.94
14,14.1,14.1.1,747,northern africa and western asia,2020,center for ocean-atmospheric prediction studies (coaps),79.06
14,14.1,14.1.1,747,northern africa and western asia,2021,center for ocean-atmospheric prediction studies (coaps),79.04
14,14.1,14.1.1,747,northern africa and western asia,2022,center for ocean-atmospheric prediction studies (coaps),75.28
14,14.1,14.1.1,21,northern america,2017,center for ocean-atmospheric prediction studies (coaps),46.56
14,14.1,14.1.1,21,northern america,2018,center for ocean-atmospheric prediction studies (coaps),50.43
14,14.1,14.1.1,21,northern america,2019,center for ocean-atmospheric prediction studies (coaps),48.36
14,14.1,14.1.1,21,northern america,2020,center for ocean-atmospheric prediction studies (coaps),45.5
14,14.1,14.1.1,21,northern america,2021,center for ocean-atmospheric prediction studies (coaps),48.79
