goal,target,indicator,country_code,country,year,source,beach_litter_in_beach_percent
14,14.1,14.1.1,21,northern america,2022,center for ocean-atmospheric prediction studies (coaps),29.08
14,14.1,14.1.1,154,northern europe,2017,center for ocean-atmospheric prediction studies (coaps),81.28
14,14.1,14.1.1,154,northern europe,2018,center for ocean-atmospheric prediction studies (coaps),74.98
14,14.1,14.1.1,154,northern europe,2019,center for ocean-atmospheric prediction studies (coaps),74.36
14,14.1,14.1.1,154,northern europe,2020,center for ocean-atmospheric prediction studies (coaps),82.78
14,14.1,14.1.1,154,northern europe,2021,center for ocean-atmospheric prediction studies (coaps),73.75
14,14.1,14.1.1,154,northern europe,2022,center for ocean-atmospheric prediction studies (coaps),75.66
14,14.1,14.1.1,578,norway,2017,center for ocean-atmospheric prediction studies (coaps),65.24
14,14.1,14.1.1,578,norway,2018,center for ocean-atmospheric prediction studies (coaps),63.01
14,14.1,14.1.1,578,norway,2019,center for ocean-atmospheric prediction studies (coaps),57.27
14,14.1,14.1.1,578,norway,2020,center for ocean-atmospheric prediction studies (coaps),73.39
14,14.1,14.1.1,578,norway,2021,center for ocean-atmospheric prediction studies (coaps),65.27
14,14.1,14.1.1,9,oceania,2017,center for ocean-atmospheric prediction studies (coaps),64.98
14,14.1,14.1.1,9,oceania,2018,center for ocean-atmospheric prediction studies (coaps),61.73
14,14.1,14.1.1,9,oceania,2019,center for ocean-atmospheric prediction studies (coaps),69.21
14,14.1,14.1.1,9,oceania,2020,center for ocean-atmospheric prediction studies (coaps),66.17
14,14.1,14.1.1,9,oceania,2021,center for ocean-atmospheric prediction studies (coaps),62.39
14,14.1,14.1.1,9,oceania,2022,center for ocean-atmospheric prediction studies (coaps),76.35
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2017,center for ocean-atmospheric prediction studies (coaps),76.77
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2018,center for ocean-atmospheric prediction studies (coaps),76.51
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2019,center for ocean-atmospheric prediction studies (coaps),81.03
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2020,center for ocean-atmospheric prediction studies (coaps),82.54
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2021,center for ocean-atmospheric prediction studies (coaps),79.49
14,14.1,14.1.1,543,oceania (exc. australia and new zealand),2022,center for ocean-atmospheric prediction studies (coaps),77.41
14,14.1,14.1.1,512,oman,2017,center for ocean-atmospheric prediction studies (coaps),69.91
14,14.1,14.1.1,512,oman,2018,center for ocean-atmospheric prediction studies (coaps),71.17
14,14.1,14.1.1,512,oman,2019,center for ocean-atmospheric prediction studies (coaps),74.78
14,14.1,14.1.1,512,oman,2020,center for ocean-atmospheric prediction studies (coaps),76.34
14,14.1,14.1.1,512,oman,2021,center for ocean-atmospheric prediction studies (coaps),71.63
14,14.1,14.1.1,586,pakistan,2017,center for ocean-atmospheric prediction studies (coaps),66.19
14,14.1,14.1.1,586,pakistan,2018,center for ocean-atmospheric prediction studies (coaps),67.41
14,14.1,14.1.1,586,pakistan,2019,center for ocean-atmospheric prediction studies (coaps),64.0
14,14.1,14.1.1,586,pakistan,2020,center for ocean-atmospheric prediction studies (coaps),65.26
14,14.1,14.1.1,586,pakistan,2021,center for ocean-atmospheric prediction studies (coaps),65.19
14,14.1,14.1.1,585,palau,2017,center for ocean-atmospheric prediction studies (coaps),52.11
14,14.1,14.1.1,585,palau,2018,center for ocean-atmospheric prediction studies (coaps),50.0
14,14.1,14.1.1,585,palau,2019,center for ocean-atmospheric prediction studies (coaps),53.25
14,14.1,14.1.1,585,palau,2020,center for ocean-atmospheric prediction studies (coaps),67.09
14,14.1,14.1.1,585,palau,2021,center for ocean-atmospheric prediction studies (coaps),58.02
14,14.1,14.1.1,591,panama,2017,center for ocean-atmospheric prediction studies (coaps),67.82
14,14.1,14.1.1,591,panama,2018,center for ocean-atmospheric prediction studies (coaps),67.98
14,14.1,14.1.1,591,panama,2019,center for ocean-atmospheric prediction studies (coaps),72.71
14,14.1,14.1.1,591,panama,2020,center for ocean-atmospheric prediction studies (coaps),71.73
14,14.1,14.1.1,591,panama,2021,center for ocean-atmospheric prediction studies (coaps),75.52
14,14.1,14.1.1,598,papua new guinea,2017,center for ocean-atmospheric prediction studies (coaps),77.88
14,14.1,14.1.1,598,papua new guinea,2018,center for ocean-atmospheric prediction studies (coaps),78.04
14,14.1,14.1.1,598,papua new guinea,2019,center for ocean-atmospheric prediction studies (coaps),82.18
14,14.1,14.1.1,598,papua new guinea,2020,center for ocean-atmospheric prediction studies (coaps),84.06
14,14.1,14.1.1,598,papua new guinea,2021,center for ocean-atmospheric prediction studies (coaps),80.81
14,14.1,14.1.1,604,peru,2017,center for ocean-atmospheric prediction studies (coaps),84.81
14,14.1,14.1.1,604,peru,2018,center for ocean-atmospheric prediction studies (coaps),84.8
14,14.1,14.1.1,604,peru,2019,center for ocean-atmospheric prediction studies (coaps),86.39
14,14.1,14.1.1,604,peru,2020,center for ocean-atmospheric prediction studies (coaps),85.84
14,14.1,14.1.1,604,peru,2021,center for ocean-atmospheric prediction studies (coaps),83.0
14,14.1,14.1.1,608,philippines,2017,center for ocean-atmospheric prediction studies (coaps),58.08
14,14.1,14.1.1,608,philippines,2018,center for ocean-atmospheric prediction studies (coaps),61.65
14,14.1,14.1.1,608,philippines,2019,center for ocean-atmospheric prediction studies (coaps),64.15
14,14.1,14.1.1,608,philippines,2020,center for ocean-atmospheric prediction studies (coaps),62.72
14,14.1,14.1.1,608,philippines,2021,center for ocean-atmospheric prediction studies (coaps),58.71
14,14.1,14.1.1,616,poland,2017,center for ocean-atmospheric prediction studies (coaps),92.54
14,14.1,14.1.1,616,poland,2018,center for ocean-atmospheric prediction studies (coaps),76.78
14,14.1,14.1.1,616,poland,2019,center for ocean-atmospheric prediction studies (coaps),86.42
14,14.1,14.1.1,616,poland,2020,center for ocean-atmospheric prediction studies (coaps),84.32
14,14.1,14.1.1,616,poland,2021,center for ocean-atmospheric prediction studies (coaps),85.05
14,14.1,14.1.1,61,polynesia,2022,center for ocean-atmospheric prediction studies (coaps),51.29
14,14.1,14.1.1,620,portugal,2017,center for ocean-atmospheric prediction studies (coaps),41.48
14,14.1,14.1.1,620,portugal,2018,center for ocean-atmospheric prediction studies (coaps),50.71
14,14.1,14.1.1,620,portugal,2019,center for ocean-atmospheric prediction studies (coaps),56.34
14,14.1,14.1.1,620,portugal,2020,center for ocean-atmospheric prediction studies (coaps),54.49
14,14.1,14.1.1,620,portugal,2021,center for ocean-atmospheric prediction studies (coaps),49.47
14,14.1,14.1.1,630,puerto rico,2017,center for ocean-atmospheric prediction studies (coaps),46.48
14,14.1,14.1.1,630,puerto rico,2018,center for ocean-atmospheric prediction studies (coaps),46.31
14,14.1,14.1.1,630,puerto rico,2019,center for ocean-atmospheric prediction studies (coaps),44.43
14,14.1,14.1.1,630,puerto rico,2020,center for ocean-atmospheric prediction studies (coaps),42.17
14,14.1,14.1.1,630,puerto rico,2021,center for ocean-atmospheric prediction studies (coaps),42.06
14,14.1,14.1.1,634,qatar,2017,center for ocean-atmospheric prediction studies (coaps),97.06
14,14.1,14.1.1,634,qatar,2018,center for ocean-atmospheric prediction studies (coaps),97.42
14,14.1,14.1.1,634,qatar,2019,center for ocean-atmospheric prediction studies (coaps),98.08
14,14.1,14.1.1,634,qatar,2020,center for ocean-atmospheric prediction studies (coaps),97.8
14,14.1,14.1.1,634,qatar,2021,center for ocean-atmospheric prediction studies (coaps),97.85
14,14.1,14.1.1,410,republic of korea,2017,center for ocean-atmospheric prediction studies (coaps),46.23
14,14.1,14.1.1,410,republic of korea,2018,center for ocean-atmospheric prediction studies (coaps),38.17
14,14.1,14.1.1,410,republic of korea,2019,center for ocean-atmospheric prediction studies (coaps),44.62
14,14.1,14.1.1,410,republic of korea,2020,center for ocean-atmospheric prediction studies (coaps),48.48
14,14.1,14.1.1,410,republic of korea,2021,center for ocean-atmospheric prediction studies (coaps),50.46
14,14.1,14.1.1,638,réunion,2017,center for ocean-atmospheric prediction studies (coaps),28.09
14,14.1,14.1.1,638,réunion,2018,center for ocean-atmospheric prediction studies (coaps),22.58
14,14.1,14.1.1,638,réunion,2019,center for ocean-atmospheric prediction studies (coaps),25.77
14,14.1,14.1.1,638,réunion,2020,center for ocean-atmospheric prediction studies (coaps),27.0
14,14.1,14.1.1,638,réunion,2021,center for ocean-atmospheric prediction studies (coaps),25.49
14,14.1,14.1.1,642,romania,2017,center for ocean-atmospheric prediction studies (coaps),50.8
14,14.1,14.1.1,642,romania,2018,center for ocean-atmospheric prediction studies (coaps),75.58
14,14.1,14.1.1,642,romania,2019,center for ocean-atmospheric prediction studies (coaps),67.54
14,14.1,14.1.1,642,romania,2020,center for ocean-atmospheric prediction studies (coaps),70.99
14,14.1,14.1.1,642,romania,2021,center for ocean-atmospheric prediction studies (coaps),62.55
14,14.1,14.1.1,643,russian federation,2017,center for ocean-atmospheric prediction studies (coaps),62.51
14,14.1,14.1.1,643,russian federation,2018,center for ocean-atmospheric prediction studies (coaps),60.02
14,14.1,14.1.1,643,russian federation,2019,center for ocean-atmospheric prediction studies (coaps),60.14
14,14.1,14.1.1,643,russian federation,2020,center for ocean-atmospheric prediction studies (coaps),63.52
14,14.1,14.1.1,643,russian federation,2021,center for ocean-atmospheric prediction studies (coaps),59.07
14,14.1,14.1.1,659,saint kitts and nevis,2017,center for ocean-atmospheric prediction studies (coaps),52.0
14,14.1,14.1.1,659,saint kitts and nevis,2018,center for ocean-atmospheric prediction studies (coaps),50.94
14,14.1,14.1.1,659,saint kitts and nevis,2019,center for ocean-atmospheric prediction studies (coaps),52.73
14,14.1,14.1.1,659,saint kitts and nevis,2020,center for ocean-atmospheric prediction studies (coaps),42.86
14,14.1,14.1.1,659,saint kitts and nevis,2021,center for ocean-atmospheric prediction studies (coaps),40.35
14,14.1,14.1.1,662,saint lucia,2017,center for ocean-atmospheric prediction studies (coaps),57.96
14,14.1,14.1.1,662,saint lucia,2018,center for ocean-atmospheric prediction studies (coaps),55.46
14,14.1,14.1.1,662,saint lucia,2019,center for ocean-atmospheric prediction studies (coaps),54.77
14,14.1,14.1.1,662,saint lucia,2020,center for ocean-atmospheric prediction studies (coaps),51.49
14,14.1,14.1.1,662,saint lucia,2021,center for ocean-atmospheric prediction studies (coaps),53.65
14,14.1,14.1.1,670,saint vincent and the grenadines,2017,center for ocean-atmospheric prediction studies (coaps),57.72
14,14.1,14.1.1,670,saint vincent and the grenadines,2018,center for ocean-atmospheric prediction studies (coaps),59.07
14,14.1,14.1.1,670,saint vincent and the grenadines,2019,center for ocean-atmospheric prediction studies (coaps),58.32
14,14.1,14.1.1,670,saint vincent and the grenadines,2020,center for ocean-atmospheric prediction studies (coaps),59.37
14,14.1,14.1.1,670,saint vincent and the grenadines,2021,center for ocean-atmospheric prediction studies (coaps),56.79
14,14.1,14.1.1,882,samoa,2017,center for ocean-atmospheric prediction studies (coaps),66.23
14,14.1,14.1.1,882,samoa,2018,center for ocean-atmospheric prediction studies (coaps),60.42
14,14.1,14.1.1,882,samoa,2019,center for ocean-atmospheric prediction studies (coaps),65.67
14,14.1,14.1.1,882,samoa,2020,center for ocean-atmospheric prediction studies (coaps),61.88
14,14.1,14.1.1,882,samoa,2021,center for ocean-atmospheric prediction studies (coaps),60.8
14,14.1,14.1.1,678,sao tome and principe,2017,center for ocean-atmospheric prediction studies (coaps),96.67
14,14.1,14.1.1,678,sao tome and principe,2018,center for ocean-atmospheric prediction studies (coaps),93.25
14,14.1,14.1.1,678,sao tome and principe,2019,center for ocean-atmospheric prediction studies (coaps),96.24
14,14.1,14.1.1,678,sao tome and principe,2020,center for ocean-atmospheric prediction studies (coaps),95.75
14,14.1,14.1.1,678,sao tome and principe,2021,center for ocean-atmospheric prediction studies (coaps),97.16
14,14.1,14.1.1,682,saudi arabia,2017,center for ocean-atmospheric prediction studies (coaps),92.96
14,14.1,14.1.1,682,saudi arabia,2018,center for ocean-atmospheric prediction studies (coaps),93.55
14,14.1,14.1.1,682,saudi arabia,2019,center for ocean-atmospheric prediction studies (coaps),94.14
14,14.1,14.1.1,682,saudi arabia,2020,center for ocean-atmospheric prediction studies (coaps),93.83
14,14.1,14.1.1,682,saudi arabia,2021,center for ocean-atmospheric prediction studies (coaps),95.63
14,14.1,14.1.1,686,senegal,2017,center for ocean-atmospheric prediction studies (coaps),69.63
14,14.1,14.1.1,686,senegal,2018,center for ocean-atmospheric prediction studies (coaps),74.11
14,14.1,14.1.1,686,senegal,2019,center for ocean-atmospheric prediction studies (coaps),76.07
14,14.1,14.1.1,686,senegal,2020,center for ocean-atmospheric prediction studies (coaps),75.86
14,14.1,14.1.1,686,senegal,2021,center for ocean-atmospheric prediction studies (coaps),81.88
14,14.1,14.1.1,690,seychelles,2017,center for ocean-atmospheric prediction studies (coaps),46.51
14,14.1,14.1.1,690,seychelles,2018,center for ocean-atmospheric prediction studies (coaps),48.89
14,14.1,14.1.1,690,seychelles,2019,center for ocean-atmospheric prediction studies (coaps),48.94
14,14.1,14.1.1,690,seychelles,2020,center for ocean-atmospheric prediction studies (coaps),43.75
14,14.1,14.1.1,690,seychelles,2021,center for ocean-atmospheric prediction studies (coaps),44.9
14,14.1,14.1.1,694,sierra leone,2017,center for ocean-atmospheric prediction studies (coaps),99.33
14,14.1,14.1.1,694,sierra leone,2018,center for ocean-atmospheric prediction studies (coaps),99.23
14,14.1,14.1.1,694,sierra leone,2019,center for ocean-atmospheric prediction studies (coaps),99.69
14,14.1,14.1.1,694,sierra leone,2020,center for ocean-atmospheric prediction studies (coaps),99.97
14,14.1,14.1.1,694,sierra leone,2021,center for ocean-atmospheric prediction studies (coaps),98.93
14,14.1,14.1.1,722,small island developing states (sids),2017,center for ocean-atmospheric prediction studies (coaps),77.58
14,14.1,14.1.1,722,small island developing states (sids),2018,center for ocean-atmospheric prediction studies (coaps),79.25
14,14.1,14.1.1,722,small island developing states (sids),2019,center for ocean-atmospheric prediction studies (coaps),80.25
14,14.1,14.1.1,722,small island developing states (sids),2020,center for ocean-atmospheric prediction studies (coaps),76.94
14,14.1,14.1.1,722,small island developing states (sids),2021,center for ocean-atmospheric prediction studies (coaps),76.76
14,14.1,14.1.1,722,small island developing states (sids),2022,center for ocean-atmospheric prediction studies (coaps),63.82
14,14.1,14.1.1,90,solomon islands,2017,center for ocean-atmospheric prediction studies (coaps),64.97
14,14.1,14.1.1,90,solomon islands,2018,center for ocean-atmospheric prediction studies (coaps),64.34
14,14.1,14.1.1,90,solomon islands,2019,center for ocean-atmospheric prediction studies (coaps),69.95
14,14.1,14.1.1,90,solomon islands,2020,center for ocean-atmospheric prediction studies (coaps),69.45
14,14.1,14.1.1,90,solomon islands,2021,center for ocean-atmospheric prediction studies (coaps),72.41
14,14.1,14.1.1,706,somalia,2017,center for ocean-atmospheric prediction studies (coaps),73.77
14,14.1,14.1.1,706,somalia,2018,center for ocean-atmospheric prediction studies (coaps),72.98
14,14.1,14.1.1,706,somalia,2019,center for ocean-atmospheric prediction studies (coaps),78.2
14,14.1,14.1.1,706,somalia,2020,center for ocean-atmospheric prediction studies (coaps),69.01
14,14.1,14.1.1,706,somalia,2021,center for ocean-atmospheric prediction studies (coaps),72.02
14,14.1,14.1.1,710,south africa,2017,center for ocean-atmospheric prediction studies (coaps),17.83
14,14.1,14.1.1,710,south africa,2018,center for ocean-atmospheric prediction studies (coaps),18.41
14,14.1,14.1.1,710,south africa,2019,center for ocean-atmospheric prediction studies (coaps),22.21
14,14.1,14.1.1,710,south africa,2020,center for ocean-atmospheric prediction studies (coaps),22.73
14,14.1,14.1.1,710,south africa,2021,center for ocean-atmospheric prediction studies (coaps),22.18
14,14.1,14.1.1,5,south america,2017,center for ocean-atmospheric prediction studies (coaps),61.96
14,14.1,14.1.1,5,south america,2018,center for ocean-atmospheric prediction studies (coaps),62.16
14,14.1,14.1.1,5,south america,2019,center for ocean-atmospheric prediction studies (coaps),63.44
14,14.1,14.1.1,5,south america,2020,center for ocean-atmospheric prediction studies (coaps),62.29
14,14.1,14.1.1,5,south america,2021,center for ocean-atmospheric prediction studies (coaps),62.08
14,14.1,14.1.1,5,south america,2022,center for ocean-atmospheric prediction studies (coaps),69.23
14,14.1,14.1.1,35,south-eastern asia,2017,center for ocean-atmospheric prediction studies (coaps),62.66
14,14.1,14.1.1,35,south-eastern asia,2018,center for ocean-atmospheric prediction studies (coaps),65.73
14,14.1,14.1.1,35,south-eastern asia,2019,center for ocean-atmospheric prediction studies (coaps),67.13
14,14.1,14.1.1,35,south-eastern asia,2020,center for ocean-atmospheric prediction studies (coaps),62.03
14,14.1,14.1.1,35,south-eastern asia,2021,center for ocean-atmospheric prediction studies (coaps),62.26
14,14.1,14.1.1,35,south-eastern asia,2022,center for ocean-atmospheric prediction studies (coaps),60.67
14,14.1,14.1.1,18,southern africa,2017,center for ocean-atmospheric prediction studies (coaps),39.17
14,14.1,14.1.1,18,southern africa,2018,center for ocean-atmospheric prediction studies (coaps),42.07
14,14.1,14.1.1,18,southern africa,2019,center for ocean-atmospheric prediction studies (coaps),43.79
14,14.1,14.1.1,18,southern africa,2020,center for ocean-atmospheric prediction studies (coaps),44.69
14,14.1,14.1.1,18,southern africa,2021,center for ocean-atmospheric prediction studies (coaps),45.84
14,14.1,14.1.1,18,southern africa,2022,center for ocean-atmospheric prediction studies (coaps),22.73
14,14.1,14.1.1,34,southern asia,2017,center for ocean-atmospheric prediction studies (coaps),70.17
14,14.1,14.1.1,34,southern asia,2018,center for ocean-atmospheric prediction studies (coaps),71.44
14,14.1,14.1.1,34,southern asia,2019,center for ocean-atmospheric prediction studies (coaps),71.44
14,14.1,14.1.1,34,southern asia,2020,center for ocean-atmospheric prediction studies (coaps),71.79
14,14.1,14.1.1,34,southern asia,2021,center for ocean-atmospheric prediction studies (coaps),72.99
14,14.1,14.1.1,34,southern asia,2022,center for ocean-atmospheric prediction studies (coaps),67.42
14,14.1,14.1.1,39,southern europe,2017,center for ocean-atmospheric prediction studies (coaps),62.6
14,14.1,14.1.1,39,southern europe,2018,center for ocean-atmospheric prediction studies (coaps),60.18
14,14.1,14.1.1,39,southern europe,2019,center for ocean-atmospheric prediction studies (coaps),62.89
14,14.1,14.1.1,39,southern europe,2020,center for ocean-atmospheric prediction studies (coaps),65.44
14,14.1,14.1.1,39,southern europe,2021,center for ocean-atmospheric prediction studies (coaps),65.63
14,14.1,14.1.1,39,southern europe,2022,center for ocean-atmospheric prediction studies (coaps),71.79
14,14.1,14.1.1,724,spain,2017,center for ocean-atmospheric prediction studies (coaps),60.47
14,14.1,14.1.1,724,spain,2018,center for ocean-atmospheric prediction studies (coaps),55.85
14,14.1,14.1.1,724,spain,2019,center for ocean-atmospheric prediction studies (coaps),62.01
14,14.1,14.1.1,724,spain,2020,center for ocean-atmospheric prediction studies (coaps),61.58
14,14.1,14.1.1,724,spain,2021,center for ocean-atmospheric prediction studies (coaps),64.97
14,14.1,14.1.1,144,sri lanka,2017,center for ocean-atmospheric prediction studies (coaps),54.4
14,14.1,14.1.1,144,sri lanka,2018,center for ocean-atmospheric prediction studies (coaps),53.98
14,14.1,14.1.1,144,sri lanka,2019,center for ocean-atmospheric prediction studies (coaps),55.42
14,14.1,14.1.1,144,sri lanka,2020,center for ocean-atmospheric prediction studies (coaps),52.81
14,14.1,14.1.1,144,sri lanka,2021,center for ocean-atmospheric prediction studies (coaps),57.0
14,14.1,14.1.1,275,state of palestine,2017,center for ocean-atmospheric prediction studies (coaps),86.56
14,14.1,14.1.1,275,state of palestine,2018,center for ocean-atmospheric prediction studies (coaps),73.05
14,14.1,14.1.1,275,state of palestine,2019,center for ocean-atmospheric prediction studies (coaps),73.81
14,14.1,14.1.1,275,state of palestine,2020,center for ocean-atmospheric prediction studies (coaps),78.48
14,14.1,14.1.1,275,state of palestine,2021,center for ocean-atmospheric prediction studies (coaps),80.45
14,14.1,14.1.1,202,sub-saharan africa,2017,center for ocean-atmospheric prediction studies (coaps),76.77
14,14.1,14.1.1,202,sub-saharan africa,2018,center for ocean-atmospheric prediction studies (coaps),76.78
14,14.1,14.1.1,202,sub-saharan africa,2019,center for ocean-atmospheric prediction studies (coaps),77.86
14,14.1,14.1.1,202,sub-saharan africa,2020,center for ocean-atmospheric prediction studies (coaps),77.06
14,14.1,14.1.1,202,sub-saharan africa,2021,center for ocean-atmospheric prediction studies (coaps),78.21
14,14.1,14.1.1,202,sub-saharan africa,2022,center for ocean-atmospheric prediction studies (coaps),81.49
14,14.1,14.1.1,729,sudan,2017,center for ocean-atmospheric prediction studies (coaps),93.17
14,14.1,14.1.1,729,sudan,2018,center for ocean-atmospheric prediction studies (coaps),93.47
14,14.1,14.1.1,729,sudan,2019,center for ocean-atmospheric prediction studies (coaps),95.54
14,14.1,14.1.1,729,sudan,2020,center for ocean-atmospheric prediction studies (coaps),92.46
14,14.1,14.1.1,729,sudan,2021,center for ocean-atmospheric prediction studies (coaps),95.2
14,14.1,14.1.1,740,suriname,2017,center for ocean-atmospheric prediction studies (coaps),80.73
14,14.1,14.1.1,740,suriname,2018,center for ocean-atmospheric prediction studies (coaps),86.09
14,14.1,14.1.1,740,suriname,2019,center for ocean-atmospheric prediction studies (coaps),82.61
14,14.1,14.1.1,740,suriname,2020,center for ocean-atmospheric prediction studies (coaps),70.28
14,14.1,14.1.1,740,suriname,2021,center for ocean-atmospheric prediction studies (coaps),74.86
14,14.1,14.1.1,752,sweden,2017,center for ocean-atmospheric prediction studies (coaps),87.66
14,14.1,14.1.1,752,sweden,2018,center for ocean-atmospheric prediction studies (coaps),74.06
14,14.1,14.1.1,752,sweden,2019,center for ocean-atmospheric prediction studies (coaps),78.0
14,14.1,14.1.1,752,sweden,2020,center for ocean-atmospheric prediction studies (coaps),86.71
14,14.1,14.1.1,752,sweden,2021,center for ocean-atmospheric prediction studies (coaps),78.79
14,14.1,14.1.1,760,syrian arab republic,2017,center for ocean-atmospheric prediction studies (coaps),79.4
14,14.1,14.1.1,760,syrian arab republic,2018,center for ocean-atmospheric prediction studies (coaps),70.42
14,14.1,14.1.1,760,syrian arab republic,2019,center for ocean-atmospheric prediction studies (coaps),73.49
14,14.1,14.1.1,760,syrian arab republic,2020,center for ocean-atmospheric prediction studies (coaps),75.7
14,14.1,14.1.1,760,syrian arab republic,2021,center for ocean-atmospheric prediction studies (coaps),77.31
14,14.1,14.1.1,764,thailand,2017,center for ocean-atmospheric prediction studies (coaps),73.47
14,14.1,14.1.1,764,thailand,2018,center for ocean-atmospheric prediction studies (coaps),79.52
14,14.1,14.1.1,764,thailand,2019,center for ocean-atmospheric prediction studies (coaps),79.66
14,14.1,14.1.1,764,thailand,2020,center for ocean-atmospheric prediction studies (coaps),79.11
14,14.1,14.1.1,764,thailand,2021,center for ocean-atmospheric prediction studies (coaps),78.11
14,14.1,14.1.1,626,timor-leste,2017,center for ocean-atmospheric prediction studies (coaps),49.64
14,14.1,14.1.1,626,timor-leste,2018,center for ocean-atmospheric prediction studies (coaps),53.24
14,14.1,14.1.1,626,timor-leste,2019,center for ocean-atmospheric prediction studies (coaps),55.18
14,14.1,14.1.1,626,timor-leste,2020,center for ocean-atmospheric prediction studies (coaps),52.44
14,14.1,14.1.1,626,timor-leste,2021,center for ocean-atmospheric prediction studies (coaps),51.26
14,14.1,14.1.1,768,togo,2017,center for ocean-atmospheric prediction studies (coaps),99.79
14,14.1,14.1.1,768,togo,2018,center for ocean-atmospheric prediction studies (coaps),98.8
14,14.1,14.1.1,768,togo,2019,center for ocean-atmospheric prediction studies (coaps),100.0
14,14.1,14.1.1,768,togo,2020,center for ocean-atmospheric prediction studies (coaps),99.95
14,14.1,14.1.1,768,togo,2021,center for ocean-atmospheric prediction studies (coaps),99.35
14,14.1,14.1.1,776,tonga,2017,center for ocean-atmospheric prediction studies (coaps),57.11
14,14.1,14.1.1,776,tonga,2018,center for ocean-atmospheric prediction studies (coaps),56.32
14,14.1,14.1.1,776,tonga,2019,center for ocean-atmospheric prediction studies (coaps),56.68
14,14.1,14.1.1,776,tonga,2020,center for ocean-atmospheric prediction studies (coaps),56.15
14,14.1,14.1.1,776,tonga,2021,center for ocean-atmospheric prediction studies (coaps),50.77
14,14.1,14.1.1,780,trinidad and tobago,2017,center for ocean-atmospheric prediction studies (coaps),71.6
14,14.1,14.1.1,780,trinidad and tobago,2018,center for ocean-atmospheric prediction studies (coaps),69.69
14,14.1,14.1.1,780,trinidad and tobago,2019,center for ocean-atmospheric prediction studies (coaps),73.65
14,14.1,14.1.1,780,trinidad and tobago,2020,center for ocean-atmospheric prediction studies (coaps),67.87
14,14.1,14.1.1,780,trinidad and tobago,2021,center for ocean-atmospheric prediction studies (coaps),70.33
14,14.1,14.1.1,788,tunisia,2017,center for ocean-atmospheric prediction studies (coaps),74.08
14,14.1,14.1.1,788,tunisia,2018,center for ocean-atmospheric prediction studies (coaps),68.12
14,14.1,14.1.1,788,tunisia,2019,center for ocean-atmospheric prediction studies (coaps),67.17
14,14.1,14.1.1,788,tunisia,2020,center for ocean-atmospheric prediction studies (coaps),73.18
14,14.1,14.1.1,788,tunisia,2021,center for ocean-atmospheric prediction studies (coaps),69.02
14,14.1,14.1.1,792,türkiye,2017,center for ocean-atmospheric prediction studies (coaps),70.18
14,14.1,14.1.1,792,türkiye,2018,center for ocean-atmospheric prediction studies (coaps),75.38
14,14.1,14.1.1,792,türkiye,2019,center for ocean-atmospheric prediction studies (coaps),68.28
14,14.1,14.1.1,792,türkiye,2020,center for ocean-atmospheric prediction studies (coaps),75.79
14,14.1,14.1.1,792,türkiye,2021,center for ocean-atmospheric prediction studies (coaps),71.9
14,14.1,14.1.1,804,ukraine,2017,center for ocean-atmospheric prediction studies (coaps),58.64
14,14.1,14.1.1,804,ukraine,2018,center for ocean-atmospheric prediction studies (coaps),74.51
14,14.1,14.1.1,804,ukraine,2019,center for ocean-atmospheric prediction studies (coaps),66.76
14,14.1,14.1.1,804,ukraine,2020,center for ocean-atmospheric prediction studies (coaps),70.89
14,14.1,14.1.1,804,ukraine,2021,center for ocean-atmospheric prediction studies (coaps),65.37
14,14.1,14.1.1,784,united arab emirates,2017,center for ocean-atmospheric prediction studies (coaps),97.11
14,14.1,14.1.1,784,united arab emirates,2018,center for ocean-atmospheric prediction studies (coaps),98.48
14,14.1,14.1.1,784,united arab emirates,2019,center for ocean-atmospheric prediction studies (coaps),97.26
14,14.1,14.1.1,784,united arab emirates,2020,center for ocean-atmospheric prediction studies (coaps),97.65
14,14.1,14.1.1,784,united arab emirates,2021,center for ocean-atmospheric prediction studies (coaps),97.36
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2017,center for ocean-atmospheric prediction studies (coaps),85.44
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2018,center for ocean-atmospheric prediction studies (coaps),77.59
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2019,center for ocean-atmospheric prediction studies (coaps),73.51
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2020,center for ocean-atmospheric prediction studies (coaps),78.14
14,14.1,14.1.1,826,united kingdom of great britain and northern ireland,2021,center for ocean-atmospheric prediction studies (coaps),72.81
14,14.1,14.1.1,834,united republic of tanzania,2017,center for ocean-atmospheric prediction studies (coaps),62.49
14,14.1,14.1.1,834,united republic of tanzania,2018,center for ocean-atmospheric prediction studies (coaps),59.86
14,14.1,14.1.1,834,united republic of tanzania,2019,center for ocean-atmospheric prediction studies (coaps),57.5
14,14.1,14.1.1,834,united republic of tanzania,2020,center for ocean-atmospheric prediction studies (coaps),54.14
14,14.1,14.1.1,834,united republic of tanzania,2021,center for ocean-atmospheric prediction studies (coaps),57.63
