goal,target,indicator,country_code,country,avg_marine_acidity_ph,upperbound,lowerbound,source,sampling_stations,latitude,longitude,year
14,14.3,14.3.1,233,estonia,8.189,8.63,7.42,intergovernmental oceanographic commission (ioc) of unesco,narva_kunda_laht__n8,59.475,27.976,2021
14,14.3,14.3.1,233,estonia,8.266,8.68,7.77,intergovernmental oceanographic commission (ioc) of unesco,narva_kunda_laht__38,59.407,27.783,2021
14,14.3,14.3.1,233,estonia,7.945,8.5,7.42,intergovernmental oceanographic commission (ioc) of unesco,muuga_tallinna_kakumae_laht__57a,59.45,24.788,2021
14,14.3,14.3.1,233,estonia,7.566,7.94,6.65,intergovernmental oceanographic commission (ioc) of unesco,sja2,59.53,24.97,2021
14,14.3,14.3.1,233,estonia,8.225,8.68,7.79,intergovernmental oceanographic commission (ioc) of unesco,narva_kunda_laht__12c,59.467,27.017,2021
14,14.3,14.3.1,233,estonia,7.937,8.73,6.99,intergovernmental oceanographic commission (ioc) of unesco,muuga_tallinna_kakumae_laht__2,59.539,24.686,2021
14,14.3,14.3.1,233,estonia,7.417,8.21,6.69,intergovernmental oceanographic commission (ioc) of unesco,liivi_laht__k21,58.217,24.308,2021
14,14.3,14.3.1,233,estonia,9.168,9.26,9.11,intergovernmental oceanographic commission (ioc) of unesco,haapsalu_laht__hl8,58.954,23.484,2021
14,14.3,14.3.1,233,estonia,8.544,9.2,7.99,intergovernmental oceanographic commission (ioc) of unesco,haapsalu_laht__hl6,58.966,23.518,2021
14,14.3,14.3.1,233,estonia,8.638,9.58,7.98,intergovernmental oceanographic commission (ioc) of unesco,haapsalu_laht__hl4,58.953,23.55,2021
14,14.3,14.3.1,233,estonia,8.175,8.49,7.78,intergovernmental oceanographic commission (ioc) of unesco,haapsalu_laht__hl1,58.958,23.46,2021
14,14.3,14.3.1,233,estonia,7.885,8.7,6.58,intergovernmental oceanographic commission (ioc) of unesco,essa3,59.033,21.083,2021
14,14.3,14.3.1,233,estonia,7.942,8.72,6.7,intergovernmental oceanographic commission (ioc) of unesco,muuga_tallinna_kakumae_laht__3,59.53,24.97,2021
14,14.3,14.3.1,233,estonia,7.458,7.69,7.13,intergovernmental oceanographic commission (ioc) of unesco,muuga_tallinna_kakumae_laht__2,59.539,24.686,2022
14,14.3,14.3.1,233,estonia,7.945,7.99,7.88,intergovernmental oceanographic commission (ioc) of unesco,muuga_tallinna_kakumae_laht__3,59.53,24.97,2022
14,14.3,14.3.1,233,estonia,7.305,7.44,7.17,intergovernmental oceanographic commission (ioc) of unesco,muuga_tallinna_kakumae_laht__57a,59.45,24.788,2022
14,14.3,14.3.1,233,estonia,8.033,8.04,8.03,intergovernmental oceanographic commission (ioc) of unesco,narva_kunda_laht__12c,59.467,27.017,2022
14,14.3,14.3.1,242,fiji,7.384,8.076,6.931,intergovernmental oceanographic commission (ioc) of unesco,navuniivii,-17.452,178.232,2018
14,14.3,14.3.1,242,fiji,7.853,8.157,7.055,intergovernmental oceanographic commission (ioc) of unesco,navuniivii,-17.452,178.232,2019
14,14.3,14.3.1,242,fiji,8.022,8.066,7.986,intergovernmental oceanographic commission (ioc) of unesco,navuniivii,-17.452,178.232,2020
14,14.3,14.3.1,246,finland,8.128,8.23,8.0,intergovernmental oceanographic commission (ioc) of unesco,f18,63.314,20.27,2019
14,14.3,14.3.1,246,finland,8.212,8.39,8.02,intergovernmental oceanographic commission (ioc) of unesco,ms9,61.767,20.53,2019
14,14.3,14.3.1,246,finland,8.235,8.44,7.95,intergovernmental oceanographic commission (ioc) of unesco,ms3,62.135,18.16,2019
14,14.3,14.3.1,246,finland,8.245,8.54,7.95,intergovernmental oceanographic commission (ioc) of unesco,ms2,62.117,17.85,2019
14,14.3,14.3.1,246,finland,8.45,8.46,8.44,intergovernmental oceanographic commission (ioc) of unesco,ll7s,59.85,24.83,2019
14,14.3,14.3.1,246,finland,8.56,8.86,8.26,intergovernmental oceanographic commission (ioc) of unesco,ll7,59.847,24.84,2019
14,14.3,14.3.1,246,finland,8.431,8.71,8.02,intergovernmental oceanographic commission (ioc) of unesco,ll6a,59.917,25.03,2019
14,14.3,14.3.1,246,finland,8.363,8.77,8.03,intergovernmental oceanographic commission (ioc) of unesco,ll5,59.917,25.6,2019
14,14.3,14.3.1,246,finland,8.33,8.9,7.96,intergovernmental oceanographic commission (ioc) of unesco,ll3a,60.067,26.35,2019
14,14.3,14.3.1,246,finland,8.513,8.55,8.49,intergovernmental oceanographic commission (ioc) of unesco,ll19,58.881,20.31,2019
14,14.3,14.3.1,246,finland,8.543,8.7,8.44,intergovernmental oceanographic commission (ioc) of unesco,ll17,59.033,212.08,2019
14,14.3,14.3.1,246,finland,8.5,8.66,8.39,intergovernmental oceanographic commission (ioc) of unesco,ll15,59.183,21.75,2019
14,14.3,14.3.1,246,finland,8.489,8.64,8.41,intergovernmental oceanographic commission (ioc) of unesco,ll12,59.484,22.9,2019
14,14.3,14.3.1,246,finland,8.384,8.61,7.84,intergovernmental oceanographic commission (ioc) of unesco,ll11,59.584,23.3,2019
14,14.3,14.3.1,246,finland,8.293,8.5,7.94,intergovernmental oceanographic commission (ioc) of unesco,jml,59.582,23.63,2019
14,14.3,14.3.1,246,finland,8.305,8.49,8.07,intergovernmental oceanographic commission (ioc) of unesco,iu7,59.815,21.34,2019
14,14.3,14.3.1,246,finland,8.266,8.53,8.07,intergovernmental oceanographic commission (ioc) of unesco,iu3,60.333,21.11,2019
14,14.3,14.3.1,246,finland,8.185,8.36,8.02,intergovernmental oceanographic commission (ioc) of unesco,iu1,60.767,20.85,2019
14,14.3,14.3.1,246,finland,8.432,8.79,8.07,intergovernmental oceanographic commission (ioc) of unesco,gf1,59.705,24.68,2019
14,14.3,14.3.1,246,finland,8.288,8.47,7.96,intergovernmental oceanographic commission (ioc) of unesco,f69,59.783,19.93,2019
14,14.3,14.3.1,246,finland,8.268,8.51,8.02,intergovernmental oceanographic commission (ioc) of unesco,f64,60.189,19.14,2019
14,14.3,14.3.1,246,finland,8.266,8.44,8.03,intergovernmental oceanographic commission (ioc) of unesco,f62,59.334,23.26,2019
14,14.3,14.3.1,246,finland,7.878,8.01,7.8,intergovernmental oceanographic commission (ioc) of unesco,rr3,64.934,22.35,2019
14,14.3,14.3.1,246,finland,8.187,8.34,7.95,intergovernmental oceanographic commission (ioc) of unesco,ms6,61.985,19.16,2019
14,14.3,14.3.1,246,finland,7.876,7.98,7.79,intergovernmental oceanographic commission (ioc) of unesco,fi-f16,63.517,21.06,2019
14,14.3,14.3.1,246,finland,7.975,8.05,7.93,intergovernmental oceanographic commission (ioc) of unesco,f15,63.517,21.51,2019
14,14.3,14.3.1,246,finland,7.84,7.88,7.8,intergovernmental oceanographic commission (ioc) of unesco,cvi,65.234,23.56,2019
14,14.3,14.3.1,246,finland,7.855,7.88,7.81,intergovernmental oceanographic commission (ioc) of unesco,cv,65.0,23.25,2019
14,14.3,14.3.1,246,finland,8.463,8.47,8.46,intergovernmental oceanographic commission (ioc) of unesco,by29,58.883,20.32,2019
14,14.3,14.3.1,246,finland,7.868,7.92,7.74,intergovernmental oceanographic commission (ioc) of unesco,bo3,64.305,22.36,2019
14,14.3,14.3.1,246,finland,7.817,7.89,7.75,intergovernmental oceanographic commission (ioc) of unesco,rr6,64.8,23.48,2019
14,14.3,14.3.1,246,finland,8.271,8.65,8.0,intergovernmental oceanographic commission (ioc) of unesco,xv1,60.25,27.25,2019
14,14.3,14.3.1,246,finland,8.19,9.02,7.8,intergovernmental oceanographic commission (ioc) of unesco,xiv3,60.203,26.19,2019
14,14.3,14.3.1,246,finland,8.371,8.66,8.03,intergovernmental oceanographic commission (ioc) of unesco,xii3,59.867,23.98,2019
14,14.3,14.3.1,246,finland,8.507,8.59,8.42,intergovernmental oceanographic commission (ioc) of unesco,uus-23langden,59.774,23.26,2019
14,14.3,14.3.1,246,finland,7.935,7.99,7.85,intergovernmental oceanographic commission (ioc) of unesco,us7,62.6,20.83,2019
14,14.3,14.3.1,246,finland,8.078,8.18,7.94,intergovernmental oceanographic commission (ioc) of unesco,us6b,62.6,20.26,2019
14,14.3,14.3.1,246,finland,8.116,8.31,7.97,intergovernmental oceanographic commission (ioc) of unesco,fi-us5b,62.586,19.97,2019
14,14.3,14.3.1,246,finland,8.159,8.38,7.88,intergovernmental oceanographic commission (ioc) of unesco,us3,62.759,19.2,2019
14,14.3,14.3.1,246,finland,8.263,8.45,7.96,intergovernmental oceanographic commission (ioc) of unesco,troskah,59.66,19.88,2019
14,14.3,14.3.1,246,finland,8.32,8.42,8.14,intergovernmental oceanographic commission (ioc) of unesco,ss29,61.108,20.27,2019
14,14.3,14.3.1,246,finland,8.26,8.4,7.96,intergovernmental oceanographic commission (ioc) of unesco,sr8,61.127,20.93,2019
14,14.3,14.3.1,246,finland,8.329,8.52,8.09,intergovernmental oceanographic commission (ioc) of unesco,sr7,61.084,20.6,2019
14,14.3,14.3.1,246,finland,8.298,8.48,7.92,intergovernmental oceanographic commission (ioc) of unesco,fi-sr5,61.083,19.58,2019
14,14.3,14.3.1,246,finland,8.256,8.45,7.91,intergovernmental oceanographic commission (ioc) of unesco,sr3,61.183,18.23,2019
14,14.3,14.3.1,246,finland,8.205,8.47,7.99,intergovernmental oceanographic commission (ioc) of unesco,sr1a,61.233,17.66,2019
14,14.3,14.3.1,246,finland,7.85,7.9,7.71,intergovernmental oceanographic commission (ioc) of unesco,rr7,64.734,23.81,2019
14,14.3,14.3.1,250,france,8.078,8.162,8.019,intergovernmental oceanographic commission (ioc) of unesco,oiso-18,-29.463,62.89,2010
14,14.3,14.3.1,250,france,8.12,8.193,8.087,intergovernmental oceanographic commission (ioc) of unesco,ovide-2010,59.818,-42.31,2010
14,14.3,14.3.1,250,france,8.042,8.067,8.028,intergovernmental oceanographic commission (ioc) of unesco,suratlant,53.47,-42.6,2011
14,14.3,14.3.1,250,france,8.074,8.148,8.007,intergovernmental oceanographic commission (ioc) of unesco,oiso-19,-26.0,57.5,2011
14,14.3,14.3.1,250,france,8.079,8.165,8.029,intergovernmental oceanographic commission (ioc) of unesco,oiso-21,-29.947,66.55,2012
14,14.3,14.3.1,250,france,8.085,8.211,8.023,intergovernmental oceanographic commission (ioc) of unesco,ovide-2012,59.831,-42.52,2012
14,14.3,14.3.1,250,france,8.072,8.257,8.016,intergovernmental oceanographic commission (ioc) of unesco,suratlant,46.9,-52.32,2012
14,14.3,14.3.1,250,france,8.063,8.166,7.983,intergovernmental oceanographic commission (ioc) of unesco,suratlant,47.07,-52.05,2013
14,14.3,14.3.1,250,france,8.137,8.368,8.077,intergovernmental oceanographic commission (ioc) of unesco,ovide-2014,52.5,-52.5,2014
14,14.3,14.3.1,250,france,8.074,8.289,8.015,intergovernmental oceanographic commission (ioc) of unesco,suratlant,48.82,-51.61,2015
14,14.3,14.3.1,250,france,8.087,8.169,7.997,intergovernmental oceanographic commission (ioc) of unesco,suratlant,49.76,-44.02,2016
14,14.3,14.3.1,250,france,8.07,8.153,7.997,intergovernmental oceanographic commission (ioc) of unesco,oiso-26,-32.524,61.92,2016
14,14.3,14.3.1,250,france,8.094,8.196,8.001,intergovernmental oceanographic commission (ioc) of unesco,suratlant,54.65,-35.08,2017
14,14.3,14.3.1,250,france,8.254,8.472,8.088,intergovernmental oceanographic commission (ioc) of unesco,oiso-27,-27.0,65.83,2017
14,14.3,14.3.1,250,france,8.068,8.188,8.017,intergovernmental oceanographic commission (ioc) of unesco,suratlant,49.82,-48.46,2018
14,14.3,14.3.1,250,france,8.092,8.265,7.999,intergovernmental oceanographic commission (ioc) of unesco,ovide_2018,59.853,-42.666,2018
14,14.3,14.3.1,250,france,8.042,8.168,7.821,intergovernmental oceanographic commission (ioc) of unesco,oiso_29,-24.2,63.018,2019
14,14.3,14.3.1,250,france,8.023,8.08,7.968,intergovernmental oceanographic commission (ioc) of unesco,clim-eparses,-23.143,51.1,2019
14,14.3,14.3.1,250,france,8.076,8.141,7.991,intergovernmental oceanographic commission (ioc) of unesco,suratlant,48.68,-450.1,2019
14,14.3,14.3.1,276,germany,8.213,8.26,8.09,intergovernmental oceanographic commission (ioc) of unesco,ce14017,54.167,6.342,2014
14,14.3,14.3.1,276,germany,8.253,8.32,8.11,intergovernmental oceanographic commission (ioc) of unesco,ce14012b,54.084,7.834,2014
14,14.3,14.3.1,276,germany,8.262,8.47,8.1,intergovernmental oceanographic commission (ioc) of unesco,ce14012a,61.0,4.0,2014
14,14.3,14.3.1,276,germany,8.254,8.35,8.05,intergovernmental oceanographic commission (ioc) of unesco,ce15013a_northseasum,60.999,4.001,2015
14,14.3,14.3.1,276,germany,8.225,8.44,8.15,intergovernmental oceanographic commission (ioc) of unesco,ce15004,53.941,7.402,2015
14,14.3,14.3.1,276,germany,8.235,8.35,7.97,intergovernmental oceanographic commission (ioc) of unesco,ce15013b,55.0,8.001,2015
14,14.3,14.3.1,276,germany,8.232,8.3,8.17,intergovernmental oceanographic commission (ioc) of unesco,ce16011a,54.0,4.834,2016
14,14.3,14.3.1,276,germany,8.225,8.28,8.14,intergovernmental oceanographic commission (ioc) of unesco,ce16018,53.941,7.399,2016
14,14.3,14.3.1,276,germany,8.261,8.33,8.09,intergovernmental oceanographic commission (ioc) of unesco,ce16011b,54.941,7.834,2016
14,14.3,14.3.1,276,germany,8.22,8.22,8.22,intergovernmental oceanographic commission (ioc) of unesco,al469,54.05,7.967,2016
14,14.3,14.3.1,276,germany,8.196,8.25,8.14,intergovernmental oceanographic commission (ioc) of unesco,246,54.25,8.1,2017
14,14.3,14.3.1,276,germany,8.229,8.28,8.09,intergovernmental oceanographic commission (ioc) of unesco,ce17013b,54.051,7.968,2017
14,14.3,14.3.1,276,germany,8.214,8.32,8.04,intergovernmental oceanographic commission (ioc) of unesco,ce17013a,59.001,0.003,2017
14,14.3,14.3.1,276,germany,8.241,8.27,8.18,intergovernmental oceanographic commission (ioc) of unesco,ce17001,53.801,7.166,2017
14,14.3,14.3.1,276,germany,8.245,8.31,8.17,intergovernmental oceanographic commission (ioc) of unesco,cend_19_18,53.847,7.998,2018
14,14.3,14.3.1,276,germany,8.228,8.26,8.18,intergovernmental oceanographic commission (ioc) of unesco,ce18002,54.335,5.665,2018
14,14.3,14.3.1,276,germany,8.198,8.24,8.09,intergovernmental oceanographic commission (ioc) of unesco,174,53.94,7.4,2018
14,14.3,14.3.1,276,germany,8.217,8.34,8.06,intergovernmental oceanographic commission (ioc) of unesco,bsh_north_sea_summer,59.0,2.999,2018
14,14.3,14.3.1,276,germany,8.215,8.32,8.09,intergovernmental oceanographic commission (ioc) of unesco,ce19016_northseasum,58.999,-1.502,2019
14,14.3,14.3.1,276,germany,8.287,8.4,8.18,intergovernmental oceanographic commission (ioc) of unesco,cend_04_19,53.85,7.999,2019
14,14.3,14.3.1,276,germany,8.196,8.22,8.14,intergovernmental oceanographic commission (ioc) of unesco,ce21001,54.668,5.001,2021
14,14.3,14.3.1,276,germany,8.216,8.33,8.16,intergovernmental oceanographic commission (ioc) of unesco,003,54.05,7.968,2021
14,14.3,14.3.1,300,greece,8.132,8.144,8.115,intergovernmental oceanographic commission (ioc) of unesco,poseidon_heraklion_coastal_buoy,35.425,25.075,2020
14,14.3,14.3.1,300,greece,8.08,8.148,7.955,intergovernmental oceanographic commission (ioc) of unesco,poseidon_heraklion_coastal_buoy,35.425,25.075,2021
14,14.3,14.3.1,300,greece,8.019,8.046,7.984,intergovernmental oceanographic commission (ioc) of unesco,hcb,35.425,25.075,2021
14,14.3,14.3.1,300,greece,8.088,8.19,7.928,intergovernmental oceanographic commission (ioc) of unesco,poseidon_heraklion_coastal_buoy,35.425,25.075,2022
14,14.3,14.3.1,300,greece,8.01,8.039,7.974,intergovernmental oceanographic commission (ioc) of unesco,hcb,35.425,25.075,2022
14,14.3,14.3.1,352,iceland,8.049,8.129,8.004,intergovernmental oceanographic commission (ioc) of unesco,fx9,64.337,-27.97,2010
14,14.3,14.3.1,352,iceland,8.064,8.144,8.009,intergovernmental oceanographic commission (ioc) of unesco,fx9,64.337,-27.97,2011
14,14.3,14.3.1,352,iceland,8.026,8.072,7.747,intergovernmental oceanographic commission (ioc) of unesco,cv18001,53.24,-9.08,2018
14,14.3,14.3.1,352,iceland,8.099,8.182,8.011,intergovernmental oceanographic commission (ioc) of unesco,ce19009,54.413,-22.046,2019
14,14.3,14.3.1,352,iceland,8.037,8.147,7.992,intergovernmental oceanographic commission (ioc) of unesco,cv19001,53.209,-9.101,2019
14,14.3,14.3.1,352,iceland,8.054,8.098,8.019,intergovernmental oceanographic commission (ioc) of unesco,fx9,64.337,-27.97,2020
14,14.3,14.3.1,352,iceland,8.042,8.105,8.004,intergovernmental oceanographic commission (ioc) of unesco,st5,63.666,-13.664,2021
14,14.3,14.3.1,352,iceland,8.068,8.126,7.999,intergovernmental oceanographic commission (ioc) of unesco,ln6,68.001,-12.663,2021
14,14.3,14.3.1,352,iceland,8.043,8.109,8.009,intergovernmental oceanographic commission (ioc) of unesco,fx9,64.334,-27.974,2021
14,14.3,14.3.1,352,iceland,8.051,8.118,7.981,intergovernmental oceanographic commission (ioc) of unesco,fx9,64.334,-27.974,2022
14,14.3,14.3.1,352,iceland,8.046,8.084,8.024,intergovernmental oceanographic commission (ioc) of unesco,ln6,68.001,-12.663,2022
14,14.3,14.3.1,352,iceland,8.064,8.14,8.0,intergovernmental oceanographic commission (ioc) of unesco,st5,63.666,-13.664,2022
14,14.3,14.3.1,380,italy,8.002,8.138,7.819,intergovernmental oceanographic commission (ioc) of unesco,medsea,45.655,13.64,2012
14,14.3,14.3.1,380,italy,7.924,7.94,7.875,intergovernmental oceanographic commission (ioc) of unesco,medsea,45.679,13.61,2013
14,14.3,14.3.1,380,italy,8.088,8.21544,7.899,intergovernmental oceanographic commission (ioc) of unesco,c1_miramare,45.701,13.71,2020
14,14.3,14.3.1,380,italy,8.125,8.19855,7.969,intergovernmental oceanographic commission (ioc) of unesco,c1_miramare,45.701,13.71,2021
14,14.3,14.3.1,392,japan,8.118,8.192,8.071,intergovernmental oceanographic commission (ioc) of unesco,mutsu-sekinehamaport,41.378,141.24,2014
14,14.3,14.3.1,392,japan,8.119,8.199,8.058,intergovernmental oceanographic commission (ioc) of unesco,mutsu-sekinehamaport,41.378,141.24,2015
14,14.3,14.3.1,392,japan,8.117,8.193,8.039,intergovernmental oceanographic commission (ioc) of unesco,mutsu-sekinehamaport,41.378,141.24,2016
14,14.3,14.3.1,392,japan,8.121,8.23,8.052,intergovernmental oceanographic commission (ioc) of unesco,mutsu-sekinehamaport,41.378,141.24,2017
14,14.3,14.3.1,392,japan,8.111,8.377,7.81,intergovernmental oceanographic commission (ioc) of unesco,oshoro,43.757,141.35,2017
14,14.3,14.3.1,392,japan,8.16,8.622,7.911,intergovernmental oceanographic commission (ioc) of unesco,oshoro,43.757,141.35,2018
14,14.3,14.3.1,392,japan,8.12,8.248,8.037,intergovernmental oceanographic commission (ioc) of unesco,mutsu-sekinehamaport,41.378,141.24,2018
14,14.3,14.3.1,392,japan,8.15,8.177,8.134,intergovernmental oceanographic commission (ioc) of unesco,mutsu-sekinehamaport,41.378,141.24,2019
14,14.3,14.3.1,392,japan,8.179,8.695,7.886,intergovernmental oceanographic commission (ioc) of unesco,oshoro,43.757,141.35,2019
14,14.3,14.3.1,404,kenya,7.904,8.021,7.804,intergovernmental oceanographic commission (ioc) of unesco,diani,-4.34,39.58,2020
14,14.3,14.3.1,404,kenya,7.994,8.076,7.881,intergovernmental oceanographic commission (ioc) of unesco,gazi,-4.46,39.53,2020
14,14.3,14.3.1,404,kenya,7.956,8.019,7.901,intergovernmental oceanographic commission (ioc) of unesco,shimoni,-4.46,39.53,2020
14,14.3,14.3.1,404,kenya,7.898,7.903,7.894,intergovernmental oceanographic commission (ioc) of unesco,nyali,-4.06,39.72,2020
14,14.3,14.3.1,404,kenya,7.894,7.983,7.814,intergovernmental oceanographic commission (ioc) of unesco,malindi,-3.23,40.14,2020
14,14.3,14.3.1,404,kenya,7.97,7.989,7.95,intergovernmental oceanographic commission (ioc) of unesco,lamu,-2.217,40.979,2021
14,14.3,14.3.1,404,kenya,8.024,8.104,7.946,intergovernmental oceanographic commission (ioc) of unesco,malindi,-3.235,40.137,2021
14,14.3,14.3.1,404,kenya,7.99,8.063,7.924,intergovernmental oceanographic commission (ioc) of unesco,kuruwitu,-3.812,39.837,2021
14,14.3,14.3.1,404,kenya,7.997,8.049,7.918,intergovernmental oceanographic commission (ioc) of unesco,shimoni,-4.665,39.344,2021
14,14.3,14.3.1,404,kenya,8.028,8.065,8.012,intergovernmental oceanographic commission (ioc) of unesco,mombasa,-4.002,39.75,2021
14,14.3,14.3.1,404,kenya,7.944,8.015,7.89,intergovernmental oceanographic commission (ioc) of unesco,vanga,-4.675,39.268,2021
14,14.3,14.3.1,404,kenya,7.984,8.067,7.923,intergovernmental oceanographic commission (ioc) of unesco,gazi,-4.456,39.527,2021
14,14.3,14.3.1,404,kenya,7.963,7.993,7.944,intergovernmental oceanographic commission (ioc) of unesco,kilifi,-3.624,39.884,2021
14,14.3,14.3.1,404,kenya,8.012,8.123,7.947,intergovernmental oceanographic commission (ioc) of unesco,diani,-4.344,39.579,2021
14,14.3,14.3.1,404,kenya,7.918,8.132,7.704,intergovernmental oceanographic commission (ioc) of unesco,diani,-4.344,39.579,2022
14,14.3,14.3.1,404,kenya,7.95,8.026,7.899,intergovernmental oceanographic commission (ioc) of unesco,shimoni_wasini,-4.654,39.364,2022
14,14.3,14.3.1,404,kenya,7.959,8.023,7.925,intergovernmental oceanographic commission (ioc) of unesco,shimoni_chanjale,-4.668,39.344,2022
14,14.3,14.3.1,404,kenya,7.94,7.974,7.85,intergovernmental oceanographic commission (ioc) of unesco,mombasa_nyali,-4.061,39.724,2022
14,14.3,14.3.1,404,kenya,7.929,8.016,7.843,intergovernmental oceanographic commission (ioc) of unesco,mombasa_coral_garden,-4.002,39.75,2022
14,14.3,14.3.1,404,kenya,7.888,8.04,7.721,intergovernmental oceanographic commission (ioc) of unesco,malindi,-3.235,40.137,2022
14,14.3,14.3.1,404,kenya,7.916,8.051,7.812,intergovernmental oceanographic commission (ioc) of unesco,vanga,-4.675,39.268,2022
14,14.3,14.3.1,404,kenya,7.987,8.082,7.906,intergovernmental oceanographic commission (ioc) of unesco,kuruwitu,-3.812,39.837,2022
14,14.3,14.3.1,404,kenya,7.918,8.021,7.849,intergovernmental oceanographic commission (ioc) of unesco,kilifi,-3.624,39.884,2022
14,14.3,14.3.1,404,kenya,7.934,8.086,7.842,intergovernmental oceanographic commission (ioc) of unesco,gazi,-4.456,39.527,2022
14,14.3,14.3.1,414,kuwait,8.296,8.403,7.999,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2009
14,14.3,14.3.1,414,kuwait,8.15,8.379,8.005,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2010
14,14.3,14.3.1,414,kuwait,8.08,8.379,7.699,intergovernmental oceanographic commission (ioc) of unesco,kuwait,29.45,47.97,2010
14,14.3,14.3.1,414,kuwait,8.01,8.427,7.772,intergovernmental oceanographic commission (ioc) of unesco,kuwait,29.333,48.17,2011
14,14.3,14.3.1,414,kuwait,8.138,8.558,8.001,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2011
14,14.3,14.3.1,414,kuwait,8.218,8.501,8.022,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2012
14,14.3,14.3.1,414,kuwait,8.02,8.379,7.726,intergovernmental oceanographic commission (ioc) of unesco,kuwait,29.417,48.5,2012
14,14.3,14.3.1,414,kuwait,8.05,8.405,7.705,intergovernmental oceanographic commission (ioc) of unesco,kuwait,29.45,47.97,2013
14,14.3,14.3.1,414,kuwait,8.31,8.571,8.015,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2013
14,14.3,14.3.1,414,kuwait,8.298,8.476,8.057,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2014
14,14.3,14.3.1,414,kuwait,8.17,8.401,7.81,intergovernmental oceanographic commission (ioc) of unesco,kuwait,29.45,47.97,2014
14,14.3,14.3.1,414,kuwait,8.448,8.571,8.174,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2015
14,14.3,14.3.1,414,kuwait,8.19,8.459,7.275,intergovernmental oceanographic commission (ioc) of unesco,kuwait,29.518,48.25,2015
14,14.3,14.3.1,414,kuwait,8.268,8.424,8.077,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2016
14,14.3,14.3.1,414,kuwait,8.25,8.407,8.077,intergovernmental oceanographic commission (ioc) of unesco,kuwait,29.518,48.25,2016
14,14.3,14.3.1,414,kuwait,8.31,8.443,8.002,intergovernmental oceanographic commission (ioc) of unesco,kuwait,29.6,48.17,2017
14,14.3,14.3.1,414,kuwait,8.338,8.539,8.002,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2017
14,14.3,14.3.1,414,kuwait,8.367,8.54,8.079,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2018
14,14.3,14.3.1,414,kuwait,8.183,8.34,7.99,intergovernmental oceanographic commission (ioc) of unesco,stmpa-4,29.352,47.887,2019
14,14.3,14.3.1,414,kuwait,8.227,8.42,8.13,intergovernmental oceanographic commission (ioc) of unesco,stmpa-5,29.393,47.87,2019
14,14.3,14.3.1,414,kuwait,8.205,8.44,8.03,intergovernmental oceanographic commission (ioc) of unesco,stmpa-3,29.356,47.842,2019
14,14.3,14.3.1,414,kuwait,8.211,8.36,7.99,intergovernmental oceanographic commission (ioc) of unesco,stmpa-2,29.344,47.854,2019
14,14.3,14.3.1,414,kuwait,8.091,8.37,7.54,intergovernmental oceanographic commission (ioc) of unesco,stmpa-1,29.353,47.842,2019
14,14.3,14.3.1,414,kuwait,8.168,8.433,8.041,intergovernmental oceanographic commission (ioc) of unesco,ora,48.5,29.6,2019
14,14.3,14.3.1,414,kuwait,8.373,8.57,8.23,intergovernmental oceanographic commission (ioc) of unesco,stmpa-2,29.344,47.854,2020
14,14.3,14.3.1,414,kuwait,8.355,8.59,8.24,intergovernmental oceanographic commission (ioc) of unesco,stmpa-1,29.353,47.842,2020
14,14.3,14.3.1,414,kuwait,8.38,8.6,8.29,intergovernmental oceanographic commission (ioc) of unesco,stmpa-3,29.356,47.842,2020
14,14.3,14.3.1,414,kuwait,8.359,8.57,8.23,intergovernmental oceanographic commission (ioc) of unesco,stmpa-4,29.352,47.887,2020
14,14.3,14.3.1,414,kuwait,8.37,8.57,8.28,intergovernmental oceanographic commission (ioc) of unesco,stmpa-5,29.393,47.87,2020
14,14.3,14.3.1,414,kuwait,8.297,8.59,8.066,intergovernmental oceanographic commission (ioc) of unesco,stmpa-4,29.352,47.887,2021
14,14.3,14.3.1,414,kuwait,8.331,8.69,8.151,intergovernmental oceanographic commission (ioc) of unesco,stmpa-5,29.393,47.87,2021
14,14.3,14.3.1,414,kuwait,8.315,8.63,8.137,intergovernmental oceanographic commission (ioc) of unesco,stmpa-3,29.356,47.842,2021
14,14.3,14.3.1,414,kuwait,8.339,8.77,8.146,intergovernmental oceanographic commission (ioc) of unesco,stmpa-1,29.353,47.842,2021
14,14.3,14.3.1,414,kuwait,8.314,8.51,8.182,intergovernmental oceanographic commission (ioc) of unesco,stmpa-2,29.344,47.854,2021
14,14.3,14.3.1,480,mauritius,8.067,8.095,8.031,intergovernmental oceanographic commission (ioc) of unesco,albion,-20.348,57.552,2019
14,14.3,14.3.1,484,mexico,8.052,8.064,8.039,intergovernmental oceanographic commission (ioc) of unesco,boyaderecalada-mazatlan,23.15,-106.43,2016
