"SCENARIO","Scenario","PLASTIC_LEAKAGE_TO_OCEAN","Variable","TIME","Time","Value","Flag Codes","Flags"
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2030","2030",156.464334,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2031","2031",160.549133,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2032","2032",164.614746,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2033","2033",168.664514,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2034","2034",172.709591,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2035","2035",176.753387,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2036","2036",180.796627,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2037","2037",184.834071,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2038","2038",188.870064,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2039","2039",192.903018,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2040","2040",196.920212,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2041","2041",200.922604,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2042","2042",204.91092,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2043","2043",208.883174,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2044","2044",212.836849,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2045","2045",216.763746,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2046","2046",220.653353,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2047","2047",224.497457,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2048","2048",228.289978,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2049","2049",232.023712,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2050","2050",235.653375,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2051","2051",239.174197,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2052","2052",242.580654,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2053","2053",245.865572,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2054","2054",249.02326,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2055","2055",252.045166,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2056","2056",254.925328,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2057","2057",257.655472,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2058","2058",260.227017,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2059","2059",262.632407,,
"MODERATE-FULL","Regional Action policy scenario","ACCUMULATED_STOCK_IN_RIVERS","Accumulated stock in rivers and lakes","2060","2060",264.869057,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2019","2019",6.096337,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2020","2020",6.17708,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2021","2021",6.236463,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2022","2022",6.241082,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2023","2023",6.208426,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2024","2024",6.2063,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2025","2025",6.198434,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2026","2026",6.191735,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2027","2027",6.181751,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2028","2028",6.172371,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2029","2029",6.165881,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2030","2030",6.164283,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2031","2031",6.205727,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2032","2032",6.215146,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2033","2033",6.227769,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2034","2034",6.250489,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2035","2035",6.277625,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2036","2036",6.303353,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2037","2037",6.32214,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2038","2038",6.345347,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2039","2039",6.36573,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2040","2040",6.371304,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2041","2041",6.378184,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2042","2042",6.384361,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2043","2043",6.387754,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2044","2044",6.387032,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2045","2045",6.377636,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2046","2046",6.35573,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2047","2047",6.323298,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2048","2048",6.283663,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2049","2049",6.235196,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2050","2050",6.136291,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2051","2051",6.030085,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2052","2052",5.916019,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2053","2053",5.792077,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2054","2054",5.658275,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2055","2055",5.514879,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2056","2056",5.361158,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2057","2057",5.196657,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2058","2058",5.021021,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2059","2059",4.834039,,
"MODERATE-FULL","Regional Action policy scenario","PLAS_LEAKAGE_FROM_MIS_W_AND_L","Plastic leakage to water from mismanaged waste and litter","2060","2060",4.641629,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2019","2019",1.66125,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2020","2020",1.716709,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2021","2021",1.767494,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2022","2022",1.81327,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2023","2023",1.854605,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2024","2024",1.893612,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2025","2025",1.93015,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2026","2026",1.964951,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2027","2027",1.997841,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2028","2028",2.029504,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2029","2029",2.060317,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2030","2030",2.089955,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2031","2031",2.120439,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2032","2032",2.149639,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2033","2033",2.177949,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2034","2034",2.205888,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2035","2035",2.233426,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2036","2036",2.259943,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2037","2037",2.28504,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2038","2038",2.309234,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2039","2039",2.332631,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2040","2040",2.354542,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2041","2041",2.37569,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2042","2042",2.396015,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2043","2043",2.415406,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2044","2044",2.433654,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2045","2045",2.450572,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2046","2046",2.46584,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2047","2047",2.479373,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2048","2048",2.491177,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2049","2049",2.501217,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2050","2050",2.506733,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2051","2051",2.509541,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2052","2052",2.509552,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2053","2053",2.506714,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2054","2054",2.501051,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2055","2055",2.492545,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2056","2056",2.481142,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2057","2057",2.466757,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2058","2058",2.449282,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2059","2059",2.42864,,
"MODERATE-FULL","Regional Action policy scenario","TRANSPORT_TO_OCEANS","Transport to oceans","2060","2060",2.405046,,
