"LOCATION","Location","WATER_SOURCE","Water source","TIME","Time","Value","Flag Codes","Flags"
"USA1","United States","FRESHWATER","Freshwater","2019","2019",10.85359,,
"USA1","United States","FRESHWATER","Freshwater","2020","2020",10.98211,,
"USA1","United States","FRESHWATER","Freshwater","2021","2021",11.1058,,
"USA1","United States","FRESHWATER","Freshwater","2022","2022",11.22586,,
"USA1","United States","FRESHWATER","Freshwater","2023","2023",11.33888,,
"USA1","United States","FRESHWATER","Freshwater","2024","2024",11.44375,,
"USA1","United States","FRESHWATER","Freshwater","2025","2025",11.53985,,
"USA1","United States","FRESHWATER","Freshwater","2026","2026",11.62718,,
"USA1","United States","FRESHWATER","Freshwater","2027","2027",11.70532,,
"USA1","United States","FRESHWATER","Freshwater","2028","2028",11.77395,,
"USA1","United States","FRESHWATER","Freshwater","2029","2029",11.83256,,
"USA1","United States","FRESHWATER","Freshwater","2030","2030",11.88013,,
"USA1","United States","FRESHWATER","Freshwater","2031","2031",11.91635,,
"USA1","United States","FRESHWATER","Freshwater","2032","2032",11.94068,,
"USA1","United States","FRESHWATER","Freshwater","2033","2033",11.95272,,
"USA1","United States","FRESHWATER","Freshwater","2034","2034",11.95204,,
"USA1","United States","FRESHWATER","Freshwater","2035","2035",11.93822,,
"USA1","United States","FRESHWATER","Freshwater","2036","2036",11.91114,,
"USA1","United States","FRESHWATER","Freshwater","2037","2037",11.87077,,
"USA1","United States","FRESHWATER","Freshwater","2038","2038",11.8295,,
"USA1","United States","FRESHWATER","Freshwater","2039","2039",11.78862,,
"USA1","United States","FRESHWATER","Freshwater","2040","2040",11.75014,,
"USA1","United States","FRESHWATER","Freshwater","2041","2041",11.71399,,
"USA1","United States","FRESHWATER","Freshwater","2042","2042",11.68015,,
"USA1","United States","FRESHWATER","Freshwater","2043","2043",11.64846,,
"USA1","United States","FRESHWATER","Freshwater","2044","2044",11.61892,,
"USA1","United States","FRESHWATER","Freshwater","2045","2045",11.59153,,
"USA1","United States","FRESHWATER","Freshwater","2046","2046",11.56622,,
"USA1","United States","FRESHWATER","Freshwater","2047","2047",11.54278,,
"USA1","United States","FRESHWATER","Freshwater","2048","2048",11.52153,,
"USA1","United States","FRESHWATER","Freshwater","2049","2049",11.50208,,
"USA1","United States","FRESHWATER","Freshwater","2050","2050",11.48483,,
"USA1","United States","FRESHWATER","Freshwater","2051","2051",11.4696,,
"USA1","United States","FRESHWATER","Freshwater","2052","2052",11.45649,,
"USA1","United States","FRESHWATER","Freshwater","2053","2053",11.44521,,
"USA1","United States","FRESHWATER","Freshwater","2054","2054",11.43608,,
"USA1","United States","FRESHWATER","Freshwater","2055","2055",11.42859,,
"USA1","United States","FRESHWATER","Freshwater","2056","2056",11.42316,,
"USA1","United States","FRESHWATER","Freshwater","2057","2057",11.41959,,
"USA1","United States","FRESHWATER","Freshwater","2058","2058",11.41759,,
"USA1","United States","FRESHWATER","Freshwater","2059","2059",11.41767,,
"USA1","United States","FRESHWATER","Freshwater","2060","2060",11.41923,,
"OE6","OECD Non-EU","OCEAN","Ocean","2019","2019",1.43375692,,
"OE6","OECD Non-EU","OCEAN","Ocean","2020","2020",1.48694867,,
"OE6","OECD Non-EU","OCEAN","Ocean","2021","2021",1.54047758,,
"OE6","OECD Non-EU","OCEAN","Ocean","2022","2022",1.59444402,,
"OE6","OECD Non-EU","OCEAN","Ocean","2023","2023",1.6486445,,
"OE6","OECD Non-EU","OCEAN","Ocean","2024","2024",1.70317222,,
"OE6","OECD Non-EU","OCEAN","Ocean","2025","2025",1.75782606,,
"OE6","OECD Non-EU","OCEAN","Ocean","2026","2026",1.81270443,,
"OE6","OECD Non-EU","OCEAN","Ocean","2027","2027",1.86761602,,
"OE6","OECD Non-EU","OCEAN","Ocean","2028","2028",1.92254302,,
"OE6","OECD Non-EU","OCEAN","Ocean","2029","2029",1.97749133,,
"OE6","OECD Non-EU","OCEAN","Ocean","2030","2030",2.03224384,,
"OE6","OECD Non-EU","OCEAN","Ocean","2031","2031",2.08701666,,
"OE6","OECD Non-EU","OCEAN","Ocean","2032","2032",2.14148166,,
"OE6","OECD Non-EU","OCEAN","Ocean","2033","2033",2.19574586,,
"OE6","OECD Non-EU","OCEAN","Ocean","2034","2034",2.24970124,,
"OE6","OECD Non-EU","OCEAN","Ocean","2035","2035",2.30325359,,
"OE6","OECD Non-EU","OCEAN","Ocean","2036","2036",2.35638501,,
"OE6","OECD Non-EU","OCEAN","Ocean","2037","2037",2.4089734,,
"OE6","OECD Non-EU","OCEAN","Ocean","2038","2038",2.46103854,,
"OE6","OECD Non-EU","OCEAN","Ocean","2039","2039",2.51234833,,
"OE6","OECD Non-EU","OCEAN","Ocean","2040","2040",2.56300166,,
"OE6","OECD Non-EU","OCEAN","Ocean","2041","2041",2.61277812,,
"OE6","OECD Non-EU","OCEAN","Ocean","2042","2042",2.6616748,,
"OE6","OECD Non-EU","OCEAN","Ocean","2043","2043",2.7094824,,
"OE6","OECD Non-EU","OCEAN","Ocean","2044","2044",2.75618899,,
"OE6","OECD Non-EU","OCEAN","Ocean","2045","2045",2.80168227,,
"OE6","OECD Non-EU","OCEAN","Ocean","2046","2046",2.84595103,,
"OE6","OECD Non-EU","OCEAN","Ocean","2047","2047",2.88869546,,
"OE6","OECD Non-EU","OCEAN","Ocean","2048","2048",2.92990124,,
"OE6","OECD Non-EU","OCEAN","Ocean","2049","2049",2.96958046,,
"OE6","OECD Non-EU","OCEAN","Ocean","2050","2050",3.00780261,,
"OE6","OECD Non-EU","OCEAN","Ocean","2051","2051",3.0447103,,
"OE6","OECD Non-EU","OCEAN","Ocean","2052","2052",3.08029341,,
"OE6","OECD Non-EU","OCEAN","Ocean","2053","2053",3.11465196,,
"OE6","OECD Non-EU","OCEAN","Ocean","2054","2054",3.14786574,,
"OE6","OECD Non-EU","OCEAN","Ocean","2055","2055",3.18005697,,
"OE6","OECD Non-EU","OCEAN","Ocean","2056","2056",3.21108343,,
"OE6","OECD Non-EU","OCEAN","Ocean","2057","2057",3.24126704,,
"OE6","OECD Non-EU","OCEAN","Ocean","2058","2058",3.2703967,,
"OE6","OECD Non-EU","OCEAN","Ocean","2059","2059",3.2986735,,
"OE6","OECD Non-EU","OCEAN","Ocean","2060","2060",3.32618836,,
"CHN1","China","FRESHWATER","Freshwater","2019","2019",26.45594,,
"CHN1","China","FRESHWATER","Freshwater","2020","2020",27.56049,,
"CHN1","China","FRESHWATER","Freshwater","2021","2021",28.67713,,
"CHN1","China","FRESHWATER","Freshwater","2022","2022",29.81271,,
"CHN1","China","FRESHWATER","Freshwater","2023","2023",30.96305,,
"CHN1","China","FRESHWATER","Freshwater","2024","2024",32.12596,,
"CHN1","China","FRESHWATER","Freshwater","2025","2025",33.30363,,
"CHN1","China","FRESHWATER","Freshwater","2026","2026",34.4976,,
"CHN1","China","FRESHWATER","Freshwater","2027","2027",35.709,,
"CHN1","China","FRESHWATER","Freshwater","2028","2028",36.9388,,
"CHN1","China","FRESHWATER","Freshwater","2029","2029",38.1868,,
"CHN1","China","FRESHWATER","Freshwater","2030","2030",39.453,,
"CHN1","China","FRESHWATER","Freshwater","2031","2031",40.7371,,
"CHN1","China","FRESHWATER","Freshwater","2032","2032",42.0391,,
"CHN1","China","FRESHWATER","Freshwater","2033","2033",43.3589,,
"CHN1","China","FRESHWATER","Freshwater","2034","2034",44.6967,,
"CHN1","China","FRESHWATER","Freshwater","2035","2035",46.0526,,
"CHN1","China","FRESHWATER","Freshwater","2036","2036",47.4266,,
"CHN1","China","FRESHWATER","Freshwater","2037","2037",48.8184,,
"CHN1","China","FRESHWATER","Freshwater","2038","2038",50.2274,,
"CHN1","China","FRESHWATER","Freshwater","2039","2039",51.653,,
"CHN1","China","FRESHWATER","Freshwater","2040","2040",53.0912,,
"CHN1","China","FRESHWATER","Freshwater","2041","2041",54.5412,,
"CHN1","China","FRESHWATER","Freshwater","2042","2042",56.0019,,
"CHN1","China","FRESHWATER","Freshwater","2043","2043",57.4721,,
"CHN1","China","FRESHWATER","Freshwater","2044","2044",58.9509,,
"CHN1","China","FRESHWATER","Freshwater","2045","2045",60.4369,,
"CHN1","China","FRESHWATER","Freshwater","2046","2046",61.929,,
"CHN1","China","FRESHWATER","Freshwater","2047","2047",63.426,,
"CHN1","China","FRESHWATER","Freshwater","2048","2048",64.9269,,
"CHN1","China","FRESHWATER","Freshwater","2049","2049",66.4309,,
"CHN1","China","FRESHWATER","Freshwater","2050","2050",67.9331,,
"CHN1","China","FRESHWATER","Freshwater","2051","2051",69.4329,,
"CHN1","China","FRESHWATER","Freshwater","2052","2052",70.9298,,
"CHN1","China","FRESHWATER","Freshwater","2053","2053",72.423,,
"CHN1","China","FRESHWATER","Freshwater","2054","2054",73.9119,,
"CHN1","China","FRESHWATER","Freshwater","2055","2055",75.3962,,
"CHN1","China","FRESHWATER","Freshwater","2056","2056",76.8779,,
"CHN1","China","FRESHWATER","Freshwater","2057","2057",78.357,,
"CHN1","China","FRESHWATER","Freshwater","2058","2058",79.8332,,
"CHN1","China","FRESHWATER","Freshwater","2059","2059",81.3061,,
"CHN1","China","FRESHWATER","Freshwater","2060","2060",82.7766,,
"OAM","Other OECD America","OCEAN","Ocean","2019","2019",1.05136999,,
"OAM","Other OECD America","OCEAN","Ocean","2020","2020",1.09919715,,
"OAM","Other OECD America","OCEAN","Ocean","2021","2021",1.14801631,,
"OAM","Other OECD America","OCEAN","Ocean","2022","2022",1.19774214,,
"OAM","Other OECD America","OCEAN","Ocean","2023","2023",1.24845041,,
"OAM","Other OECD America","OCEAN","Ocean","2024","2024",1.30002427,,
"OAM","Other OECD America","OCEAN","Ocean","2025","2025",1.35237976,,
"OAM","Other OECD America","OCEAN","Ocean","2026","2026",1.40550202,,
"OAM","Other OECD America","OCEAN","Ocean","2027","2027",1.45950504,,
"OAM","Other OECD America","OCEAN","Ocean","2028","2028",1.51419903,,
"OAM","Other OECD America","OCEAN","Ocean","2029","2029",1.56956409,,
"OAM","Other OECD America","OCEAN","Ocean","2030","2030",1.62562222,,
"OAM","Other OECD America","OCEAN","Ocean","2031","2031",1.6823704,,
"OAM","Other OECD America","OCEAN","Ocean","2032","2032",1.73970786,,
"OAM","Other OECD America","OCEAN","Ocean","2033","2033",1.79771747,,
"OAM","Other OECD America","OCEAN","Ocean","2034","2034",1.85632645,,
"OAM","Other OECD America","OCEAN","Ocean","2035","2035",1.91552689,,
"OAM","Other OECD America","OCEAN","Ocean","2036","2036",1.9752276,,
"OAM","Other OECD America","OCEAN","Ocean","2037","2037",2.03552796,,
"OAM","Other OECD America","OCEAN","Ocean","2038","2038",2.09632979,,
"OAM","Other OECD America","OCEAN","Ocean","2039","2039",2.15762127,,
"OAM","Other OECD America","OCEAN","Ocean","2040","2040",2.21940332,,
"OAM","Other OECD America","OCEAN","Ocean","2041","2041",2.28168482,,
"OAM","Other OECD America","OCEAN","Ocean","2042","2042",2.34426588,,
"OAM","Other OECD America","OCEAN","Ocean","2043","2043",2.40732569,,
"OAM","Other OECD America","OCEAN","Ocean","2044","2044",2.47078606,,
"OAM","Other OECD America","OCEAN","Ocean","2045","2045",2.53462528,,
"OAM","Other OECD America","OCEAN","Ocean","2046","2046",2.59877215,,
"OAM","Other OECD America","OCEAN","Ocean","2047","2047",2.66320867,,
"OAM","Other OECD America","OCEAN","Ocean","2048","2048",2.72792403,,
"OAM","Other OECD America","OCEAN","Ocean","2049","2049",2.79281704,,
"OAM","Other OECD America","OCEAN","Ocean","2050","2050",2.8580068,,
"OAM","Other OECD America","OCEAN","Ocean","2051","2051",2.92337519,,
"OAM","Other OECD America","OCEAN","Ocean","2052","2052",2.98890032,,
"OAM","Other OECD America","OCEAN","Ocean","2053","2053",3.05451208,,
"OAM","Other OECD America","OCEAN","Ocean","2054","2054",3.12019948,,
"OAM","Other OECD America","OCEAN","Ocean","2055","2055",3.1858537,,
"OAM","Other OECD America","OCEAN","Ocean","2056","2056",3.25167244,,
"OAM","Other OECD America","OCEAN","Ocean","2057","2057",3.31734591,,
"OAM","Other OECD America","OCEAN","Ocean","2058","2058",3.38298509,,
"OAM","Other OECD America","OCEAN","Ocean","2059","2059",3.44847679,,
"OAM","Other OECD America","OCEAN","Ocean","2060","2060",3.51392329,,
"OAF","Other Africa","OCEAN","Ocean","2019","2019",2.97593155,,
"OAF","Other Africa","OCEAN","Ocean","2020","2020",3.18876707,,
"OAF","Other Africa","OCEAN","Ocean","2021","2021",3.41008501,,
"OAF","Other Africa","OCEAN","Ocean","2022","2022",3.64023117,,
"OAF","Other Africa","OCEAN","Ocean","2023","2023",3.8787637,,
"OAF","Other Africa","OCEAN","Ocean","2024","2024",4.12586939,,
"OAF","Other Africa","OCEAN","Ocean","2025","2025",4.38168297,,
"OAF","Other Africa","OCEAN","Ocean","2026","2026",4.64626758,,
"OAF","Other Africa","OCEAN","Ocean","2027","2027",4.91991835,,
"OAF","Other Africa","OCEAN","Ocean","2028","2028",5.2027985,,
"OAF","Other Africa","OCEAN","Ocean","2029","2029",5.49520417,,
"OAF","Other Africa","OCEAN","Ocean","2030","2030",5.7977159,,
"OAF","Other Africa","OCEAN","Ocean","2031","2031",6.11077095,,
"OAF","Other Africa","OCEAN","Ocean","2032","2032",6.43485528,,
"OAF","Other Africa","OCEAN","Ocean","2033","2033",6.77032676,,
"OAF","Other Africa","OCEAN","Ocean","2034","2034",7.11764333,,
"OAF","Other Africa","OCEAN","Ocean","2035","2035",7.47731176,,
"OAF","Other Africa","OCEAN","Ocean","2036","2036",7.84967903,,
"OAF","Other Africa","OCEAN","Ocean","2037","2037",8.23522268,,
"OAF","Other Africa","OCEAN","Ocean","2038","2038",8.63453279,,
"OAF","Other Africa","OCEAN","Ocean","2039","2039",9.04788303,,
"OAF","Other Africa","OCEAN","Ocean","2040","2040",9.4763995,,
"OAF","Other Africa","OCEAN","Ocean","2041","2041",9.9208729,,
"OAF","Other Africa","OCEAN","Ocean","2042","2042",10.3818555,,
"OAF","Other Africa","OCEAN","Ocean","2043","2043",10.8601573,,
"OAF","Other Africa","OCEAN","Ocean","2044","2044",11.3565113,,
"OAF","Other Africa","OCEAN","Ocean","2045","2045",11.8716976,,
"OAF","Other Africa","OCEAN","Ocean","2046","2046",12.4064183,,
"OAF","Other Africa","OCEAN","Ocean","2047","2047",12.9614043,,
"OAF","Other Africa","OCEAN","Ocean","2048","2048",13.5372592,,
"OAF","Other Africa","OCEAN","Ocean","2049","2049",14.1349029,,
"OAF","Other Africa","OCEAN","Ocean","2050","2050",14.7554027,,
"OAF","Other Africa","OCEAN","Ocean","2051","2051",15.3998906,,
"OAF","Other Africa","OCEAN","Ocean","2052","2052",16.0692279,,
"OAF","Other Africa","OCEAN","Ocean","2053","2053",16.7641175,,
"OAF","Other Africa","OCEAN","Ocean","2054","2054",17.4860718,,
"OAF","Other Africa","OCEAN","Ocean","2055","2055",18.2356007,,
"OAF","Other Africa","OCEAN","Ocean","2056","2056",19.0137376,,
"OAF","Other Africa","OCEAN","Ocean","2057","2057",19.8214744,,
"OAF","Other Africa","OCEAN","Ocean","2058","2058",20.6596433,,
"OAF","Other Africa","OCEAN","Ocean","2059","2059",21.5290666,,
"OAF","Other Africa","OCEAN","Ocean","2060","2060",22.4308453,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2019","2019",9.40268,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2020","2020",10.07034,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2021","2021",10.74931,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2022","2022",11.44034,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2023","2023",12.14431,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2024","2024",12.86111,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2025","2025",13.59102,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2026","2026",14.33514,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2027","2027",15.09336,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2028","2028",15.86618,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2029","2029",16.6536,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2030","2030",17.45541,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2031","2031",18.27163,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2032","2032",19.10226,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2033","2033",19.94779,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2034","2034",20.80844,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2035","2035",21.6845,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2036","2036",22.5765,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2037","2037",23.48472,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2038","2038",24.40937,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2039","2039",25.35077,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2040","2040",26.31001,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2041","2041",27.28711,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2042","2042",28.28215,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2043","2043",29.29516,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2044","2044",30.32622,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2045","2045",31.37565,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2046","2046",32.44335,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2047","2047",33.52931,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2048","2048",34.63343,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2049","2049",35.75553,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2050","2050",36.8946,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2051","2051",38.05084,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2052","2052",39.22414,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2053","2053",40.41432,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2054","2054",41.62115,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2055","2055",42.84446,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2056","2056",44.08423,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2057","2057",45.34006,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2058","2058",46.61186,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2059","2059",47.89931,,
"ODA","Other non-OECD Asia","FRESHWATER","Freshwater","2060","2060",49.20243,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2019","2019",1.760635,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2020","2020",1.769101,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2021","2021",1.77848,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2022","2022",1.788787,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2023","2023",1.799715,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2024","2024",1.810919,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2025","2025",1.822501,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2026","2026",1.834075,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2027","2027",1.845743,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2028","2028",1.857247,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2029","2029",1.868737,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2030","2030",1.879767,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2031","2031",1.890415,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2032","2032",1.900654,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2033","2033",1.910463,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2034","2034",1.919913,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2035","2035",1.928784,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2036","2036",1.937256,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2037","2037",1.94511,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2038","2038",1.952535,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2039","2039",1.959331,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2040","2040",1.965408,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2041","2041",1.970876,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2042","2042",1.975524,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2043","2043",1.979561,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2044","2044",1.982888,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2045","2045",1.985504,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2046","2046",1.987318,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2047","2047",1.98851,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2048","2048",1.98891,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2049","2049",1.988807,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2050","2050",1.989458,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2051","2051",1.990765,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2052","2052",1.99247,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2053","2053",1.994718,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2054","2054",1.997359,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2055","2055",2.000451,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2056","2056",2.003854,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2057","2057",2.007537,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2058","2058",2.011567,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2059","2059",2.015817,,
"OPA","OECD Asia","FRESHWATER","Freshwater","2060","2060",2.020369,,
"RAN","Other Eurasia","OCEAN","Ocean","2019","2019",0.402384217,,
"RAN","Other Eurasia","OCEAN","Ocean","2020","2020",0.427501028,,
"RAN","Other Eurasia","OCEAN","Ocean","2021","2021",0.453656274,,
"RAN","Other Eurasia","OCEAN","Ocean","2022","2022",0.480829945,,
"RAN","Other Eurasia","OCEAN","Ocean","2023","2023",0.509005313,,
"RAN","Other Eurasia","OCEAN","Ocean","2024","2024",0.538171397,,
"RAN","Other Eurasia","OCEAN","Ocean","2025","2025",0.568307477,,
"RAN","Other Eurasia","OCEAN","Ocean","2026","2026",0.599408685,,
"RAN","Other Eurasia","OCEAN","Ocean","2027","2027",0.63145512,,
"RAN","Other Eurasia","OCEAN","Ocean","2028","2028",0.664428904,,
"RAN","Other Eurasia","OCEAN","Ocean","2029","2029",0.698327158,,
"RAN","Other Eurasia","OCEAN","Ocean","2030","2030",0.733144251,,
"RAN","Other Eurasia","OCEAN","Ocean","2031","2031",0.768850966,,
"RAN","Other Eurasia","OCEAN","Ocean","2032","2032",0.805463543,,
"RAN","Other Eurasia","OCEAN","Ocean","2033","2033",0.842969053,,
"RAN","Other Eurasia","OCEAN","Ocean","2034","2034",0.881371848,,
"RAN","Other Eurasia","OCEAN","Ocean","2035","2035",0.920661078,,
"RAN","Other Eurasia","OCEAN","Ocean","2036","2036",0.960839795,,
"RAN","Other Eurasia","OCEAN","Ocean","2037","2037",1.00191506,,
"RAN","Other Eurasia","OCEAN","Ocean","2038","2038",1.04389093,,
"RAN","Other Eurasia","OCEAN","Ocean","2039","2039",1.08675056,,
"RAN","Other Eurasia","OCEAN","Ocean","2040","2040",1.1305219,,
"RAN","Other Eurasia","OCEAN","Ocean","2041","2041",1.17518611,,
"RAN","Other Eurasia","OCEAN","Ocean","2042","2042",1.22070821,,
"RAN","Other Eurasia","OCEAN","Ocean","2043","2043",1.26720037,,
"RAN","Other Eurasia","OCEAN","Ocean","2044","2044",1.31456548,,
"RAN","Other Eurasia","OCEAN","Ocean","2045","2045",1.36290673,,
"RAN","Other Eurasia","OCEAN","Ocean","2046","2046",1.41212724,,
"RAN","Other Eurasia","OCEAN","Ocean","2047","2047",1.46222589,,
"RAN","Other Eurasia","OCEAN","Ocean","2048","2048",1.5133058,,
"RAN","Other Eurasia","OCEAN","Ocean","2049","2049",1.56527007,,
"RAN","Other Eurasia","OCEAN","Ocean","2050","2050",1.61811259,,
"RAN","Other Eurasia","OCEAN","Ocean","2051","2051",1.67193647,,
"RAN","Other Eurasia","OCEAN","Ocean","2052","2052",1.7266379,,
"RAN","Other Eurasia","OCEAN","Ocean","2053","2053",1.7822158,,
"RAN","Other Eurasia","OCEAN","Ocean","2054","2054",1.83868925,,
"RAN","Other Eurasia","OCEAN","Ocean","2055","2055",1.89613527,,
"RAN","Other Eurasia","OCEAN","Ocean","2056","2056",1.95436094,,
"RAN","Other Eurasia","OCEAN","Ocean","2057","2057",2.01358429,,
"RAN","Other Eurasia","OCEAN","Ocean","2058","2058",2.07369229,,
"RAN","Other Eurasia","OCEAN","Ocean","2059","2059",2.13459416,,
"RAN","Other Eurasia","OCEAN","Ocean","2060","2060",2.196492,,
"LAM","Latin America","OCEAN","Ocean","2019","2019",2.72676489,,
"LAM","Latin America","OCEAN","Ocean","2020","2020",2.90821853,,
"LAM","Latin America","OCEAN","Ocean","2021","2021",3.09578022,,
"LAM","Latin America","OCEAN","Ocean","2022","2022",3.28919227,,
"LAM","Latin America","OCEAN","Ocean","2023","2023",3.48855419,,
"LAM","Latin America","OCEAN","Ocean","2024","2024",3.69375788,,
"LAM","Latin America","OCEAN","Ocean","2025","2025",3.90465035,,
"LAM","Latin America","OCEAN","Ocean","2026","2026",4.12127369,,
"LAM","Latin America","OCEAN","Ocean","2027","2027",4.34340831,,
"LAM","Latin America","OCEAN","Ocean","2028","2028",4.5708928,,
"LAM","Latin America","OCEAN","Ocean","2029","2029",4.80371938,,
"LAM","Latin America","OCEAN","Ocean","2030","2030",5.04169764,,
"LAM","Latin America","OCEAN","Ocean","2031","2031",5.28475909,,
"LAM","Latin America","OCEAN","Ocean","2032","2032",5.53300212,,
"LAM","Latin America","OCEAN","Ocean","2033","2033",5.78604884,,
"LAM","Latin America","OCEAN","Ocean","2034","2034",6.04411986,,
"LAM","Latin America","OCEAN","Ocean","2035","2035",6.30694408,,
"LAM","Latin America","OCEAN","Ocean","2036","2036",6.57453149,,
"LAM","Latin America","OCEAN","Ocean","2037","2037",6.84676421,,
"LAM","Latin America","OCEAN","Ocean","2038","2038",7.12356162,,
"LAM","Latin America","OCEAN","Ocean","2039","2039",7.40490414,,
"LAM","Latin America","OCEAN","Ocean","2040","2040",7.69070286,,
"LAM","Latin America","OCEAN","Ocean","2041","2041",7.9807663,,
"LAM","Latin America","OCEAN","Ocean","2042","2042",8.27531085,,
"LAM","Latin America","OCEAN","Ocean","2043","2043",8.57406322,,
"LAM","Latin America","OCEAN","Ocean","2044","2044",8.87711512,,
"LAM","Latin America","OCEAN","Ocean","2045","2045",9.1844161,,
"LAM","Latin America","OCEAN","Ocean","2046","2046",9.4958356,,
"LAM","Latin America","OCEAN","Ocean","2047","2047",9.8113948,,
"LAM","Latin America","OCEAN","Ocean","2048","2048",10.1309041,,
"LAM","Latin America","OCEAN","Ocean","2049","2049",10.4545723,,
"LAM","Latin America","OCEAN","Ocean","2050","2050",10.7820722,,
"LAM","Latin America","OCEAN","Ocean","2051","2051",11.1134231,,
"LAM","Latin America","OCEAN","Ocean","2052","2052",11.4485329,,
"LAM","Latin America","OCEAN","Ocean","2053","2053",11.7874046,,
"LAM","Latin America","OCEAN","Ocean","2054","2054",12.1299283,,
