"LOCATION","Location","WATER_SOURCE","Water source","TIME","Time","Value","Flag Codes","Flags"
"O22","OECD EU ","OCEAN","Ocean","2030","2030",4.79863343,,
"O22","OECD EU ","OCEAN","Ocean","2031","2031",4.90833981,,
"O22","OECD EU ","OCEAN","Ocean","2032","2032",5.01750623,,
"O22","OECD EU ","OCEAN","Ocean","2033","2033",5.1260326,,
"O22","OECD EU ","OCEAN","Ocean","2034","2034",5.2339993,,
"O22","OECD EU ","OCEAN","Ocean","2035","2035",5.34121383,,
"O22","OECD EU ","OCEAN","Ocean","2036","2036",5.44764529,,
"O22","OECD EU ","OCEAN","Ocean","2037","2037",5.55340467,,
"O22","OECD EU ","OCEAN","Ocean","2038","2038",5.65828085,,
"O22","OECD EU ","OCEAN","Ocean","2039","2039",5.76216074,,
"O22","OECD EU ","OCEAN","Ocean","2040","2040",5.86522503,,
"O22","OECD EU ","OCEAN","Ocean","2041","2041",5.9671727,,
"O22","OECD EU ","OCEAN","Ocean","2042","2042",6.06800155,,
"O22","OECD EU ","OCEAN","Ocean","2043","2043",6.16777157,,
"O22","OECD EU ","OCEAN","Ocean","2044","2044",6.26621065,,
"O22","OECD EU ","OCEAN","Ocean","2045","2045",6.36328907,,
"O22","OECD EU ","OCEAN","Ocean","2046","2046",6.45908964,,
"O22","OECD EU ","OCEAN","Ocean","2047","2047",6.55333363,,
"O22","OECD EU ","OCEAN","Ocean","2048","2048",6.64607214,,
"O22","OECD EU ","OCEAN","Ocean","2049","2049",6.73710596,,
"O22","OECD EU ","OCEAN","Ocean","2050","2050",6.82646337,,
"O22","OECD EU ","OCEAN","Ocean","2051","2051",6.9141064,,
"O22","OECD EU ","OCEAN","Ocean","2052","2052",6.9999328,,
"O22","OECD EU ","OCEAN","Ocean","2053","2053",7.0838436,,
"O22","OECD EU ","OCEAN","Ocean","2054","2054",7.1657889,,
"O22","OECD EU ","OCEAN","Ocean","2055","2055",7.2458791,,
"O22","OECD EU ","OCEAN","Ocean","2056","2056",7.3242061,,
"O22","OECD EU ","OCEAN","Ocean","2057","2057",7.4007698,,
"O22","OECD EU ","OCEAN","Ocean","2058","2058",7.4755482,,
"O22","OECD EU ","OCEAN","Ocean","2059","2059",7.5487543,,
"O22","OECD EU ","OCEAN","Ocean","2060","2060",7.6203653,,
"OAF","Other Africa","FRESHWATER","Freshwater","2019","2019",10.30006,,
"OAF","Other Africa","FRESHWATER","Freshwater","2020","2020",10.8737,,
"OAF","Other Africa","FRESHWATER","Freshwater","2021","2021",11.45358,,
"OAF","Other Africa","FRESHWATER","Freshwater","2022","2022",12.04149,,
"OAF","Other Africa","FRESHWATER","Freshwater","2023","2023",12.63425,,
"OAF","Other Africa","FRESHWATER","Freshwater","2024","2024",13.23414,,
"OAF","Other Africa","FRESHWATER","Freshwater","2025","2025",13.84217,,
"OAF","Other Africa","FRESHWATER","Freshwater","2026","2026",14.45897,,
"OAF","Other Africa","FRESHWATER","Freshwater","2027","2027",15.08605,,
"OAF","Other Africa","FRESHWATER","Freshwater","2028","2028",15.72521,,
"OAF","Other Africa","FRESHWATER","Freshwater","2029","2029",16.37778,,
"OAF","Other Africa","FRESHWATER","Freshwater","2030","2030",17.05479,,
"OAF","Other Africa","FRESHWATER","Freshwater","2031","2031",17.75548,,
"OAF","Other Africa","FRESHWATER","Freshwater","2032","2032",18.48038,,
"OAF","Other Africa","FRESHWATER","Freshwater","2033","2033",19.23034,,
"OAF","Other Africa","FRESHWATER","Freshwater","2034","2034",20.00621,,
"OAF","Other Africa","FRESHWATER","Freshwater","2035","2035",20.80863,,
"OAF","Other Africa","FRESHWATER","Freshwater","2036","2036",21.63823,,
"OAF","Other Africa","FRESHWATER","Freshwater","2037","2037",22.49607,,
"OAF","Other Africa","FRESHWATER","Freshwater","2038","2038",23.38299,,
"OAF","Other Africa","FRESHWATER","Freshwater","2039","2039",24.29972,,
"OAF","Other Africa","FRESHWATER","Freshwater","2040","2040",25.25853,,
"OAF","Other Africa","FRESHWATER","Freshwater","2041","2041",26.25868,,
"OAF","Other Africa","FRESHWATER","Freshwater","2042","2042",27.30095,,
"OAF","Other Africa","FRESHWATER","Freshwater","2043","2043",28.3862,,
"OAF","Other Africa","FRESHWATER","Freshwater","2044","2044",29.51522,,
"OAF","Other Africa","FRESHWATER","Freshwater","2045","2045",30.68875,,
"OAF","Other Africa","FRESHWATER","Freshwater","2046","2046",31.9071,,
"OAF","Other Africa","FRESHWATER","Freshwater","2047","2047",33.1711,,
"OAF","Other Africa","FRESHWATER","Freshwater","2048","2048",34.4816,,
"OAF","Other Africa","FRESHWATER","Freshwater","2049","2049",35.8395,,
"OAF","Other Africa","FRESHWATER","Freshwater","2050","2050",37.2573,,
"OAF","Other Africa","FRESHWATER","Freshwater","2051","2051",38.7344,,
"OAF","Other Africa","FRESHWATER","Freshwater","2052","2052",40.2712,,
"OAF","Other Africa","FRESHWATER","Freshwater","2053","2053",41.8686,,
"OAF","Other Africa","FRESHWATER","Freshwater","2054","2054",43.5272,,
"OAF","Other Africa","FRESHWATER","Freshwater","2055","2055",45.2483,,
"OAF","Other Africa","FRESHWATER","Freshwater","2056","2056",47.0319,,
"OAF","Other Africa","FRESHWATER","Freshwater","2057","2057",48.8792,,
"OAF","Other Africa","FRESHWATER","Freshwater","2058","2058",50.7908,,
"OAF","Other Africa","FRESHWATER","Freshwater","2059","2059",52.767,,
"OAF","Other Africa","FRESHWATER","Freshwater","2060","2060",54.8086,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2019","2019",9.02561,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2020","2020",9.49132,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2021","2021",9.95554,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2022","2022",10.41806,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2023","2023",10.87876,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2024","2024",11.33723,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2025","2025",11.79326,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2026","2026",12.24684,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2027","2027",12.69786,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2028","2028",13.14602,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2029","2029",13.5909,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2030","2030",14.03251,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2031","2031",14.47094,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2032","2032",14.90668,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2033","2033",15.34054,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2034","2034",15.77351,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2035","2035",16.20608,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2036","2036",16.63936,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2037","2037",17.07374,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2038","2038",17.50943,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2039","2039",17.94671,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2040","2040",18.3866,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2041","2041",18.82929,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2042","2042",19.27498,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2043","2043",19.72386,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2044","2044",20.17606,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2045","2045",20.63175,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2046","2046",21.09075,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2047","2047",21.55295,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2048","2048",22.01815,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2049","2049",22.48587,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2050","2050",22.95538,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2051","2051",23.42651,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2052","2052",23.89884,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2053","2053",24.37177,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2054","2054",24.84511,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2055","2055",25.3184,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2056","2056",25.7917,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2057","2057",26.2647,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2058","2058",26.7377,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2059","2059",27.2105,,
"RAN","Other Eurasia","FRESHWATER","Freshwater","2060","2060",27.6839,,
"EU5","Other EU","OCEAN","Ocean","2019","2019",0.0530185823,,
"EU5","Other EU","OCEAN","Ocean","2020","2020",0.0554835378,,
"EU5","Other EU","OCEAN","Ocean","2021","2021",0.0580059215,,
"EU5","Other EU","OCEAN","Ocean","2022","2022",0.0605863882,,
"EU5","Other EU","OCEAN","Ocean","2023","2023",0.0632208149,,
"EU5","Other EU","OCEAN","Ocean","2024","2024",0.0659080917,,
"EU5","Other EU","OCEAN","Ocean","2025","2025",0.0686477255,,
"EU5","Other EU","OCEAN","Ocean","2026","2026",0.0714379063,,
"EU5","Other EU","OCEAN","Ocean","2027","2027",0.074278148,,
"EU5","Other EU","OCEAN","Ocean","2028","2028",0.0771657207,,
"EU5","Other EU","OCEAN","Ocean","2029","2029",0.0801006052,,
"EU5","Other EU","OCEAN","Ocean","2030","2030",0.0830783365,,
"EU5","Other EU","OCEAN","Ocean","2031","2031",0.0860974054,,
"EU5","Other EU","OCEAN","Ocean","2032","2032",0.0891557239,,
"EU5","Other EU","OCEAN","Ocean","2033","2033",0.0922491837,,
"EU5","Other EU","OCEAN","Ocean","2034","2034",0.095376079,,
"EU5","Other EU","OCEAN","Ocean","2035","2035",0.098533621,,
"EU5","Other EU","OCEAN","Ocean","2036","2036",0.101718302,,
"EU5","Other EU","OCEAN","Ocean","2037","2037",0.104926905,,
"EU5","Other EU","OCEAN","Ocean","2038","2038",0.108156458,,
"EU5","Other EU","OCEAN","Ocean","2039","2039",0.111402627,,
"EU5","Other EU","OCEAN","Ocean","2040","2040",0.114662414,,
"EU5","Other EU","OCEAN","Ocean","2041","2041",0.117927708,,
"EU5","Other EU","OCEAN","Ocean","2042","2042",0.121199997,,
"EU5","Other EU","OCEAN","Ocean","2043","2043",0.124466073,,
"EU5","Other EU","OCEAN","Ocean","2044","2044",0.127725644,,
"EU5","Other EU","OCEAN","Ocean","2045","2045",0.130978491,,
"EU5","Other EU","OCEAN","Ocean","2046","2046",0.134203501,,
"EU5","Other EU","OCEAN","Ocean","2047","2047",0.137411466,,
"EU5","Other EU","OCEAN","Ocean","2048","2048",0.140581985,,
"EU5","Other EU","OCEAN","Ocean","2049","2049",0.143713136,,
"EU5","Other EU","OCEAN","Ocean","2050","2050",0.146812239,,
"EU5","Other EU","OCEAN","Ocean","2051","2051",0.149879714,,
"EU5","Other EU","OCEAN","Ocean","2052","2052",0.15291566,,
"EU5","Other EU","OCEAN","Ocean","2053","2053",0.155928989,,
"EU5","Other EU","OCEAN","Ocean","2054","2054",0.158899699,,
"EU5","Other EU","OCEAN","Ocean","2055","2055",0.161848971,,
"EU5","Other EU","OCEAN","Ocean","2056","2056",0.164764524,,
"EU5","Other EU","OCEAN","Ocean","2057","2057",0.167648459,,
"EU5","Other EU","OCEAN","Ocean","2058","2058",0.170508755,,
"EU5","Other EU","OCEAN","Ocean","2059","2059",0.173335542,,
"EU5","Other EU","OCEAN","Ocean","2060","2060",0.176139691,,
"OCE","OECD Oceania","OCEAN","Ocean","2019","2019",0.0302721298,,
"OCE","OECD Oceania","OCEAN","Ocean","2020","2020",0.0323664317,,
"OCE","OECD Oceania","OCEAN","Ocean","2021","2021",0.03453139,,
"OCE","OECD Oceania","OCEAN","Ocean","2022","2022",0.0367666328,,
"OCE","OECD Oceania","OCEAN","Ocean","2023","2023",0.039068845,,
"OCE","OECD Oceania","OCEAN","Ocean","2024","2024",0.0414372306,,
"OCE","OECD Oceania","OCEAN","Ocean","2025","2025",0.0438686778,,
"OCE","OECD Oceania","OCEAN","Ocean","2026","2026",0.0463595623,,
"OCE","OECD Oceania","OCEAN","Ocean","2027","2027",0.0489071803,,
"OCE","OECD Oceania","OCEAN","Ocean","2028","2028",0.0515067005,,
"OCE","OECD Oceania","OCEAN","Ocean","2029","2029",0.0541556078,,
"OCE","OECD Oceania","OCEAN","Ocean","2030","2030",0.0568454342,,
"OCE","OECD Oceania","OCEAN","Ocean","2031","2031",0.0595716343,,
"OCE","OECD Oceania","OCEAN","Ocean","2032","2032",0.0623287509,,
"OCE","OECD Oceania","OCEAN","Ocean","2033","2033",0.0651098267,,
"OCE","OECD Oceania","OCEAN","Ocean","2034","2034",0.0679070121,,
"OCE","OECD Oceania","OCEAN","Ocean","2035","2035",0.0707140159,,
"OCE","OECD Oceania","OCEAN","Ocean","2036","2036",0.0735226625,,
"OCE","OECD Oceania","OCEAN","Ocean","2037","2037",0.0763235594,,
"OCE","OECD Oceania","OCEAN","Ocean","2038","2038",0.0791065999,,
"OCE","OECD Oceania","OCEAN","Ocean","2039","2039",0.0818630143,,
"OCE","OECD Oceania","OCEAN","Ocean","2040","2040",0.0845824899,,
"OCE","OECD Oceania","OCEAN","Ocean","2041","2041",0.0872546038,,
"OCE","OECD Oceania","OCEAN","Ocean","2042","2042",0.0898675301,,
"OCE","OECD Oceania","OCEAN","Ocean","2043","2043",0.0924088489,,
"OCE","OECD Oceania","OCEAN","Ocean","2044","2044",0.0949001961,,
"OCE","OECD Oceania","OCEAN","Ocean","2045","2045",0.097341874,,
"OCE","OECD Oceania","OCEAN","Ocean","2046","2046",0.099733683,,
"OCE","OECD Oceania","OCEAN","Ocean","2047","2047",0.102078524,,
"OCE","OECD Oceania","OCEAN","Ocean","2048","2048",0.104376893,,
"OCE","OECD Oceania","OCEAN","Ocean","2049","2049",0.106627891,,
"OCE","OECD Oceania","OCEAN","Ocean","2050","2050",0.108836235,,
"OCE","OECD Oceania","OCEAN","Ocean","2051","2051",0.111002921,,
"OCE","OECD Oceania","OCEAN","Ocean","2052","2052",0.11312966,,
"OCE","OECD Oceania","OCEAN","Ocean","2053","2053",0.115218233,,
"OCE","OECD Oceania","OCEAN","Ocean","2054","2054",0.117269559,,
"OCE","OECD Oceania","OCEAN","Ocean","2055","2055",0.119285424,,
"OCE","OECD Oceania","OCEAN","Ocean","2056","2056",0.121269628,,
"OCE","OECD Oceania","OCEAN","Ocean","2057","2057",0.123213873,,
"OCE","OECD Oceania","OCEAN","Ocean","2058","2058",0.125133558,,
"OCE","OECD Oceania","OCEAN","Ocean","2059","2059",0.127026992,,
"OCE","OECD Oceania","OCEAN","Ocean","2060","2060",0.128886057,,
"LAM","Latin America","FRESHWATER","Freshwater","2019","2019",7.57074,,
"LAM","Latin America","FRESHWATER","Freshwater","2020","2020",7.94973,,
"LAM","Latin America","FRESHWATER","Freshwater","2021","2021",8.32913,,
"LAM","Latin America","FRESHWATER","Freshwater","2022","2022",8.70916,,
"LAM","Latin America","FRESHWATER","Freshwater","2023","2023",9.08999,,
"LAM","Latin America","FRESHWATER","Freshwater","2024","2024",9.47223,,
"LAM","Latin America","FRESHWATER","Freshwater","2025","2025",9.85637,,
"LAM","Latin America","FRESHWATER","Freshwater","2026","2026",10.2424,,
"LAM","Latin America","FRESHWATER","Freshwater","2027","2027",10.63012,,
"LAM","Latin America","FRESHWATER","Freshwater","2028","2028",11.02001,,
"LAM","Latin America","FRESHWATER","Freshwater","2029","2029",11.41167,,
"LAM","Latin America","FRESHWATER","Freshwater","2030","2030",11.8053,,
"LAM","Latin America","FRESHWATER","Freshwater","2031","2031",12.20098,,
"LAM","Latin America","FRESHWATER","Freshwater","2032","2032",12.59901,,
"LAM","Latin America","FRESHWATER","Freshwater","2033","2033",12.99929,,
"LAM","Latin America","FRESHWATER","Freshwater","2034","2034",13.40202,,
"LAM","Latin America","FRESHWATER","Freshwater","2035","2035",13.80698,,
"LAM","Latin America","FRESHWATER","Freshwater","2036","2036",14.21418,,
"LAM","Latin America","FRESHWATER","Freshwater","2037","2037",14.6238,,
"LAM","Latin America","FRESHWATER","Freshwater","2038","2038",15.03595,,
"LAM","Latin America","FRESHWATER","Freshwater","2039","2039",15.45011,,
"LAM","Latin America","FRESHWATER","Freshwater","2040","2040",15.86619,,
"LAM","Latin America","FRESHWATER","Freshwater","2041","2041",16.28438,,
"LAM","Latin America","FRESHWATER","Freshwater","2042","2042",16.70459,,
"LAM","Latin America","FRESHWATER","Freshwater","2043","2043",17.1269,,
"LAM","Latin America","FRESHWATER","Freshwater","2044","2044",17.55162,,
"LAM","Latin America","FRESHWATER","Freshwater","2045","2045",17.97874,,
"LAM","Latin America","FRESHWATER","Freshwater","2046","2046",18.40826,,
"LAM","Latin America","FRESHWATER","Freshwater","2047","2047",18.83978,,
"LAM","Latin America","FRESHWATER","Freshwater","2048","2048",19.2734,,
"LAM","Latin America","FRESHWATER","Freshwater","2049","2049",19.70921,,
"LAM","Latin America","FRESHWATER","Freshwater","2050","2050",20.14641,,
"LAM","Latin America","FRESHWATER","Freshwater","2051","2051",20.5851,,
"LAM","Latin America","FRESHWATER","Freshwater","2052","2052",21.02518,,
"LAM","Latin America","FRESHWATER","Freshwater","2053","2053",21.46663,,
"LAM","Latin America","FRESHWATER","Freshwater","2054","2054",21.90936,,
"LAM","Latin America","FRESHWATER","Freshwater","2055","2055",22.35337,,
"LAM","Latin America","FRESHWATER","Freshwater","2056","2056",22.79865,,
"LAM","Latin America","FRESHWATER","Freshwater","2057","2057",23.2451,,
"LAM","Latin America","FRESHWATER","Freshwater","2058","2058",23.69281,,
"LAM","Latin America","FRESHWATER","Freshwater","2059","2059",24.14179,,
"LAM","Latin America","FRESHWATER","Freshwater","2060","2060",24.59224,,
"CAN1","Canada","OCEAN","Ocean","2019","2019",0.434224281,,
"CAN1","Canada","OCEAN","Ocean","2020","2020",0.450396287,,
"CAN1","Canada","OCEAN","Ocean","2021","2021",0.466707854,,
"CAN1","Canada","OCEAN","Ocean","2022","2022",0.483153034,,
"CAN1","Canada","OCEAN","Ocean","2023","2023",0.499734815,,
"CAN1","Canada","OCEAN","Ocean","2024","2024",0.516425118,,
"CAN1","Canada","OCEAN","Ocean","2025","2025",0.533240823,,
"CAN1","Canada","OCEAN","Ocean","2026","2026",0.550152858,,
"CAN1","Canada","OCEAN","Ocean","2027","2027",0.567161274,,
"CAN1","Canada","OCEAN","Ocean","2028","2028",0.584265779,,
"CAN1","Canada","OCEAN","Ocean","2029","2029",0.601445363,,
"CAN1","Canada","OCEAN","Ocean","2030","2030",0.618684765,,
"CAN1","Canada","OCEAN","Ocean","2031","2031",0.635963974,,
"CAN1","Canada","OCEAN","Ocean","2032","2032",0.653281809,,
"CAN1","Canada","OCEAN","Ocean","2033","2033",0.670614918,,
"CAN1","Canada","OCEAN","Ocean","2034","2034",0.68794441,,
"CAN1","Canada","OCEAN","Ocean","2035","2035",0.705256784,,
"CAN1","Canada","OCEAN","Ocean","2036","2036",0.722540898,,
"CAN1","Canada","OCEAN","Ocean","2037","2037",0.739764751,,
"CAN1","Canada","OCEAN","Ocean","2038","2038",0.75692631,,
"CAN1","Canada","OCEAN","Ocean","2039","2039",0.773995545,,
"CAN1","Canada","OCEAN","Ocean","2040","2040",0.79094738,,
"CAN1","Canada","OCEAN","Ocean","2041","2041",0.80775782,,
"CAN1","Canada","OCEAN","Ocean","2042","2042",0.82441781,,
"CAN1","Canada","OCEAN","Ocean","2043","2043",0.84088631,,
"CAN1","Canada","OCEAN","Ocean","2044","2044",0.85714731,,
"CAN1","Canada","OCEAN","Ocean","2045","2045",0.87316175,,
"CAN1","Canada","OCEAN","Ocean","2046","2046",0.88892863,,
"CAN1","Canada","OCEAN","Ocean","2047","2047",0.9043939,,
"CAN1","Canada","OCEAN","Ocean","2048","2048",0.91954345,,
"CAN1","Canada","OCEAN","Ocean","2049","2049",0.93434944,,
"CAN1","Canada","OCEAN","Ocean","2050","2050",0.94880282,,
"CAN1","Canada","OCEAN","Ocean","2051","2051",0.96287154,,
"CAN1","Canada","OCEAN","Ocean","2052","2052",0.97658108,,
"CAN1","Canada","OCEAN","Ocean","2053","2053",0.9899517,,
"CAN1","Canada","OCEAN","Ocean","2054","2054",1.00298119,,
"CAN1","Canada","OCEAN","Ocean","2055","2055",1.01569077,,
"CAN1","Canada","OCEAN","Ocean","2056","2056",1.02809824,,
"CAN1","Canada","OCEAN","Ocean","2057","2057",1.04020569,,
"CAN1","Canada","OCEAN","Ocean","2058","2058",1.05201213,,
"CAN1","Canada","OCEAN","Ocean","2059","2059",1.06354745,,
"CAN1","Canada","OCEAN","Ocean","2060","2060",1.07480376,,
"IND1","India","OCEAN","Ocean","2019","2019",1.22344631,,
"IND1","India","OCEAN","Ocean","2020","2020",1.33039637,,
"IND1","India","OCEAN","Ocean","2021","2021",1.44334555,,
"IND1","India","OCEAN","Ocean","2022","2022",1.56235374,,
"IND1","India","OCEAN","Ocean","2023","2023",1.68757387,,
"IND1","India","OCEAN","Ocean","2024","2024",1.81894126,,
"IND1","India","OCEAN","Ocean","2025","2025",1.95666908,,
"IND1","India","OCEAN","Ocean","2026","2026",2.10106087,,
"IND1","India","OCEAN","Ocean","2027","2027",2.2522248,,
"IND1","India","OCEAN","Ocean","2028","2028",2.4104434,,
"IND1","India","OCEAN","Ocean","2029","2029",2.57586386,,
"IND1","India","OCEAN","Ocean","2030","2030",2.74886622,,
"IND1","India","OCEAN","Ocean","2031","2031",2.92946809,,
"IND1","India","OCEAN","Ocean","2032","2032",3.11780603,,
"IND1","India","OCEAN","Ocean","2033","2033",3.31422367,,
"IND1","India","OCEAN","Ocean","2034","2034",3.51876324,,
"IND1","India","OCEAN","Ocean","2035","2035",3.73181068,,
"IND1","India","OCEAN","Ocean","2036","2036",3.95351852,,
"IND1","India","OCEAN","Ocean","2037","2037",4.1839325,,
"IND1","India","OCEAN","Ocean","2038","2038",4.42351585,,
"IND1","India","OCEAN","Ocean","2039","2039",4.67219211,,
"IND1","India","OCEAN","Ocean","2040","2040",4.93032461,,
"IND1","India","OCEAN","Ocean","2041","2041",5.19784718,,
"IND1","India","OCEAN","Ocean","2042","2042",5.47505425,,
"IND1","India","OCEAN","Ocean","2043","2043",5.76210046,,
"IND1","India","OCEAN","Ocean","2044","2044",6.05901734,,
"IND1","India","OCEAN","Ocean","2045","2045",6.36601052,,
"IND1","India","OCEAN","Ocean","2046","2046",6.68321344,,
"IND1","India","OCEAN","Ocean","2047","2047",7.01052832,,
"IND1","India","OCEAN","Ocean","2048","2048",7.3481489,,
"IND1","India","OCEAN","Ocean","2049","2049",7.6960981,,
"IND1","India","OCEAN","Ocean","2050","2050",8.05439966,,
"IND1","India","OCEAN","Ocean","2051","2051",8.42285869,,
"IND1","India","OCEAN","Ocean","2052","2052",8.80150792,,
"IND1","India","OCEAN","Ocean","2053","2053",9.19044296,,
"IND1","India","OCEAN","Ocean","2054","2054",9.5893755,,
"IND1","India","OCEAN","Ocean","2055","2055",9.9983744,,
"IND1","India","OCEAN","Ocean","2056","2056",10.4173421,,
"IND1","India","OCEAN","Ocean","2057","2057",10.8461775,,
"IND1","India","OCEAN","Ocean","2058","2058",11.284731,,
"IND1","India","OCEAN","Ocean","2059","2059",11.7330232,,
"IND1","India","OCEAN","Ocean","2060","2060",12.1906752,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2019","2019",2.707171,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2020","2020",2.797363,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2021","2021",2.88644,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2022","2022",2.974796,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2023","2023",3.062248,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2024","2024",3.148654,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2025","2025",3.23416,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2026","2026",3.31887,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2027","2027",3.40274,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2028","2028",3.48597,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2029","2029",3.56857,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2030","2030",3.65053,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2031","2031",3.73185,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2032","2032",3.81252,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2033","2033",3.89245,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2034","2034",3.97193,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2035","2035",4.05087,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2036","2036",4.12946,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2037","2037",4.2076,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2038","2038",4.28529,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2039","2039",4.36252,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2040","2040",4.4389,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2041","2041",4.51483,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2042","2042",4.5899,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2043","2043",4.66421,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2044","2044",4.73796,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2045","2045",4.81074,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2046","2046",4.88287,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2047","2047",4.95412,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2048","2048",5.02461,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2049","2049",5.09412,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2050","2050",5.16247,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2051","2051",5.22954,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2052","2052",5.29543,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2053","2053",5.36013,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2054","2054",5.42336,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2055","2055",5.4853,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2056","2056",5.54584,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2057","2057",5.6049,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2058","2058",5.66235,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2059","2059",5.71841,,
"OAM","Other OECD America","FRESHWATER","Freshwater","2060","2060",5.77277,,
