goal,target,indicator,series,seriesDescription,seriesCount,geoAreaCode,geoAreaName,timePeriodStart,value,valueType,time_detail,timeCoverage,upperBound,lowerBound,basePeriod,source,geoInfoUrl,footnotes,attributes,dimensions
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2012.0,8.0800000000000001,Float,,,10.89,5.4,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Ferrovia | LATITUDE: -12.180 | LONGITUDE: 13.340'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'FERROVIA'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2016.0,8.2989999999999995,Float,,,8.4,8.17,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Luanda | LATITUDE: -8.440 | LONGITUDE: 13.160'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'LUANDA'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2016.0,8.2040000000000006,Float,,,8.5,7.87,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Floresta | LATITUDE: -8.460 | LONGITUDE: 13.150'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'FLORESTA'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2016.0,8.0069999999999997,Float,,,8.16,7.62,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Porto Pesqueiro| LATITUDE: -8.470| LONGITUDE: 13.160'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'PORTOPESQUEIRO'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2017.0,8.1620000000000008,Float,,,8.5,7,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Luanda | LATITUDE: -8.440 | LONGITUDE: 13.160'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'LUANDA'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2018.0,7.5670000000000002,Float,,,8.9,5.04,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Cais de Carvão | LATITUDE: -8.460 | LONGITUDE: 13.140'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'CAISDECARVAO'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2020.0,7.8470000000000004,Float,,,8.3,7.6,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Cais de Carvão | LATITUDE: -8.460 | LONGITUDE: 13.140'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'CAISDECARVAO'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2021.0,7.7560000000000002,Float,,,8.7,7,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Cais de Carvão | LATITUDE: -8.460 | LONGITUDE: 13.140'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'CAISDECARVAO'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,24,Angola,2021.0,7.3869999999999996,Float,,,7.57,7.27,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Borges| LATITUDE: -12.180 | LONGITUDE: 13.300'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BORGES'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,32,Argentina,2006.0,8.0670000000000002,Float,,,8.214,7.708,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: GEF2 | LATITUDE: -40.755 | LONGITUDE: -61.452'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'GEF2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,32,Argentina,2019.0,7.926,Float,,,7.937,7.915,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VERIL  | LATITUDE: -38.174 | LONGITUDE: -57.423'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VERIL'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,32,Argentina,2019.0,7.838,Float,,,8.06,7.551,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: COSTAL-AR  | LATITUDE: -38.478 | LONGITUDE: -57.423'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'COSTAL_AR'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,32,Argentina,2020.0,7.908,Float,,,7.951,7.865,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VERIL  | LATITUDE: -38.174 | LONGITUDE: -57.423'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VERIL'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,32,Argentina,2021.0,7.897,Float,,,7.9301,7.871,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VERIL  | LATITUDE: -38.174 | LONGITUDE: -57.423'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VERIL'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,32,Argentina,2022.0,7.851,Float,,,7.905,7.789,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: EMAC-MDP  | LATITUDE: -38.003 | LONGITUDE: -57.485'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'EMAC_MDP'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,32,Argentina,2022.0,7.914,Float,,,7.961,7.881,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VERIL  | LATITUDE: -38.174 | LONGITUDE: -57.423'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VERIL'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2010.0,8.0719999999999992,Float,,,8.108,8.047,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSKAI | LATITUDE: -35.833 | LONGITUDE: 136.433'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSKAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2010.0,8.0839999999999996,Float,,,8.124,8.036,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSNSI | LATITUDE: -27.34 | LONGITUDE: 153.56'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSNSI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2010.0,8.0630000000000006,Float,,,8.104,8.026,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSYON | LATITUDE: -19.3065 | LONGITUDE: 147.6202'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSYON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2010.0,8.0939999999999994,Float,,,8.155,8.058,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.233'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSMAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2010.0,8.0920000000000005,Float,,,8.111,8.071,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSROT | LATITUDE: -32.0025 | LONGITUDE: 115.402'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSROT'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2010.0,8.0990000000000002,Float,,,8.13,8.039,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSPHB | LATITUDE: -34.12 | LONGITUDE: 151.23'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSPHB'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2011.0,8.1129999999999995,Float,,,8.138,8.072,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSPHB | LATITUDE: -42.6 | LONGITUDE: 148.233'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSPHB'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2011.0,8.0899999999999999,Float,,,8.121,8.051,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSROT | LATITUDE: -32.0025 | LONGITUDE: 115.402'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSROT'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2011.0,8.0879999999999992,Float,,,8.121,8.074,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.233'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSMAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2011.0,8.0899999999999999,Float,,,8.121,8.054,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSNSI | LATITUDE: -27.34 | LONGITUDE: 153.56'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSNSI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2011.0,8.0800000000000001,Float,,,8.099,8.059,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSKAI | LATITUDE: -35.833 | LONGITUDE: 136.433'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSKAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2011.0,8.0519999999999996,Float,,,8.094,8.014,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSYON | LATITUDE: -19.3065 | LONGITUDE: 147.6202'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSYON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2012.0,8.048,Float,,,8.089,7.966,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSDAR | LATITUDE: -12.333 | LONGITUDE: 130.69'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSDAR'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2012.0,8.0619999999999994,Float,,,8.067,8.056,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSKAI | LATITUDE: -35.833 | LONGITUDE: 136.433'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSKAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2012.0,8.0869999999999997,Float,,,8.12,8.054,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSNSI | LATITUDE: -27.34 | LONGITUDE: 153.56'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSNSI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2012.0,8.0579999999999998,Float,,,8.1,8.013,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSYON | LATITUDE: -19.3065 | LONGITUDE: 147.6202'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSYON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2012.0,8.0899999999999999,Float,,,8.107,8.063,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.233'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSMAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2012.0,8.0779999999999994,Float,,,8.111,8.06,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSROT | LATITUDE: -32.0025 | LONGITUDE: 115.402'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSROT'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2012.0,8.1029999999999998,Float,,,8.116,8.078,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSPHB | LATITUDE: -34.12 | LONGITUDE: 151.23'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSPHB'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2013.0,8.0939999999999994,Float,,,8.104,8.081,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSPHB | LATITUDE: -34.12 | LONGITUDE: 151.23'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSPHB'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2013.0,8.077,Float,,,8.11,8.051,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSROT | LATITUDE: -32.0025 | LONGITUDE: 115.402'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSROT'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2013.0,8.0879999999999992,Float,,,8.106,8.062,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.233'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSMAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2013.0,8.0670000000000002,Float,,,8.095,8.04,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSKAI | LATITUDE: -35.833 | LONGITUDE: 136.433'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSKAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2013.0,8.0559999999999992,Float,,,8.094,8.01,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSYON | LATITUDE: -19.3065 | LONGITUDE: 147.6202'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSYON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2013.0,7.9790000000000001,Float,,,NaN,NaN,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSDAR | LATITUDE: -12.333 | LONGITUDE: 130.69; Upper and lower bounds where not provided.'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSDAR'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2013.0,8.0749999999999993,Float,,,8.122,8.047,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSNSI | LATITUDE: -27.39 | LONGITUDE: 153.58'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSNSI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2014.0,7.9729999999999999,Float,,,8.029,7.928,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSDAR | LATITUDE: -12.333 | LONGITUDE: 130.69'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSDAR'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2014.0,8.0800000000000001,Float,,,8.106,8.051,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSNSI | LATITUDE: -27.34 | LONGITUDE: 153.56'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSNSI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2014.0,8.0579999999999998,Float,,,8.099,8.014,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSYON | LATITUDE: -19.3065 | LONGITUDE: 147.6202'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSYON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2014.0,8.0670000000000002,Float,,,8.084,8.053,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSKAI | LATITUDE: -35.833 | LONGITUDE: 136.433'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSKAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2014.0,8.0760000000000005,Float,,,8.098,8.06,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.233'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSMAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2014.0,8.0990000000000002,Float,,,8.123,8.068,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSPHB | LATITUDE: -34.12 | LONGITUDE: 151.23'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSPHB'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2014.0,8.0850000000000009,Float,,,8.115,8.059,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSROT | LATITUDE: -32.0025 | LONGITUDE: 115.402'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSROT'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2015.0,8.0800000000000001,Float,,,8.099,8.056,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSROT | LATITUDE: -32.0025 | LONGITUDE: 115.402'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSROT'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2015.0,8.0860000000000003,Float,,,8.105,8.06,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSPHB | LATITUDE: -34.12 | LONGITUDE: 151.23'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSPHB'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2015.0,8.0869999999999997,Float,,,8.137,8.042,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.233'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSMAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2015.0,8.0690000000000008,Float,,,8.085,8.042,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSKAI | LATITUDE: -35.833 | LONGITUDE: 136.433'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSKAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2015.0,8.0510000000000002,Float,,,8.088,8.013,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSYON | LATITUDE: -19.3065 | LONGITUDE: 147.6202'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSYON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2015.0,8.0760000000000005,Float,,,8.111,8.042,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSNSI | LATITUDE: -27.34 | LONGITUDE: 153.56'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSNSI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2015.0,7.9870000000000001,Float,,,8.061,7.926,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSDAR | LATITUDE: -12.333 | LONGITUDE: 130.69'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSDAR'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2016.0,7.9550000000000001,Float,,,8.002,7.933,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSDAR | LATITUDE: -12.333 | LONGITUDE: 130.69'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSDAR'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2016.0,8.0359999999999996,Float,,,8.077,7.994,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSYON | LATITUDE: -19.3065 | LONGITUDE: 147.6202'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSYON'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2016.0,8.0749999999999993,Float,,,8.097,8.053,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSNSI | LATITUDE: -27.34 | LONGITUDE: 153.56'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSNSI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2016.0,8.0630000000000006,Float,,,8.079,8.04,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSKAI | LATITUDE: -35.833 | LONGITUDE: 136.433'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSKAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2016.0,8.0860000000000003,Float,,,8.127,8.046,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSMAI | LATITUDE: -42.6 | LONGITUDE: 148.233'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSMAI'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,36,Australia,2016.0,8.093,Float,,,8.104,8.075,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: NRSPHB | LATITUDE: -34.12 | LONGITUDE: 151.23'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'NRSPHB'}
