goal,target,indicator,series,seriesDescription,seriesCount,geoAreaCode,geoAreaName,timePeriodStart,value,valueType,time_detail,timeCoverage,upperBound,lowerBound,basePeriod,source,geoInfoUrl,footnotes,attributes,dimensions
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2015.0,8.2680000000000007,Float,,,8.39,8.19,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W05 | LATITUDE: 51.417 | LONGITUDE: 2.808'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W05'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2016.0,8.1999999999999993,Float,,,8.21,8.19,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W07 | LATITUDE: 51.583 | LONGITUDE: 3.008'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W07'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2016.0,8.1899999999999995,Float,,,8.21,8.17,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W06 | LATITUDE: 51.263 | LONGITUDE: 2.468'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W06'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2016.0,8.25,Float,,,8.33,8.17,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W02 | LATITUDE: 51.224 | LONGITUDE: 2.858'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W02'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2016.0,8.2100000000000009,Float,,,8.26,8.16,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W03 | LATITUDE: 51.168 | LONGITUDE: 2.667'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W03'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2016.0,8.1750000000000007,Float,,,8.2,8.15,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W04 | LATITUDE: 51.418 | LONGITUDE: 3.253'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W04'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2016.0,8.1649999999999991,Float,,,8.18,8.15,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W10 | LATITUDE: 51.683 | LONGITUDE: 2.417'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2016.0,8.1649999999999991,Float,,,8.17,8.16,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W09 | LATITUDE: 51.750 | LONGITUDE: 2.700'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W09'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2016.0,8.1899999999999995,Float,,,8.19,8.19,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W08 | LATITUDE: 51.458 | LONGITUDE: 2.350'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W08'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.3350000000000009,Float,,,8.38,8.29,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W08 | LATITUDE: 51.458 | LONGITUDE: 2.350'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W08'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.3350000000000009,Float,,,8.34,8.33,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W09 | LATITUDE: 51.750 | LONGITUDE: 2.700'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W09'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.3450000000000006,Float,,,8.35,8.34,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W10 | LATITUDE: 51.683 | LONGITUDE: 2.417'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.3550000000000004,Float,,,8.39,8.32,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W03 | LATITUDE: 51.168 | LONGITUDE: 2.667'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W03'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.3200000000000003,Float,,,8.34,8.3,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W02 | LATITUDE: 51.224 | LONGITUDE: 2.858'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W02'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.2799999999999994,Float,,,8.29,8.27,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W01 | LATITUDE: 51.375 | LONGITUDE: 3.188'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W01'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.3849999999999998,Float,,,8.4,8.37,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W06 | LATITUDE: 51.263 | LONGITUDE: 2.468'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W06'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.3450000000000006,Float,,,8.35,8.34,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W07 | LATITUDE: 51.583 | LONGITUDE: 3.008'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W07'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,7.8819999999999997,Float,,,7.994,7.725,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VLIZ LWStation | LATITUDE: 51.377 | LONGITUDE: 3.227'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VLIZLWSTATION'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.2799999999999994,Float,,,8.33,8.23,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W05 | LATITUDE: 51.417 | LONGITUDE: 2.808'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W05'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2017.0,8.3049999999999997,Float,,,8.34,8.27,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W04 | LATITUDE: 51.418 | LONGITUDE: 3.253'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W04'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.3350000000000009,Float,,,8.4,8.27,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W04 | LATITUDE: 51.418 | LONGITUDE: 3.253'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W04'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.2349999999999994,Float,,,8.58,7.86,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W05 | LATITUDE: 51.417 | LONGITUDE: 2.808'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W05'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,7.9059999999999997,Float,,,8.135,7.761,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VLIZ LWStation | LATITUDE: 51.377 | LONGITUDE: 3.227'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VLIZLWSTATION'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.4049999999999994,Float,,,8.51,8.3,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W07 | LATITUDE: 51.583 | LONGITUDE: 3.008'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W07'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.3849999999999998,Float,,,8.53,8.24,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W06 | LATITUDE: 51.263 | LONGITUDE: 2.468'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W06'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.2910000000000004,Float,,,8.53,8.06,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W01 | LATITUDE: 51.375 | LONGITUDE: 3.188'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W01'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.4199999999999999,Float,,,8.52,8.32,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W02 | LATITUDE: 51.224 | LONGITUDE: 2.858'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W02'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.3239999999999998,Float,,,8.56,8.12,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W03 | LATITUDE: 51.168 | LONGITUDE: 2.667'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W03'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.4049999999999994,Float,,,8.43,8.38,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W10 | LATITUDE: 51.683 | LONGITUDE: 2.417'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W10'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.3599999999999994,Float,,,8.44,8.28,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W09 | LATITUDE: 51.750 | LONGITUDE: 2.700'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W09'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.2029999999999994,Float,,,8.45,7.68,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W08 | LATITUDE: 51.458 | LONGITUDE: 2.350'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W08'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2018.0,8.3399999999999999,Float,,,8.56,8.1,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: MOW1 | LATITUDE: 51.362 | LONGITUDE: 3.120'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MOW1'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2019.0,7.888,Float,,,8.340,5.920,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: MOW1 | LATITUDE: 51.362 | LONGITUDE: 3.120'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MOW1'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2019.0,7.875,Float,,,8.340,7.030,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W08 | LATITUDE: 51.458 | LONGITUDE: 2.350'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W08'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2019.0,7.8179999999999996,Float,,,8.25,7.42,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W03 | LATITUDE: 51.168 | LONGITUDE: 2.667'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W03'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2019.0,7.944,Float,,,8.265,7.744,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VLIZ LWStation | LATITUDE: 51.377 | LONGITUDE: 3.227'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VLIZLWSTATION'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2019.0,7.984,Float,,,8.370,7.120,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W05 | LATITUDE: 51.417 | LONGITUDE: 2.808'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W05'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2020.0,8.201,Float,,,8.210,8.020,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W05 | LATITUDE: 51.417 | LONGITUDE: 2.808'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W05'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2020.0,8.2539999999999996,Float,,,8.46,8.06,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W03 | LATITUDE: 51.168 | LONGITUDE: 2.667'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W03'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2020.0,7.9429999999999996,Float,,,8.207,7.776,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VLIZ LWStation | LATITUDE: 51.377 | LONGITUDE: 3.227'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VLIZLWSTATION'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2020.0,8.265,Float,,,8.400,8.120,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W08 | LATITUDE: 51.458 | LONGITUDE: 2.350'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W08'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2020.0,8.159,Float,,,8.400,7.980,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: MOW1 | LATITUDE: 51.362 | LONGITUDE: 3.120'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MOW1'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2021.0,8.173,Float,,,8.520,7.900,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: MOW1 | LATITUDE: 51.362 | LONGITUDE: 3.120'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MOW1'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2021.0,8.179,Float,,,8.420,7.920,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W08 | LATITUDE: 51.458 | LONGITUDE: 2.350'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W08'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2021.0,7.8710000000000004,Float,,,8.112,7.75,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: VLIZ LWStation | LATITUDE: 51.377 | LONGITUDE: 3.227'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'VLIZLWSTATION'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,56,Belgium,2021.0,8.190,Float,,,8.490,8.050,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: W05 | LATITUDE: 51.417 | LONGITUDE: 2.808'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'W05'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2006.0,8.0969999999999995,Float,,,8.24,7.95,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Brazil1 | LATITUDE: -24.026 | LONGITUDE: -46.355'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BRAZIL1'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2006.0,8.1150000000000002,Float,,,8.24,7.95,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Brasil | LATITUDE: -24.024 | LONGITUDE: -46.35'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BRASIL1_06'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2013.0,8.1600000000000001,Float,,,8.21,8.11,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Brasil | LATITUDE: 0.024 | LONGITUDE: -31.67'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BRASIL2_13'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2013.0,8.1600000000000001,Float,,,8.21,8.11,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Brazil2 | LATITUDE: 1.010 | LONGITUDE: -28.192'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BRAZIL2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2015.0,8.0410000000000004,Float,,,8.35,7.92,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Brasil | LATITUDE: -23.135 | LONGITUDE: -44.36'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BRASIL3_15'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2015.0,8.0370000000000008,Float,,,8.35,7.92,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Brazil 3 | LATITUDE: -23.165 | LONGITUDE: -44.381'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BRAZIL3'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2017.0,8.0359999999999996,Float,,,8.298,7.848,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Brazil 4 | LATITUDE: -1.804 | LONGITUDE: -43.305'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BRAZIL4'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2017.0,7.724,Float,,,8.090,7.454,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: # BrOA 2 | LATITUDE: -32.150 | LONGITUDE: -52.100'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BROA_2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2017.0,7.635,Float,,,8.466,7.382,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: # BrOA 1 | LATITUDE: -32.025 | LONGITUDE: -52.108'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BROA_1'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2017.0,8.0389999999999997,Float,,,8.142,7.938,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: Brasil | LATITUDE: -1.804 | LONGITUDE: -43.31'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BRASIL4_17'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2018.0,7.866,Float,,,8.492,7.331,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: # BrOA 1 | LATITUDE: -32.025 | LONGITUDE: -52.108'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BROA_1'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2018.0,7.960,Float,,,8.570,7.692,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: # BrOA 2 | LATITUDE: -32.150 | LONGITUDE: -52.100'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'BROA_2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2018.0,7.954,Float,,,8.005,7.903,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: JPT 1 | LATITUDE: -9.065 | LONGITUDE: -35.230'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'JPT_1'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2018.0,8.005,Float,,,8.022,7.985,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: JPT 3 | LATITUDE: -9.097  | LONGITUDE: -35.239'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'JPT_3'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2018.0,8.031,Float,,,8.063,7.965,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: JPT 2 | LATITUDE: -9.091 | LONGITUDE: -35.239'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'JPT_2'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2018.0,8.000,Float,,,8.023,7.971,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: MRG 3 | LATITUDE: -9.037 | LONGITUDE: -35.190'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MRG_3'}
['14'],['14.3'],['14.3.1'],ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,1291,76,Brazil,2018.0,8.045,Float,,,8.096,8.017,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,['Mooring Name: MRG 2 | LATITUDE: -9.042 | LONGITUDE: -35.198'],"{'Nature': 'C', 'Observation Status': 'A', 'Units': 'PH'}",{'Sampling Stations': 'MRG_2'}
